"source" "target" "tag"
"556" 105 106 "Captain Cuttle"
"557" 105 106 "Mr Carker"
"558" 103 106 "Mr Dombey"
"559" 104 106 "Walter Gay"
"560" 100 107 "Doctor Blimber"
"561" 105 107 "Mr Perch"
"562" 105 107 "Mrs Perch"
"563" 106 107 "Walter Gay"
"564" 102 108 "Florence Dombey"
"565" 106 108 "Mr Carker"
"566" 106 108 "Mr Dombey"
"567" 107 108 "Mr Perch"
"568" 107 108 "Mrs Perch"
"569" 73 108 "Mrs Wickam"
"570" 103 108 "Towlinson"
"571" 108 109 "Florence Dombey"
"572" 102 109 "Lucretia Tox"
"573" 41 109 "Mr Chick"
"574" 108 109 "Mr Dombey"
"575" 60 109 "Mrs Chick"
"576" 40 109 "Mrs Dombey I"
"577" 108 109 "Towlinson"
"578" 109 110 "Florence Dombey"
"579" 91 110 "Lady Skettles"
"580" 109 110 "Lucretia Tox"
"581" 109 110 "Mrs Chick"
"582" 101 110 "Susan Nipper"
"583" 110 111 "Florence Dombey"
"584" 110 111 "Lucretia Tox"
"585" 101 111 "Paul Dombey"
"586" 110 111 "Susan Nipper"
"587" 111 112 "Florence Dombey"
"588" 91 112 "Mr Toots"
"589" 111 112 "Susan Nipper"
"590" 91 113 "Diogenes"
"591" 112 113 "Florence Dombey"
"592" 112 113 "Mr Toots"
"593" 109 113 "Towlinson"
"594" 113 114 "Diogenes"
"595" 113 114 "Florence Dombey"
"596" 61 114 "Major Bagstock"
"597" 109 114 "Mr Dombey"
"598" 113 114 "Mr Toots"
"599" 110 114 "Mrs Chick"
"600" 111 114 "Paul Dombey"
"601" 112 114 "Susan Nipper"
"602" 114 115 "Diogenes"
"603" 114 115 "Florence Dombey"
"604" 106 116 "Captain Cuttle"
"605" 115 116 "Florence Dombey"
"606" 114 116 "Mr Dombey"
"607" 99 116 "Mrs Polly Toodle"
"608" 114 116 "Susan Nipper"
"609" 107 116 "Walter Gay"
"610" 116 117 "Florence Dombey"
"611" 104 117 "Solomon Gills"
"612" 116 117 "Susan Nipper"
"613" 116 117 "Walter Gay"
"614" 117 118 "Florence Dombey"
"615" 117 118 "Susan Nipper"
"616" 117 118 "Walter Gay"
"617" 116 119 "Captain Cuttle"
"618" 118 119 "Florence Dombey"
