"V1","V2"
"2","Mary Jones"
"4","John Willet"
"5","John Willet"
"5","Phil Parkes"
"5","Tom Cobb"
"6","Emma Haredale"
"6","Geoffrey Haredale"
"6","Joe Willet"
"6","John Willet"
"6","Phil Parkes"
"6","Tom Cobb"
"7","Emma Haredale"
"7","Geoffrey Haredale"
"7","Joe Willet"
"7","John Willet"
"8","Geoffrey Haredale"
"8","Joe Willet"
"8","Solomon Daisy"
"9","Joe Willet"
"9","John Willet"
"9","Solomon Daisy"
"11","Gabriel Varden"
"11","Joe Willet"
"12","Joe Willet"
"13","Gabriel Varden"
"13","Joe Willet"
"13","John Willet"
"13","Solomon Daisy"
"14","Gabriel Varden"
"14","Joe Willet"
"14","John Willet"
"14","Martha Varden"
"15","Barnaby Rudge"
"15","Gabriel Varden"
"15","Martha Varden"
"17","Gabriel Varden"
"18","Dolly Varden"
"18","Gabriel Varden"
"19","Barnaby Rudge"
"19","Emma Haredale"
"19","Gabriel Varden"
"20","Dolly Varden"
"20","Gabriel Varden"
"20","Joe Willet"
"20","John Willet"
"20","Martha Varden"
"21","Barnaby Rudge"
"21","Gabriel Varden"
"21","John Willet"
"22","Gabriel Varden"
"23","Gabriel Varden"
"23","John Willet"
"23","Mary Jones"
"24","Barnaby Rudge"
"24","Edward Chester"
"24","Gabriel Varden"
"25","Barnaby Rudge"
"25","Edward Chester"
"25","Gabriel Varden"
"26","Barnaby Rudge"
"26","Edward Chester"
"26","Gabriel Varden"
"26","Mary Jones"
"26","Mrs Rudge"
"27","Barnaby Rudge"
"27","Gabriel Varden"
"27","Martha Varden"
"28","Dolly Varden"
"28","Gabriel Varden"
"28","Martha Varden"
"28","Miggs"
"29","Barnaby Rudge"
"31","Stagg"
"32","Stagg"
"33","John Willet"
"34","Miggs"
"35","Dolly Varden"
"35","Miggs"
"36","Miggs"
"37","John Willet"
"38","Barnaby Rudge"
"38","Hugh"
"38","Joe Willet"
"38","John Willet"
"39","Barnaby Rudge"
"39","Geoffrey Haredale"
"39","John Chester"
"39","John Willet"
"39","Mrs Rudge"
"40","Barnaby Rudge"
"40","Geoffrey Haredale"
"40","Hugh"
"40","John Chester"
"40","John Willet"
"41","Barnaby Rudge"
"42","Barnaby Rudge"
"42","Geoffrey Haredale"
"42","Hugh"
"42","Joe Willet"
"42","John Chester"
"42","John Willet"
"42","Phil Parkes"
"42","Solomon Daisy"
