"ShannonWiener";"Pielou";"Richness"
0;1;1
0;1;1
0;1;1
1.94591014905531;1;7
2.13833305950803;0.973197315178593;9
2.10657733323212;0.958744661315413;9
2.04673853269455;0.931510849553618;9
2.00288304109065;0.911551355173181;9
2.20151186598672;0.918101758221298;11
2.38065614488421;0.928149375721119;13
2.3921442317486;0.932628250452495;13
2.3442576094966;0.913958633404228;13
2.32025875425751;0.904602169827559;13
2.37340934710105;0.899339821256199;14
2.43417263970721;0.898865404606043;15
2.47767498568608;0.893632353695986;16
2.48050698052441;0.894653779923256;16
2.51740090940781;0.888532067198204;17
2.51793873289412;0.888721895291256;17
2.5001711126443;0.882450704917579;17
2.59678270637662;0.881927839140264;19
2.69228817628247;0.884305578741493;21
2.77778652814381;0.898656867402722;22
2.79277314386321;0.90350526917835;22
2.7985312273755;0.905368098175097;22
2.80354538719046;0.906990256359793;22
2.80308825413086;0.906842366750866;22
2.80308825413086;0.906842366750866;22
2.79157812646913;0.903118662584582;22
2.77928717581585;0.899142350114358;22
2.76498414407219;0.89451509831841;22
2.75273396254604;0.890551975290823;22
2.75279084057769;0.890570376213007;22
2.87548745622853;0.872460492777543;27
2.87876001351057;0.873453429447374;27
2.87282247441978;0.871651902450687;27
2.87823506105433;0.873294152008113;27
2.87089922413382;0.871068363166384;27
2.86298216110952;0.868666222724921;27
2.86194933645305;0.868352850219403;27
2.84644951460913;0.863650001603383;27
2.83868975008652;0.861295587584093;27
2.82439640227874;0.856958798965939;27
2.81050453576627;0.85274382502237;27
2.81418386551909;0.853860181778607;27
2.83061731432492;0.849472865690373;28
2.83771467289655;0.851602794555771;28
2.84284841399595;0.853143438620001;28
2.838699586799;0.851898368821831;28
2.83898743525468;0.851984752612142;28
2.85071394299339;0.85550389668115;28
2.85858876715818;0.857867144237157;28
2.85293532234008;0.85617053624061;28
2.84978341442074;0.85522464354113;28
2.85368027934479;0.856394099050886;28
2.8554517169576;0.856925710363275;28
2.88603899176994;0.8570791333714;29
2.88553963976987;0.85693083870848;29
2.87641924626543;0.854222317103924;29
2.86738848335489;0.851540413473682;29
2.86738848335489;0.851540413473682;29
2.87922220436005;0.855054723353968;29
2.87386720739359;0.853464427390432;29
2.8653895864841;0.850946792665855;29
2.85837414512146;0.848863387548858;29
2.85676432463476;0.848385312390634;29
2.85078284718195;0.84660896788311;29
2.85887827373252;0.849013100742029;29
2.85110697123129;0.846705224364782;29
2.84404219763639;0.844607168847357;29
2.84421467271599;0.844658389496897;29
2.85025109512638;0.846451051239485;29
2.84253197889754;0.844158672838959;29
2.83728989551903;0.842601909298368;29
2.83620284738215;0.842279084042801;29
2.83784725421518;0.842767430453706;29
2.83791842244499;0.84278856558213;29
2.83899468288509;0.843108187170029;29
2.83378874638407;0.841562158319619;29
2.83978799041938;0.834937720971544;30
2.84584535190338;0.836718670679624;30
2.86547618664747;0.834445796101062;31
2.87966710918193;0.838578287484819;31
2.88873153205145;0.841217907940502;31
2.89829256210407;0.844002143723365;31
2.89833702345217;0.844015091164765;31
2.89477753631785;0.842978544747332;31
2.89127118336264;0.841957471357593;31
2.88649149629682;0.840565594573783;31
2.89124047652303;0.841948529320893;31
2.89141508626344;0.841999376843034;31
2.89218085850465;0.842222374832138;31
2.8946228682439;0.842933504371599;31
2.89467011852406;0.842947263968638;31
2.89467011852406;0.842947263968638;31
2.89458950989063;0.842923790196421;31
2.89119995082723;0.841936727967718;31
2.9011795661259;0.837103474555645;32
2.91894781060268;0.834818103290025;33
2.9312435104025;0.838334669344488;33
2.93420550597777;0.839181799094157;33
2.93642200684805;0.839815717606078;33
2.93467257753375;0.839315381403869;33
2.93467257753375;0.839315381403869;33
2.93467257753375;0.839315381403869;33
2.93644464553442;0.839822192262852;33
2.9405802862053;0.841004984119636;33
2.95898519985422;0.839104560976873;34
2.96434718557562;0.840625104802148;34
