"Character","Node","Type","Appearances"
"Adams",100,"First Appearance",4
"Adams",118,"Last Appearance",4
"Agnes Wickfield",99,"First Appearance",87
"Agnes Wickfield",387,"Last Appearance",87
"Annie Strong",382,"Last Appearance",24
"Annie Strong",100,"First Appearance",24
"Barkis",324,"Last Appearance",33
"Barkis",28,"First Appearance",33
"Captain Bailey",119,"Last Appearance",1
"Captain Bailey",119,"First Appearance",1
"Captain Hopkins",74,"First Appearance",2
"Captain Hopkins",75,"Last Appearance",2
"Caroline Crewler",387,"Last Appearance",3
"Caroline Crewler",364,"First Appearance",3
"Charley Pyegrave",146,"Last Appearance",2
"Charley Pyegrave",82,"First Appearance",2
"Clara Copperfield",210,"Last Appearance",40
"Clara Copperfield",2,"First Appearance",40
"Clara Peggotty",3,"First Appearance",103
"Clara Peggotty",386,"Last Appearance",103
"Clarissa Spenlow",305,"Last Appearance",14
"Clarissa Spenlow",245,"First Appearance",14
"Clickett",73,"Last Appearance",1
"Clickett",73,"First Appearance",1
"Daniel Peggotty",385,"Last Appearance",68
"Daniel Peggotty",14,"First Appearance",68
"David Copperfield",2,"First Appearance",236
"David Copperfield",387,"Last Appearance",236
"Doctor Strong",100,"First Appearance",21
"Doctor Strong",382,"Last Appearance",21
"George Demple",47,"Last Appearance",3
"George Demple",30,"First Appearance",3
"Grainger",159,"Last Appearance",2
"Grainger",158,"First Appearance",2
"Gregory",72,"Last Appearance",1
"Gregory",72,"First Appearance",1
"Ham Peggotty",349,"Last Appearance",42
"Ham Peggotty",4,"First Appearance",42
"Jack Maldon",386,"Last Appearance",16
"Jack Maldon",100,"First Appearance",16
"James Steerforth",325,"Last Appearance",73
"James Steerforth",35,"First Appearance",73
"Jane Murdstone",368,"Last Appearance",38
"Jane Murdstone",21,"First Appearance",38
"Janet",370,"Last Appearance",12
"Janet",85,"First Appearance",12
"Julia Mills",386,"Last Appearance",18
"Julia Mills",212,"First Appearance",18
"Lady Mithers",145,"Last Appearance",1
"Lady Mithers",145,"First Appearance",1
"Lavinia Spenlow",305,"Last Appearance",16
"Lavinia Spenlow",245,"First Appearance",16
"Littimer",377,"Last Appearance",15
"Littimer",132,"First Appearance",15
"Little Emily",14,"First Appearance",63
"Little Emily",385,"Last Appearance",63
"Louisa Crewler",364,"Last Appearance",1
"Louisa Crewler",364,"First Appearance",1
"Markham",161,"Last Appearance",3
"Markham",158,"First Appearance",3
"Martha Endell",384,"Last Appearance",16
"Martha Endell",148,"First Appearance",16
"Mary Anne Paragon",281,"Last Appearance",3
"Mary Anne Paragon",279,"First Appearance",3
"Mealy Potatoes",101,"Last Appearance",5
"Mealy Potatoes",69,"First Appearance",5
"Mick Walker",101,"Last Appearance",4
"Mick Walker",69,"First Appearance",4
"Minnie Joram",324,"Last Appearance",12
"Minnie Joram",56,"First Appearance",12
"Miss Betsey Trotwood",386,"Last Appearance",140
"Miss Betsey Trotwood",1,"First Appearance",140
"Miss Creakle",43,"Last Appearance",5
"Miss Creakle",34,"First Appearance",5
"Miss Kitt",215,"Last Appearance",1
"Miss Kitt",215,"First Appearance",1
"Miss Larkins",372,"Last Appearance",6
"Miss Larkins",118,"First Appearance",6
"Miss Micawber",354,"Last Appearance",6
"Miss Micawber",70,"First Appearance",6
"Miss Mowcher",144,"First Appearance",8
"Miss Mowcher",378,"Last Appearance",8
"Miss Shepherd",117,"First Appearance",2
"Miss Shepherd",372,"Last Appearance",2
"Misses Nettingall",117,"Last Appearance",1
"Misses Nettingall",117,"First Appearance",1
"Mithers",145,"Last Appearance",1
"Mithers",145,"First Appearance",1
"Mr Chestle",119,"Last Appearance",1
"Mr Chestle",119,"First Appearance",1
"Mr Chillip",4,"First Appearance",11
"Mr Chillip",368,"Last Appearance",11
"Mr Creakle",378,"Last Appearance",24
"Mr Creakle",34,"First Appearance",24
"Mr Dick",382,"Last Appearance",52
"Mr Dick",85,"First Appearance",52
"Mr Dolloby",81,"Last Appearance",2
"Mr Dolloby",80,"First Appearance",2
"Mr Grayper",58,"First Appearance",2
"Mr Grayper",141,"Last Appearance",2
"Mr Gulpidge",165,"Last Appearance",2
"Mr Gulpidge",164,"First Appearance",2
"Mr Gummidge",198,"Last Appearance",5
"Mr Gummidge",18,"First Appearance",5
"Mr Henry Spiker",165,"Last Appearance",3
"Mr Henry Spiker",163,"First Appearance",3
"Mr Joram",57,"First Appearance",12
"Mr Joram",351,"Last Appearance",12
"Mr Jorkins",153,"First Appearance",10
"Mr Jorkins",247,"Last Appearance",10
"Mr Larkins",119,"Last Appearance",2
"Mr Larkins",118,"First Appearance",2
"Mr Mell",385,"Last Appearance",12
"Mr Mell",33,"First Appearance",12
"Mr Micawber",385,"Last Appearance",64
"Mr Micawber",70,"First Appearance",64
"Mr Mills",259,"Last Appearance",4
"Mr Mills",214,"First Appearance",4
"Mr Murdstone",368,"Last Appearance",39
"Mr Murdstone",9,"First Appearance",39
"Mr Omer",324,"Last Appearance",15
"Mr Omer",56,"First Appearance",15
"Mr Passnidge",10,"Last Appearance",1
"Mr Passnidge",10,"First Appearance",1
"Mr Quinion",79,"Last Appearance",8
"Mr Quinion",10,"First Appearance",8
"Mr Sharp",55,"Last Appearance",5
"Mr Sharp",37,"First Appearance",5
"Mr Spenlow",263,"Last Appearance",28
"Mr Spenlow",154,"First Appearance",28
"Mr Tiffey",245,"Last Appearance",7
"Mr Tiffey",171,"First Appearance",7
"Mr Waterbrook",178,"Last Appearance",5
"Mr Waterbrook",161,"First Appearance",5
"Mr Wickfield",96,"First Appearance",46
"Mr Wickfield",372,"Last Appearance",46
"Mrs Chillip",368,"Last Appearance",1
"Mrs Chillip",368,"First Appearance",1
"Mrs Creakle",55,"Last Appearance",5
"Mrs Creakle",34,"First Appearance",5
"Mrs Crewler",387,"Last Appearance",4
"Mrs Crewler",260,"First Appearance",4
"Mrs Crupp",279,"Last Appearance",22
"Mrs Crupp",156,"First Appearance",22
"Mrs Fibbitson",33,"Last Appearance",2
"Mrs Fibbitson",32,"First Appearance",2
"Mrs Grayper",141,"Last Appearance",2
"Mrs Grayper",11,"First Appearance",2
"Mrs Gulpidge",164,"Last Appearance",1
"Mrs Gulpidge",164,"First Appearance",1
"Mrs Gummidge",384,"Last Appearance",31
"Mrs Gummidge",15,"First Appearance",31
"Mrs Heep",334,"Last Appearance",10
"Mrs Heep",112,"First Appearance",10
"Mrs Henry Spiker",165,"Last Appearance",3
"Mrs Henry Spiker",163,"First Appearance",3
"Mrs Markleham",386,"Last Appearance",14
"Mrs Markleham",105,"First Appearance",14
"Mrs Mell",38,"Last Appearance",1
"Mrs Mell",38,"First Appearance",1
"Mrs Micawber",70,"First Appearance",46
"Mrs Micawber",357,"Last Appearance",46
"Mrs Steerforth",129,"First Appearance",16
"Mrs Steerforth",352,"Last Appearance",16
"Mrs Waterbrook",164,"Last Appearance",2
"Mrs Waterbrook",163,"First Appearance",2
"Reverend Crewler",387,"Last Appearance",3
"Reverend Crewler",260,"First Appearance",3
"Rosa Dartle",386,"Last Appearance",27
"Rosa Dartle",129,"First Appearance",27
"Sarah Crewler",217,"First Appearance",3
"Sarah Crewler",364,"Last Appearance",3
"Sophy Crewler",387,"Last Appearance",15
"Sophy Crewler",217,"First Appearance",15
"Tipp",79,"Last Appearance",3
"Tipp",72,"First Appearance",3
"Tom Jones",25,"Last Appearance",2
"Tom Jones",24,"First Appearance",2
"Tommy Traddles",34,"First Appearance",83
"Tommy Traddles",387,"Last Appearance",83
"Topsawyer",29,"Last Appearance",1
"Topsawyer",29,"First Appearance",1
"Tungay",45,"Last Appearance",6
"Tungay",38,"First Appearance",6
"Uriah",377,"Last Appearance",54
"Uriah",97,"First Appearance",54
"William",125,"First Appearance",1
"William",125,"Last Appearance",1
"Yawler",178,"First Appearance",1
"Yawler",178,"Last Appearance",1
