"Entropy","evenness_log2","entropy","evenness","Node"
2,0.693147180559945,1.38629436111989,1,1
2.73215889136457,0.674580979238321,1.89378823239114,0.973214633425146,2
2.89542387028032,0.668984964070255,2.00695489221077,0.965141290093439,3
3.01043408903334,0.658272325094623,2.08667390107501,0.949686218968459,4
3.33467914105159,0.64475526430946,2.31142344469197,0.930185222406311,5
3.57958513670278,0.635077764365541,2.48117934507982,0.916223541229016,6
3.79031236289437,0.630045942522471,2.62724432778174,0.908964156809382,7
3.88099479359989,0.633273658846136,2.69010059895159,0.91362076714293,8
4.09681117309652,0.627755989970693,2.83969311391833,0.90566045361906,9
4.26859375077383,0.629465305529927,2.95876372330468,0.908126474699681,10
4.23412279772928,0.624382069631415,2.93487027939064,0.90079291547723,11
4.20178200813756,0.619612956853292,2.91245335226806,0.893912540122792,12
4.16620341349966,0.614366383332442,2.88779214970651,0.886343334522602,13
4.16159462331171,0.606659480054881,2.88459757978194,0.875224623383453,14
4.13072302747846,0.602159150740788,2.86319902017074,0.868732020599644,15
4.23792420766534,0.598649013817208,2.93750521596997,0.863667963467155,16
4.20402892809275,0.593860967902538,2.91401079849994,0.856760273370511,17
4.18803558225294,0.59160174847211,2.90292505592335,0.853500908701953,18
4.16568700840674,0.588444789773073,2.88743420497232,0.84894638004256,19
4.16240729384655,0.587981497417936,2.88516088007189,0.848277990459324,20
4.13491145974701,0.58409743692955,2.86610222018865,0.842674475654216,21
4.11081771753018,0.580693955812266,2.84940171070192,0.837764290324551,22
4.13311786442575,0.583844073722082,2.86485899464865,0.842308949811258,23
4.1425364922655,0.58517454873567,2.87138748998052,0.844228419515388,24
4.1575812675649,0.587299773127318,2.88181573356145,0.847294470205995,25
4.14491044280282,0.585509892899081,2.87303298710225,0.844712218876931,26
4.1223442614795,0.582322194976028,2.85739130214198,0.840113342891492,27
4.13458967441697,0.578475093848388,2.86587917559438,0.834563149172847,28
4.19374820355121,0.581376948653972,2.90688474326986,0.838749640710243,29
4.21121692466246,0.583798627611221,2.91899313805611,0.842243384932492,30
4.20607060253119,0.583085195876113,2.91542597938057,0.841214120506238,31
4.23022090120056,0.581272125340166,2.93216569081292,0.838598412635245,32
4.22360833235845,0.580363496208357,2.92758220736375,0.837287537892778,33
4.25095884109332,0.579176738449856,2.94654013538021,0.835575408359852,34
4.28842568487727,0.584281451337929,2.97251017251353,0.842939952328637,35
4.28153104534183,0.58334208330634,2.96773117255856,0.841584730727893,36
4.29768695266761,0.580769199969996,2.97892959417081,0.837872844697764,37
4.34634560153531,0.587344700904743,3.01265719944332,0.847359287287684,38
4.42830607799275,0.5848914385258,3.06946787261715,0.843819977819584,39
4.42770032222882,0.584811430198933,3.06904799471727,0.843704550203182,40
4.41224546105017,0.582770149441054,3.05833550126534,0.840759604576729,41
4.39905098597292,0.581027420873381,3.04918978806658,0.838245378714531,42
4.38334652965081,0.578953173545456,3.03830428844468,0.835252872380957,43
4.37551283321922,0.577918497555552,3.03287438384976,0.833760150461396,44
4.3842378409386,0.579070898095681,3.03892209835081,0.835422713005758,45
4.38893646106266,0.57969149266052,3.04217893364233,0.836318041706854,46
4.37932067922932,0.57842143852018,3.03551378157567,0.834485740896924,47
4.36358397325382,0.576342931652416,3.02460592819745,0.831487089346347,48
4.35233365315136,0.57485698741263,3.01680780053804,0.829343324960571,49
4.3523329635968,0.574856896336144,3.01680732257524,0.829343193564975,50
4.33897090853637,0.573092033775085,3.00754545178361,0.826797035100285,51
4.32638166454704,0.57142924423498,2.99881925280702,0.824398136876734,52
4.31554676563,0.569998168897762,2.99130907317103,0.822333531584591,53
4.30464300820759,0.568557998717154,2.98375116445617,0.820255805206991,54
4.31466991685951,0.569882354559342,2.99070128791798,0.822166446812889,55
4.31470853426071,0.569887455152422,2.99072805546074,0.822173805413231,56
4.30855182409496,0.569074275800767,2.98646054916783,0.821000635595245,57
4.33100378206276,0.567983842330449,3.00202306053126,0.819427472635198,58
4.37073553699191,0.57319441151089,3.0295630144391,0.826944734952029,59
4.38958928757172,0.575666962040864,3.04263143849647,0.83051187133997,60
4.38958928757172,0.575666962040864,3.04263143849647,0.83051187133997,601
4.42736860393047,0.576636514135198,3.06881806511402,0.831910639338349,62
4.44197123196398,0.578538413272076,3.07893983556422,0.834654499791394,63
4.44229853815677,0.57858104281548,3.07916670692893,0.834716001222258,64
4.45554318267535,0.580306073263447,3.0883471949345,0.837204694094923,65
4.50348291171569,0.578893310280502,3.12157648295562,0.835166507945476,66
4.51024659829208,0.579762738007588,3.12626471323624,0.836420827015755,67
4.53261383619162,0.582637900330468,3.14176850112322,0.840568809440725,68
4.5481407383913,0.580976246482251,3.15253092960576,0.838171549674227,69
4.55978929653395,0.582464224971906,3.16060509483993,0.840318248862202,70
