"Character","Node","Type","Appearances"
"Affery Flintwinch",15,"First Appearance",42
"Affery Flintwinch",367,"Last Appearance",42
"Amy Dorrit",374,"Last Appearance",148
"Amy Dorrit",24,"First Appearance",148
"Anastasia Rugg",186,"Last Appearance",4
"Anastasia Rugg",132,"First Appearance",4
"Arthur Clennam",374,"Last Appearance",210
"Arthur Clennam",9,"First Appearance",210
"Augustus Stiltstalking",140,"First Appearance",1
"Augustus Stiltstalking",140,"Last Appearance",1
"Bob",293,"Last Appearance",4
"Bob",31,"First Appearance",4
"Captain Maroon",63,"Last Appearance",1
"Captain Maroon",63,"First Appearance",1
"Captain Martin",101,"Last Appearance",1
"Captain Martin",101,"First Appearance",1
"Christopher Casby",63,"First Appearance",25
"Christopher Casby",364,"Last Appearance",25
"Clarence Barnacle",138,"Last Appearance",3
"Clarence Barnacle",48,"First Appearance",3
"Daniel Doyce",374,"Last Appearance",41
"Daniel Doyce",53,"First Appearance",41
"Dawes",301,"Last Appearance",1
"Dawes",301,"First Appearance",1
"Doctor Haggage",31,"Last Appearance",2
"Doctor Haggage",28,"First Appearance",2
"Edward Dorrit",34,"First Appearance",24
"Edward Dorrit",374,"Last Appearance",24
"Ephraim Flintwinch",354,"Last Appearance",1
"Ephraim Flintwinch",354,"First Appearance",1
"Fanny Dorrit",374,"Last Appearance",73
"Fanny Dorrit",33,"First Appearance",73
"Ferdinand Barnacle",335,"Last Appearance",12
"Ferdinand Barnacle",49,"First Appearance",12
"Flora Finching",65,"First Appearance",36
"Flora Finching",374,"Last Appearance",36
"Harriet Beadle",369,"Last Appearance",19
"Harriet Beadle",7,"First Appearance",19
"Henry Gowan",366,"Last Appearance",47
"Henry Gowan",90,"First Appearance",47
"Jeremiah Flintwinch",360,"Last Appearance",44
"Jeremiah Flintwinch",16,"First Appearance",44
"John Baptist Cavalletto",2,"First Appearance",22
"John Baptist Cavalletto",342,"Last Appearance",22
"John Chivery",328,"Last Appearance",2
"John Chivery",326,"First Appearance",2
"John Edward Nandy",164,"First Appearance",9
"John Edward Nandy",261,"Last Appearance",9
"Lady Stiltstalking",91,"First Appearance",1
"Lady Stiltstalking",91,"Last Appearance",1
"Lord Decimus Tite Barnacle",66,"First Appearance",5
"Lord Decimus Tite Barnacle",183,"Last Appearance",5
"Lord Lancaster Stiltstalking",140,"Last Appearance",2
"Lord Lancaster Stiltstalking",139,"First Appearance",2
"Madame Barronneau",4,"First Appearance",2
"Madame Barronneau",5,"Last Appearance",2
"Maggy",45,"First Appearance",34
"Maggy",374,"Last Appearance",34
"Minnie Meagles",7,"First Appearance",34
"Minnie Meagles",374,"Last Appearance",34
"Miss Tite Barnacles",181,"First Appearance",1
"Miss Tite Barnacles",181,"Last Appearance",1
"Miss Wade",10,"First Appearance",21
"Miss Wade",368,"Last Appearance",21
"Mr Cripples",42,"First Appearance",3
"Mr Cripples",104,"Last Appearance",3
"Mr F.'s Aunt",70,"First Appearance",18
"Mr F.'s Aunt",372,"Last Appearance",18
"Mr Frederick Dorrit",36,"First Appearance",13
"Mr Frederick Dorrit",355,"Last Appearance",13
"Mr John Chivery",374,"Last Appearance",26
"Mr John Chivery",94,"First Appearance",26
"Mr Meagles",7,"First Appearance",51
"Mr Meagles",374,"Last Appearance",51
"Mr Merdle",107,"First Appearance",46
"Mr Merdle",365,"Last Appearance",46
"Mr Pancks",63,"First Appearance",57
"Mr Pancks",374,"Last Appearance",57
"Mr Plornish",332,"Last Appearance",17
"Mr Plornish",45,"First Appearance",17
"Mr Rugg",132,"First Appearance",17
"Mr Rugg",370,"Last Appearance",17
"Mr Sparkler",365,"Last Appearance",31
"Mr Sparkler",111,"First Appearance",31
"Mr Tite Barnacle",256,"Last Appearance",11
"Mr Tite Barnacle",44,"First Appearance",11
"Mr William Dorrit",345,"Last Appearance",84
"Mr William Dorrit",26,"First Appearance",84
"Mr Wobbler",51,"First Appearance",1
"Mr Wobbler",51,"Last Appearance",1
"Mrs Bangham",293,"Last Appearance",8
"Mrs Bangham",27,"First Appearance",8
"Mrs Captain Barbary",63,"Last Appearance",1
"Mrs Captain Barbary",63,"First Appearance",1
"Mrs Chivery",330,"Last Appearance",7
"Mrs Chivery",94,"First Appearance",7
"Mrs Clennam",15,"First Appearance",44
"Mrs Clennam",361,"Last Appearance",44
"Mrs General",365,"Last Appearance",37
"Mrs General",196,"First Appearance",37
"Mrs Gowan",248,"Last Appearance",24
"Mrs Gowan",139,"First Appearance",24
"Mrs Meagles",367,"Last Appearance",19
"Mrs Meagles",7,"First Appearance",19
"Mrs Merdle",365,"Last Appearance",36
"Mrs Merdle",106,"First Appearance",36
"Mrs Plornish",61,"First Appearance",21
"Mrs Plornish",367,"Last Appearance",21
"Mrs Tickit",369,"Last Appearance",6
"Mrs Tickit",88,"First Appearance",6
"Mrs Tite Barnacle",181,"Last Appearance",2
"Mrs Tite Barnacle",48,"First Appearance",2
"Physician",322,"Last Appearance",7
"Physician",16,"First Appearance",7
"Rigaud",2,"First Appearance",58
"Rigaud",367,"Last Appearance",58
"Slingo",34,"Last Appearance",1
"Slingo",34,"First Appearance",1
"Tinkler",291,"Last Appearance",5
"Tinkler",213,"First Appearance",5
"Treasury",279,"Last Appearance",5
"Treasury",111,"First Appearance",5
"Tudor Stiltstalking",140,"First Appearance",2
"Tudor Stiltstalking",182,"Last Appearance",2
