"Character","Node","Appearances"
"ColonelCampbell",161,26
"ColonelCampbell",92,26
"ColonelCampbell",114,26
"ColonelCampbell",83,26
"ColonelCampbell",152,26
"ColonelCampbell",76,26
"ColonelCampbell",59,26
"ColonelCampbell",147,26
"ColonelCampbell",39,26
"ColonelCampbell",146,26
"ColonelCampbell",63,26
"ColonelCampbell",89,26
"ColonelCampbell",132,26
"ColonelCampbell",66,26
"ColonelCampbell",86,26
"ColonelCampbell",123,26
"ColonelCampbell",186,26
"ColonelCampbell",60,26
"ColonelCampbell",184,26
"ColonelCampbell",108,26
"ColonelCampbell",82,26
"ColonelCampbell",177,26
"ColonelCampbell",62,26
"ColonelCampbell",107,26
"ColonelCampbell",145,26
"ColonelCampbell",73,26
"DrHughes",123,1
"ElizabethMartin",70,8
"ElizabethMartin",68,8
"ElizabethMartin",71,8
"ElizabethMartin",23,8
"ElizabethMartin",67,8
"ElizabethMartin",186,8
"ElizabethMartin",88,8
"ElizabethMartin",9,8
"EmmaWoodhouse",1,171
"EmmaWoodhouse",171,171
"EmmaWoodhouse",104,171
"EmmaWoodhouse",21,171
"EmmaWoodhouse",2,171
"EmmaWoodhouse",89,171
"EmmaWoodhouse",71,171
"EmmaWoodhouse",60,171
"EmmaWoodhouse",121,171
"EmmaWoodhouse",150,171
"EmmaWoodhouse",67,171
"EmmaWoodhouse",3,171
"EmmaWoodhouse",41,171
"EmmaWoodhouse",78,171
"EmmaWoodhouse",82,171
"EmmaWoodhouse",151,171
"EmmaWoodhouse",173,171
"EmmaWoodhouse",4,171
"EmmaWoodhouse",90,171
"EmmaWoodhouse",31,171
"EmmaWoodhouse",63,171
"EmmaWoodhouse",174,171
"EmmaWoodhouse",152,171
"EmmaWoodhouse",83,171
"EmmaWoodhouse",11,171
"EmmaWoodhouse",137,171
"EmmaWoodhouse",6,171
"EmmaWoodhouse",64,171
"EmmaWoodhouse",108,171
"EmmaWoodhouse",153,171
"EmmaWoodhouse",65,171
"EmmaWoodhouse",84,171
"EmmaWoodhouse",139,171
"EmmaWoodhouse",7,171
"EmmaWoodhouse",175,171
"EmmaWoodhouse",26,171
"EmmaWoodhouse",161,171
"EmmaWoodhouse",109,171
"EmmaWoodhouse",66,171
"EmmaWoodhouse",155,171
"EmmaWoodhouse",162,171
"EmmaWoodhouse",124,171
"EmmaWoodhouse",8,171
"EmmaWoodhouse",27,171
"EmmaWoodhouse",110,171
"EmmaWoodhouse",178,171
"EmmaWoodhouse",105,171
"EmmaWoodhouse",156,171
"EmmaWoodhouse",146,171
"EmmaWoodhouse",9,171
"EmmaWoodhouse",86,171
"EmmaWoodhouse",94,171
"EmmaWoodhouse",157,171
"EmmaWoodhouse",29,171
"EmmaWoodhouse",164,171
