"node_id" "tags" "dpub"
"1" "ElizabethBennet, JaneBennet, LadyMariaLucas, LydiaBennet, MrCharlesBingley, MrMorris, MrsLong, SirWilliamLucas" "1"
"2" "ElizabethBennet, KittyBennet, LydiaBennet, MaryBennet, MrCharlesBingley, MrsBennet, MrsLong" "2"
"3" "CarolineBingley, ElizabethBennet, JaneBennet, LadyMariaLucas, MrCharlesBingley, MrDarcy, MrHurst, MrsBennet, MrsLouisaHurst, SirWilliamLucas" "3"
"4" "CarolineBingley, CharlotteLucas, ElizabethBennet, JaneBennet, KittyBennet, LydiaBennet, MaryBennet, Miss Lucas, MrCharlesBingley, MrDarcy, MrsBennet, MrsLouisaHurst" "4"
"5" "CarolineBingley, ElizabethBennet, JaneBennet, MrCharlesBingley, MrDarcy, MrsLouisaHurst" "5"
"6" "JaneBennet, MrsLouisaHurst" "6"
"7" "CarolineBingley, CharlotteLucas, ElizabethBennet, JaneBennet, KittyBennet, LadyMariaLucas, LydiaBennet, MaryBennet, MasterLucas, MrCharlesBingley, MrDarcy, MrRobinson, MrsBennet, MrsLong, SirWilliamLucas" "7"
"8" "CarolineBingley, CharlotteLucas, ElizabethBennet, JaneBennet, MrCharlesBingley, MrDarcy, MrsLouisaHurst" "8"
"9" "CharlotteLucas, ColonelForster, ElizabethBennet, LadyMariaLucas, MaryBennet, MrCharlesBingley, MrDarcy, SirWilliamLucas" "9"
"10" "CarolineBingley, ElizabethBennet, MrDarcy" "10"
"11" "CaptainCarter, CarolineBingley, ColonelForster, ElizabethBennet, JaneBennet, KittyBennet, LydiaBennet, MrCharlesBingley, MrHurst, MrsBennet, MrsLouisaHurst, SirWilliamLucas" "11"
"12" "CaptainCarter, CarolineBingley, ElizabethBennet, JaneBennet, LydiaBennet, MaryBennet, MrCharlesBingley, MrDarcy, MrHurst, MrsBennet, MrsLouisaHurst" "12"
"13" "CarolineBingley, ElizabethBennet, JaneBennet, MrCharlesBingley, MrDarcy, MrHurst, MrsLouisaHurst" "13"
"14" "CarolineBingley, ElizabethBennet, JaneBennet, MissGeorgianaDarcy, MrCharlesBingley, MrDarcy, MrHurst, MrJones, MrsLouisaHurst" "14"
"15" "CarolineBingley, CharlotteLucas, ElizabethBennet, JaneBennet, MrCharlesBingley, MrDarcy, MrJones, MrsBennet, SirWilliamLucas" "15"
"16" "CaptainCarter, CarolineBingley, CharlotteLucas, ColonelForster, ElizabethBennet, JaneBennet, LadyMariaLucas, LydiaBennet, MrCharlesBingley, MrDarcy, MrsBennet" "16"
"17" "CarolineBingley, ElizabethBennet, JaneBennet, MissGeorgianaDarcy, MrCharlesBingley, MrDarcy, MrHurst, MrsBennet, MrsLouisaHurst" "17"
"18" "CarolineBingley, ElizabethBennet, JaneBennet, MrCharlesBingley, MrDarcy, MrsLouisaHurst" "18"
"19" "CarolineBingley, ElizabethBennet, JaneBennet, MrDarcy, MrsLouisaHurst" "19"
"20" "CarolineBingley, ElizabethBennet, JaneBennet, MrCharlesBingley, MrDarcy, MrHurst, MrsLouisaHurst, MrsNicholls" "20"
"21" "CarolineBingley, ElizabethBennet, MrDarcy, MrHurst, MrsLouisaHurst" "21"
"22" "CarolineBingley, ColonelForster, ElizabethBennet, JaneBennet, LydiaBennet, MaryBennet, MrCharlesBingley, MrDarcy, MrsBennet" "22"
"23" "CharlotteLucas, ElizabethBennet, JaneBennet, LadyCatherinedeBourgh, LydiaBennet, MrCharlesBingley, MrCollins, MrsBennet, MrsHill, SirLewisdeBourgh" "23"
"24" "ElizabethBennet, LadyCatherinedeBourgh, LydiaBennet, MaryBennet, MrCollins, MrsBennet" "24"
"25" "ColonelForster, ElizabethBennet, LadyCatherinedeBourgh, LydiaBennet, MrCollins, MrDenny, MrsBennet, Richard" "25"
"26" "LydiaBennet, MrCollins, MrsBennet" "26"
"27" "ElizabethBennet, JaneBennet, KittyBennet, LadyCatherinedeBourgh, LydiaBennet, MaryBennet, MrCharlesBingley, MrCollins, MrDarcy, MrDenny, MrsBennet, MrWickham" "27"
"28" "ElizabethBennet, JaneBennet, KittyBennet, LadyCatherinedeBourgh, LydiaBennet, MrCharlesBingley, MrCollins, MrDarcy, MrDenny, MrJones, MrsBennet, MrWickham" "28"
"29" "ElizabethBennet, JaneBennet, LadyCatherinedeBourgh, LydiaBennet, MrCollins, MrDarcy, MrsBennet, MrWickham" "29"
"30" "ElizabethBennet, JaneBennet, MrDarcy, MrDenny, MrWickham" "30"
"31" "AnnedeBourgh, CarolineBingley, ElizabethBennet, LadyCatherinedeBourgh, MrCharlesBingley, MrCollins, MrDarcy, MrWickham" "31"
"32" "ElizabethBennet, LadyCatherinedeBourgh, LydiaBennet, MrCollins, MrWickham" "32"
"33" "ElizabethBennet, JaneBennet, LadyCatherinedeBourgh, LydiaBennet, MaryBennet, MrCharlesBingley, MrCollins, MrDarcy, MrsBennet, MrWickham" "33"
"34" "ElizabethBennet, KittyBennet, LydiaBennet, MrCollins, MrWickham" "34"
"35" "CarolineBingley, CharlotteLucas, ElizabethBennet, LydiaBennet, MrCharlesBingley, MrCollins, MrDarcy, MrDenny, MrWickham" "35"
"36" "CarolineBingley, ElizabethBennet, JaneBennet, MrCharlesBingley, MrDarcy, MrWickham, SirWilliamLucas" "36"
"37" "AnnedeBourgh, CarolineBingley, CharlotteLucas, ElizabethBennet, JaneBennet, LadyCatherinedeBourgh, MrCharlesBingley, MrCollins, MrDarcy, MrWickham" "37"
"38" "ElizabethBennet, JaneBennet, LadyCatherinedeBourgh, LadyMariaLucas, MaryBennet, MrCharlesBingley, MrCollins, MrDarcy, MrsBennet" "38"
"39" "CarolineBingley, CharlotteLucas, ElizabethBennet, JaneBennet, LadyMariaLucas, LydiaBennet, MaryBennet, MrCharlesBingley, MrCollins, MrDarcy, MrsBennet, MrsLouisaHurst, MrWickham" "39"
"40" "ElizabethBennet, MrCharlesBingley, MrCollins, MrsBennet" "40"
"41" "AnnedeBourgh, ElizabethBennet, KittyBennet, LadyCatherinedeBourgh, MrCollins, MrsBennet" "41"
"42" "ElizabethBennet, LadyCatherinedeBourgh, MrCollins" "42"
"43" "CharlotteLucas, ElizabethBennet, JaneBennet, KittyBennet, LydiaBennet, MrCollins, MrsBennet" "43"
"44" "CharlotteLucas, ElizabethBennet, JaneBennet, KittyBennet, LydiaBennet, MrCollins, MrsBennet" "44"
"45" "CarolineBingley, CharlotteLucas, ElizabethBennet, JaneBennet, MrCharlesBingley, MrCollins, MrDarcy, MrHurst, MrsBennet, MrWickham" "45"
"46" "AnnedeBourgh, CarolineBingley, ElizabethBennet, JaneBennet, MissGeorgianaDarcy, MrCharlesBingley, MrDarcy, MrsBennet, MrsLouisaHurst" "46"
"47" "CharlotteLucas, ElizabethBennet, JaneBennet, KittyBennet, LadyCatherinedeBourgh, LadyMariaLucas, LydiaBennet, MaryBennet, MrCollins, MrsBennet, SirWilliamLucas" "47"
