"node_id" "tags" "dpub"
"1" "Hugh, Mary Jones, Ned Dennis" "1"
"2" "Mary Jones" "2"
"3" "John Willet" "3"
"4" "John Willet, Phil Parkes, Tom Cobb" "4"
"5" "Emma Haredale, Geoffrey Haredale, Joe Willet, John Willet, Phil Parkes, Tom Cobb" "5"
"6" "Emma Haredale, Geoffrey Haredale, Joe Willet, John Willet, Phil Parkes, Tom Cobb" "6"
"7" "Emma Haredale, Geoffrey Haredale, Joe Willet, John Willet, Solomon Daisy" "7"
"8" "Geoffrey Haredale, Joe Willet, Mr Rudge, Solomon Daisy" "8"
"9" "Joe Willet, John Willet, Solomon Daisy" "9"
"10" "Gabriel Varden" "10"
"11" "Gabriel Varden, Joe Willet, Martha Varden" "11"
"12" "Joe Willet" "12"
"13" "Dolly Varden, Gabriel Varden, Joe Willet, John Willet, Solomon Daisy" "13"
"14" "Barnaby Rudge, Gabriel Varden, Joe Willet, John Willet, Martha Varden" "14"
"15" "Barnaby Rudge, Gabriel Varden, Martha Varden" "15"
"16" "" "16"
"17" "Gabriel Varden" "17"
"18" "Dolly Varden, Gabriel Varden, Simon Tappertit" "18"
"19" "Barnaby Rudge, Edward Chester, Emma Haredale, Gabriel Varden, Mrs Rudge" "19"
"20" "Dolly Varden, Gabriel Varden, Joe Willet, John Willet, Martha Varden" "20"
"21" "Barnaby Rudge, Gabriel Varden, John Chester, John Willet" "21"
"22" "Gabriel Varden" "22"
"23" "Gabriel Varden, John Willet, Mary Jones" "23"
"24" "Barnaby Rudge, Edward Chester, Gabriel Varden" "24"
"25" "Barnaby Rudge, Edward Chester, Gabriel Varden" "25"
"26" "Barnaby Rudge, Edward Chester, Gabriel Varden, Mary Jones, Mrs Rudge" "26"
"27" "Barnaby Rudge, Gabriel Varden, Martha Varden, Miggs" "27"
"28" "Dolly Varden, Gabriel Varden, Martha Varden, Miggs" "28"
"29" "Barnaby Rudge" "29"
"30" "Stagg" "30"
"31" "Mark Gilbert, Stagg" "31"
"32" "Stagg" "32"
"33" "John Willet" "33"
"34" "Miggs" "34"
"35" "Dolly Varden, Miggs" "35"
"36" "Miggs" "36"
"37" "John Willet" "37"
"38" "Barnaby Rudge, Hugh, Joe Willet, John Willet" "38"
"39" "Barnaby Rudge, Geoffrey Haredale, John Chester, John Willet, Mrs Rudge" "39"
"40" "Barnaby Rudge, Geoffrey Haredale, Hugh, John Chester, John Willet" "40"
"41" "Barnaby Rudge" "41"
"42" "Barnaby Rudge, Geoffrey Haredale, Hugh, Joe Willet, John Chester, John Willet, Phil Parkes, Solomon Daisy" "42"
"43" "Barnaby Rudge, Geoffrey Haredale, John Chester, John Willet, Phil Parkes, Solomon Daisy" "43"
"44" "Geoffrey Haredale, John Chester" "44"
"45" "Emma Haredale, Geoffrey Haredale, John Chester, Ned Dennis" "45"
"46" "Barnaby Rudge, Geoffrey Haredale, Hugh, John Chester, John Willet" "46"
"47" "Gabriel Varden, Hugh, Joe Willet, John Chester, John Willet, The Black Lion" "47"
"48" "Hugh, Joe Willet, John Willet, The Black Lion" "48"
"49" "Dolly Varden, Gabriel Varden, Joe Willet, John Willet, Martha Varden, The Black Lion" "49"
"50" "Dolly Varden, Gabriel Varden, Joe Willet, John Willet, Martha Varden, Miggs" "50"
"51" "Dolly Varden, Gabriel Varden, Joe Willet, John Willet, Martha Varden, Miggs, The Black Lion" "51"
"52" "Edward Chester, Geoffrey Haredale, Joe Willet, John Willet" "52"
"53" "Edward Chester, Geoffrey Haredale, Hugh, Joe Willet, John Willet" "53"
"54" "Edward Chester, John Chester, John Willet, Ned Dennis" "54"
"55" "Edward Chester, Emma Haredale, Geoffrey Haredale, Ned Dennis" "55"
"56" "Edward Chester, Ned Dennis" "56"
"57" "Edward Chester, Emma Haredale, John Chester, Ned Dennis" "57"
"58" "" "58"
"59" "" "59"
"60" "" "60"
"61" "" "61"
"62" "Barnaby Rudge" "62"
"63" "Barnaby Rudge, Hugh" "63"
"64" "Barnaby Rudge" "64"
"65" "Miggs" "65"
"66" "Miggs, Stagg" "66"
"67" "Dolly Varden, Edward Chester, Gabriel Varden, Martha Varden, Miggs" "67"
"68" "Barnaby Rudge, Dolly Varden, Edward Chester, Gabriel Varden, John Willet, Martha Varden, Miggs" "68"
"69" "Dolly Varden, Martha Varden, Miggs" "69"
"70" "Dolly Varden, Gabriel Varden, Joe Willet, John Willet, Martha Varden" "70"
"71" "" "71"
"72" "Dolly Varden, Emma Haredale" "72"
"73" "Dolly Varden, Edward Chester, Emma Haredale, Gabriel Varden, Geoffrey Haredale, Joe Willet" "73"
"74" "Dolly Varden" "74"
"75" "Dolly Varden, Hugh, Joe Willet" "75"
"76" "Dolly Varden, Hugh, Joe Willet, John Willet, Martha Varden" "76"
"77" "Dolly Varden, Emma Haredale, Hugh, Joe Willet, John Willet, Martha Varden" "77"
"78" "Dolly Varden, Joe Willet, John Willet, Martha Varden" "78"
"79" "Dolly Varden, Gabriel Varden, Hugh, Joe Willet, Martha Varden, Miggs" "79"
"80" "Dolly Varden, Gabriel Varden, Martha Varden, Miggs" "80"
"81" "Dolly Varden, Gabriel Varden, John Willet, Martha Varden, Miggs" "81"
"82" "Edward Chester, Hugh, John Chester, Ned Dennis" "82"
"83" "Dolly Varden, Gabriel Varden, Hugh, John Chester" "83"
"84" "Hugh, John Chester" "84"
"85" "Hugh, John Chester, Peak" "85"
"86" "Gabriel Varden, John Chester, Simon Tappertit" "86"
"87" "Barnaby Rudge, Dolly Varden, John Chester, John Willet, Miggs, Mr Rudge, Mrs Rudge" "87"
"88" "Barnaby Rudge" "88"
"89" "Barnaby Rudge, Emma Haredale, Geoffrey Haredale, Mary Jones" "89"
"90" "Emma Haredale, Geoffrey Haredale" "90"
"91" "Barnaby Rudge, Geoffrey Haredale, Hugh, Joe Willet, John Willet" "91"
"92" "Barnaby Rudge, Edward Chester, Gabriel Varden, Geoffrey Haredale, Mary Jones, Mr Rudge" "92"
"93" "Barnaby Rudge, Gabriel Varden, Geoffrey Haredale, John Chester, Martha Varden, Ned Dennis" "93"
"94" "Dolly Varden, Gabriel Varden, Geoffrey Haredale, John Chester, John Willet, Martha Varden, Miggs" "94"
"95" "Dolly Varden, Gabriel Varden, John Chester, Martha Varden, Miggs, Ned Dennis" "95"
"96" "Dolly Varden, Emma Haredale, Geoffrey Haredale, John Chester, Martha Varden, Miggs, Ned Dennis" "96"
"97" "Dolly Varden, Edward Chester, Emma Haredale, John Chester, John Willet, Martha Varden, Miggs, Mrs Rudge, Ned Dennis" "97"
"98" "Martha Varden" "98"
"99" "Hugh, Joe Willet, John Chester" "99"
"100" "Dolly Varden, Hugh, Joe Willet, John Chester" "100"
"101" "Hugh, John Chester, John Willet" "101"
"102" "Hugh, Joe Willet, John Chester, John Willet" "102"
"103" "Edward Chester, Emma Haredale, John Chester, Martha Varden, Ned Dennis" "103"
"104" "Edward Chester, Emma Haredale, Geoffrey Haredale, John Chester, Ned Dennis" "104"
"105" "Emma Haredale, Geoffrey Haredale, John Chester" "105"
"106" "Dolly Varden, Gabriel Varden, Joe Willet, John Chester, John Willet, Phil Parkes, Solomon Daisy, Tom Cobb" "106"
"107" "Joe Willet, John Willet, Solomon Daisy, Tom Cobb" "107"
"108" "Dolly Varden, Joe Willet, John Willet, The Black Lion" "108"
"109" "Joe Willet, John Willet" "109"
"110" "Dolly Varden, Gabriel Varden, Joe Willet, Martha Varden, Miggs, Tom Cobb" "110"
"111" "Dolly Varden, Joe Willet, John Willet, Miggs" "111"
"112" "Joe Willet" "112"
"113" "Edward Chester, Geoffrey Haredale, Joe Willet, John Chester, John Willet, Ned Dennis" "113"
"114" "Edward Chester, John Chester, Ned Dennis" "114"
"115" "John Willet, Phil Parkes, Tom Cobb" "115"
"116" "John Willet, Phil Parkes, Solomon Daisy, Tom Cobb" "116"
"117" "John Willet, Phil Parkes, Solomon Daisy, Tom Cobb" "117"
"118" "John Willet, Phil Parkes, Solomon Daisy, Tom Cobb" "118"
"119" "Geoffrey Haredale, Hugh, John Willet, Solomon Daisy" "119"
"120" "Emma Haredale, Geoffrey Haredale, Hugh, John Willet, Solomon Daisy" "120"
"121" "Geoffrey Haredale, Hugh, John Willet" "121"
"122" "Hugh, John Grueby, John Willet, Lord George Gordon, Mary Jones" "122"
"123" "Gashford, Hugh, John Grueby, John Willet, Lord George Gordon" "123"
"124" "Gashford, Hugh, John Grueby, John Willet, Lord George Gordon" "124"
"125" "Gashford, John Grueby, John Willet, Lord George Gordon, Mary Jones" "125"
"126" "Gashford, John Grueby, Mary Jones" "126"
"127" "Gashford, Lord George Gordon, Martha Varden, Mary Jones, Miggs, Ned Dennis, Simon Tappertit" "127"
"128" "Gashford, Lord George Gordon" "128"
"129" "Gashford, Lord George Gordon" "129"
"130" "Gashford, John Grueby, John Willet, Lord George Gordon" "130"
"131" "Gashford, John Grueby, John Willet, Lord George Gordon, Ned Dennis" "131"
"132" "Gashford, John Grueby, John Willet, Lord George Gordon, Mary Jones, Ned Dennis" "132"
"133" "Hugh" "133"
"134" "Gashford, Hugh, John Grueby, John Willet, Ned Dennis" "134"
"135" "Hugh, Lord George Gordon, Ned Dennis" "135"
"136" "Gabriel Varden, Gashford, Hugh, Lord George Gordon, Mark Gilbert, Ned Dennis" "136"
"137" "Hugh, Ned Dennis" "137"
"138" "Gashford, Hugh, Ned Dennis" "138"
"139" "Hugh, Miggs, Ned Dennis, Simon Tappertit" "139"
"140" "Hugh, John Chester, John Willet" "140"
"141" "Barnaby Rudge, Geoffrey Haredale, Hugh, John Chester, John Willet, Lord George Gordon, Mr Rudge" "141"
"142" "Geoffrey Haredale, Hugh, John Willet, Ned Dennis" "142"
"143" "Gabriel Varden, Martha Varden" "143"
"144" "Dolly Varden, Emma Haredale, Gabriel Varden, Martha Varden, Miggs" "144"
"145" "Dolly Varden, Gabriel Varden, Geoffrey Haredale, Lord George Gordon, Martha Varden, Miggs, Solomon Daisy" "145"
"146" "Dolly Varden, Gabriel Varden, Joe Willet, John Willet, Martha Varden, Miggs" "146"
"147" "Dolly Varden, Edward Chester, Gabriel Varden, Martha Varden, Miggs" "147"
"148" "Barnaby Rudge, Edward Chester, Emma Haredale, Gabriel Varden, Geoffrey Haredale, Hugh, Mrs Rudge, Simon Tappertit" "148"
"149" "Barnaby Rudge, Dolly Varden, Gabriel Varden, Geoffrey Haredale, Martha Varden, Miggs" "149"
"150" "Geoffrey Haredale" "150"
"151" "Gashford, Geoffrey Haredale, John Chester, John Willet" "151"
"152" "Gashford, Geoffrey Haredale, John Chester, John Willet, Lord George Gordon" "152"
"153" "Gashford, Geoffrey Haredale, John Chester, John Willet, Lord George Gordon" "153"
"154" "Geoffrey Haredale, John Grueby, John Willet, Lord George Gordon, Mary Jones" "154"
"155" "Gashford, Hugh, Ned Dennis" "155"
