"root_node_id" "tag"
"1" "Augustus Snodgrass"
"1" "Joe Smiggers"
"1" "Nathaniel Winkle"
"1" "Samuel Pickwick"
"1" "Tracy Tupman"
"3" "Sam"
"3" "Tommy"
"5" "Alfred Jingle"
"7" "Hon Snipe"
"7" "Lady Clubber"
"7" "Miss Bulder"
"7" "Misses Clubber"
"7" "Misses Smithie"
"7" "Mr Smithies"
"7" "Mrs Bulder"
"7" "Mrs Smithe"
"7" "Thomas Clubber"
"8" "Colonel Bulder"
"8" "Doctor Slammer"
"8" "Mrs Budger"
"8" "Mrs Tomlinson"
"11" "Doctor Payne"
"12" "Lieutenant Tappleton"
"13" "Jem Hutley"
"20" "Joe"
"20" "Mr Trundle"
"20" "Mr Wardle"
"20" "Rachael Wardle"
"21" "Emily Wardle"
"21" "Isabella Wardle"
"26" "Emma"
"26" "Jane1"
"26" "Mary"
"27" "Clergyman"
"27" "Mr Miller"
"27" "Mrs Wardle"
"29" "John Edmunds"
"36" "Mr Dumkins"
"36" "Mr Luffey"
"36" "Mr Podder"
"36" "Mr Struggles"
"36" "Quanko Samba"
"37" "Mr Staple"
"48" "Sam Weller"
"49" "Mrs Weller"
"49" "Tony Weller"
"51" "Mr Perker"
"60" "Mr Blotton"
"62" "Martha Bardell"
"62" "Tom Bardell"
"65" "Hon Slumkey"
"65" "Horatio Fizkin"
"66" "Mr Pott"
"67" "Mrs Pott"
"74" "Tom Smart"
"78" "Mr Jinkins"
"80" "Mr Hunter"
"80" "Mrs Hunter"
"80" "Sololomon Lucas"
"83" "Count Smorltork"
"88" "Job Trotter"
"88" "Wilkins"
"91" "Miss Smithers"
"91" "Miss Tomkins"
"92" "Miss Gwynn"
"94" "Maria Lobbs"
"94" "Nathaniel Pipkin"
"94" "Old Lobbs"
"95" "Kate"
"99" "Goodwin"
"101" "Dodson"
"101" "Fogg"
"101" "Sir Geoffrey Manning"
"104" "Brooks"
"109" "Bullman"
"109" "Jackson"
"109" "Mr Wicks"
"113" "Mr Lowten"
"114" "Charley"
"114" "Jack Bamber"
"114" "Mr Grundy"
"122" "George Heyling"
"126" "Peter Magnus"
"137" "Miss Witherfield"
"138" "Mr Jinks"
"138" "Mr Nupkins"
"138" "Muzzle"
"139" "Daniel Grummer"
"140" "Dubbley"
"144" "Miss Nupkins"
"144" "Mrs Nupkins"
"145" "Mr Porkenham"
"145" "Mrs Porkenham"
"149" "Mrs Cluppins"
"149" "Mrs Sanders"
"153" "Mr Stiggins"
"162" "Arabella Allen"
"165" "Gabriel Grub"
"172" "Benjamin Allen"
"172" "Bob Sawyer"
"179" "Mr Watty"
"180" "Serjeant Snubbin"
"181" "Mr Mallard"
"182" "Mr Phunky"
"183" "Mrs Raddle"
"184" "Mr Raddle"
"185" "Jack Hopkins"
"185" "Mr Slasher"
"186" "Betsy"
"187" "Mr Gunter"
"187" "Mr Noddy"
"192" "Anthony Humm"
"192" "Jonas Mudge"
"192" "Tom Wildspark"
"193" "Brother Mordlin"
"193" "Henry Beller"
"193" "Thomas Burton"
"194" "Brother Tadger"
"196" "Mr Skimpin"
"196" "Serjeant Buzfuz"
"197" "Mr Stareleigh"
"197" "Richard Upwitch"
"197" "Thomas Groffin"
"203" "Mrs Bunkin"
"203" "Mrs Mudberry"
"207" "Mr Dowler"
"207" "Mrs Dowler"
"208" "Angelo Cyrus Bantam"
"210" "Dowager Snuphanuph"
"210" "Lord Mutanhed"
"210" "Mr Crushton"
"211" "Miss Bolo"
"211" "Misses Matinter"
"211" "Mr Crawley"
"211" "Mrs Wugsby"
"212" "Mrs Craddock"
"212" "Prince Bladud"
"213" "Lud Hudibaras"
"217" "John Smauker"
"218" "Mr Tuckle"
"219" "Harris"
"220" "Mr Whiffers"
"223" "Tom Cripps"
"233" "Pruffle"
"234" "Mr Namby"
"234" "Mr Smouch"
"235" "Crookey"
"235" "Mr Ayresleigh"
"235" "Mr Price"
"239" "Tom Roker"
"240" "Bill"
"242" "Mr Mivins"
"243" "Mr Smangle"
"246" "Mr Simpson"
"246" "Neddy"
"246" "Tom Martin"
"247" "Chancery Prisoner"
"251" "Solomon Pell"
"269" "Mrs Rogers"
"273" "Mr Snicks"
"286" "Jack Martin"
"288" "Marquess of Filletoville"
"309" "Sir Thomas Blazo"
"321" "Wilkins Flasher"
"322" "Boffer"
"322" "Frank Simmery"
