"root_node_id" "tag"
"1" "M’Choakumchild"
"2" "Bitzer"
"2" "Sissy Jupe"
"2" "Thomas Gradgrind"
"5" "Mr Sleary"
"5" "Signor Jupe"
"5" "Tom Gradgrind"
"6" "Bounderby"
"6" "Louisa Gradgrind"
"7" "Mrs Gradgrind"
"7" "Mrs Pegler"
"9" "Adam Smith Gradgrind"
"9" "Jane Gradgrind"
"9" "Malthus Gradgrind"
"13" "E.W.B. Childers"
"13" "Kidderminster"
"16" "Emma Gordon"
"18" "Lady Scadgers"
"18" "Mrs Sparsit"
"27" "Rachael"
"27" "Stephen Blackpool"
"28" "Mrs Blackpool"
"51" "Harthouse"
"56" "Slackbridge"
"67" "Nickits"
