"Pickwick" 6 0 17 1.1006711409396 0.100478826874158 0.19672355055809
"Oliver_Twist" 5 0 4 1.20512820512821 0.309898242368178 0.298657894134521
"Nicholas_Nickleby" 7 0 13 1.2970297029703 0.119553728714034 0.270908355712891
"The_Old_Curiosity_Shop" 5 0 7 1.33333333333333 0.284415584415584 0.235620051622391
"Barnaby_Rudge" 6 0 4 1.13793103448276 0.5 0.149660006165504
"Martin_Chuzzlewit" 5 0 8 1.27272727272727 0.226086956521739 0.226110756397247
"Dombey_and_Son" 6 0 5 1.05797101449275 0.300608828006088 0.161688715219498
"David_Copperfield" 5 0 8 1.1046511627907 0.209182530795073 0.263271570205688
"Bleak_House" 5 0 8 1.51612903225806 0.225577671013498 0.387797355651855
"Hard_Times" 4 0 5 1 0.526666666666667 0.063965693116188
"Little_Dorrit" 5 0 6 1.14814814814815 0.303543098889476 0.213830292224884
"A_Tale_of_Two_Cities" 5 0 5 1.26315789473684 0.489130434782609 0.113184705376625
"Great_Expectations" 4 0 4 1.0952380952381 0.411594202898551 0.143544465303421
"Our_Mutual_Friend" 4 0 7 1.22 0.365027322404372 0.408095479011536
"Mystery_of_Edwin_Drood" 5 0 4 1.17241379310345 0.399286987522282 0.157243639230728
"Emma" 4 0 5 1.01470588235294 0.355924978687127 0.058571457862854
"Mansfield_Park" 4 0 13 1.01587301587302 0.278769841269841 0.0853702276945114
"Northanger_Abbey" 4 0 4 1.18181818181818 0.348178137651822 0.0641662180423737
"Persuasion" 4 0 4 1 0.364983164983165 0.0989504605531693
"Pride_and_Prejudice" 3 0 5 1 0.414395527603075 0.0451278164982796
"Sense_and_Sensibility" 4 0 6 1.04347826086957 0.347517730496454 0.0920349806547165
