"V1","V2"
"Mrs Dashwood","Mrs Fanny Dashwood"
"Mrs Dashwood","TheOldGentlemanDashwood"
"Mrs Fanny Dashwood","TheOldGentlemanDashwood"
"Elinor Dashwood","Marianne Dashwood"
"Elinor Dashwood","Mrs Dashwood"
"Elinor Dashwood","Mrs Fanny Dashwood"
"Marianne Dashwood","Mrs Dashwood"
"Marianne Dashwood","Mrs Fanny Dashwood"
"Harry Dashwood","Marianne Dashwood"
"Harry Dashwood","Mrs Dashwood"
"Harry Dashwood","Mrs Fanny Dashwood"
"Mr John Dashwood","Mrs Dashwood"
"Mr John Dashwood","Mrs Fanny Dashwood"
"Edward Ferrars","Elinor Dashwood"
"Edward Ferrars","Mrs Dashwood"
"Edward Ferrars","Mrs Fanny Dashwood"
"Edward Ferrars","Robert Ferrars"
"Elinor Dashwood","Robert Ferrars"
"Mrs Dashwood","Robert Ferrars"
"Mrs Fanny Dashwood","Robert Ferrars"
"Edward Ferrars","Marianne Dashwood"
"Edward Ferrars","Mrs Ferrars"
"Edward Ferrars","Sir John Middleton"
"Marianne Dashwood","Mrs Ferrars"
"Marianne Dashwood","Sir John Middleton"
"Mrs Dashwood","Mrs Ferrars"
"Mrs Dashwood","Sir John Middleton"
"Mrs Ferrars","Sir John Middleton"
"Elinor Dashwood","Sir John Middleton"
"Mrs Fanny Dashwood","Sir John Middleton"
"ColonelBrandon","Marianne Dashwood"
"ColonelBrandon","Mrs Dashwood"
"ColonelBrandon","Mrs Jennings"
"ColonelBrandon","Sir John Middleton"
"Marianne Dashwood","Mrs Jennings"
"Mrs Dashwood","Mrs Jennings"
"Mrs Jennings","Sir John Middleton"
"ColonelBrandon","Edward Ferrars"
"Edward Ferrars","Mrs Jennings"
"John Willoughby","Marianne Dashwood"
"John Willoughby","Mrs Dashwood"
"John Willoughby","Sir John Middleton"
"ColonelBrandon","Elinor Dashwood"
"ColonelBrandon","John Willoughby"
"Elinor Dashwood","John Willoughby"
"Edward Ferrars","John Willoughby"
"Elinor Dashwood","Mrs Jennings"
"John Willoughby","Mrs Jennings"
"ColonelBrandon","Mr Jennings"
"John Willoughby","Mr Jennings"
"Marianne Dashwood","Mr Jennings"
"Mr Jennings","Mrs Dashwood"
"Mr Jennings","Mrs Jennings"
"Mr Jennings","Sir John Middleton"
"ColonelBrandon","The Miss Careys"
"John Willoughby","The Miss Careys"
"Marianne Dashwood","The Miss Careys"
"Mrs Jennings","The Miss Careys"
"Sir John Middleton","The Miss Careys"
"ColonelBrandon","ElizaWilliams"
"Elinor Dashwood","ElizaWilliams"
"Elinor Dashwood","The Miss Careys"
"ElizaWilliams","John Willoughby"
"ElizaWilliams","Marianne Dashwood"
"ElizaWilliams","Mrs Jennings"
"ElizaWilliams","Sir John Middleton"
"ElizaWilliams","The Miss Careys"
