"","V1","V2"
"1","Great Ralph Nickleby","Mr Godfrey Nickleby"
"2","Great Ralph Nickleby","Mr Nickleby"
"3","Great Ralph Nickleby","Mrs Godfrey Nickleby"
"4","Great Ralph Nickleby","Ralph Nickleby"
"5","Mr Godfrey Nickleby","Mr Nickleby"
"6","Mr Godfrey Nickleby","Mrs Godfrey Nickleby"
"7","Mr Godfrey Nickleby","Ralph Nickleby"
"8","Mr Nickleby","Mrs Godfrey Nickleby"
"9","Mr Nickleby","Ralph Nickleby"
"10","Mrs Godfrey Nickleby","Ralph Nickleby"
"11","Kate Nickleby","Mr Nickleby"
"12","Kate Nickleby","Mrs Nickleby"
"13","Kate Nickleby","Nicholas Nickleby"
"14","Kate Nickleby","Ralph Nickleby"
"15","Mr Nickleby","Mrs Nickleby"
"16","Mr Nickleby","Nicholas Nickleby"
"17","Mrs Nickleby","Nicholas Nickleby"
"18","Mrs Nickleby","Ralph Nickleby"
"19","Nicholas Nickleby","Ralph Nickleby"
"20","Mr Bonney","Newman Noggs"
"21","Mr Bonney","Ralph Nickleby"
"22","Mr Bonney","Sir Matthew Pupker"
"23","Newman Noggs","Ralph Nickleby"
"24","Newman Noggs","Sir Matthew Pupker"
"25","Ralph Nickleby","Sir Matthew Pupker"
"26","Hannah","Mrs Nickleby"
"27","Hannah","Newman Noggs"
"28","Hannah","Nicholas Nickleby"
"29","Hannah","Ralph Nickleby"
"30","Mrs Nickleby","Newman Noggs"
"31","Newman Noggs","Nicholas Nickleby"
"32","Miss La Creevy","Mrs Nickleby"
"33","Miss La Creevy","Nicholas Nickleby"
"34","Miss La Creevy","Ralph Nickleby"
"35","Kate Nickleby","Wackford Squeers"
"36","Mrs Nickleby","Wackford Squeers"
"37","Nicholas Nickleby","Wackford Squeers"
"38","Ralph Nickleby","Wackford Squeers"
"39","Mr Snawley","Mrs Squeers"
"40","Mr Snawley","Richard"
"41","Mr Snawley","Wackford Squeers"
"42","Mrs Squeers","Richard"
"43","Mrs Squeers","Wackford Squeers"
"44","Richard","Wackford Squeers"
"45","Belling","Dorker"
"46","Belling","Mr Snawley"
"47","Belling","Mrs Squeers"
"48","Belling","Nicholas Nickleby"
"49","Belling","Ralph Nickleby"
"50","Belling","Wackford Squeers"
"51","Dorker","Mr Snawley"
"52","Dorker","Mrs Squeers"
"53","Dorker","Nicholas Nickleby"
"54","Dorker","Ralph Nickleby"
"55","Dorker","Wackford Squeers"
"56","Mr Snawley","Nicholas Nickleby"
"57","Mr Snawley","Ralph Nickleby"
"58","Mrs Squeers","Nicholas Nickleby"
"59","Mrs Squeers","Ralph Nickleby"
"60","Kate Nickleby","Miss La Creevy"
"61","Mrs Nickleby","William"
"62","Nicholas Nickleby","William"
"63","Ralph Nickleby","William"
"64","Wackford Squeers","William"
"65","Belling","Kate Nickleby"
"66","Belling","Mrs Nickleby"
"67","Belling","Newman Noggs"
"68","Kate Nickleby","Mr Snawley"
"69","Kate Nickleby","Mrs Squeers"
"70","Kate Nickleby","Newman Noggs"
"71","Mr Snawley","Mrs Nickleby"
"72","Mr Snawley","Newman Noggs"
"73","Mrs Nickleby","Mrs Squeers"
"74","Mrs Squeers","Newman Noggs"
"75","Newman Noggs","Wackford Squeers"
"76","Baron Von Koeldwethout","Baron Von Swillenhausen"
"77","Baron Von Koeldwethout","Baroness Von Koeldwethout"
"78","Baron Von Swillenhausen","Baroness Von Koeldwethout"
"79","Baron Von Koeldwethout","Baroness Von Swillenhausen"
"80","Baron Von Swillenhausen","Baroness Von Swillenhausen"
"81","Baroness Von Koeldwethout","Baroness Von Swillenhausen"
"82","Baron Von Koeldwethout","Nicholas Nickleby"
"83","Baron Von Koeldwethout","Wackford Squeers"
"84","Mrs Squeers","Smike"
"85","Nicholas Nickleby","Smike"
"86","Smike","Wackford Squeers"
"87","Bolder","Brooks"
"88","Bolder","Graymarsh"
"89","Bolder","Jennings"
"90","Bolder","Mrs Squeers"
"91","Bolder","Newman Noggs"
"92","Bolder","Nicholas Nickleby"
"93","Bolder","Wackford Squeers"
"94","Brooks","Graymarsh"
"95","Brooks","Jennings"
"96","Brooks","Mrs Squeers"
"97","Brooks","Newman Noggs"
"98","Brooks","Nicholas Nickleby"
"99","Brooks","Wackford Squeers"
"100","Graymarsh","Jennings"
"101","Graymarsh","Mrs Squeers"
"102","Graymarsh","Newman Noggs"
"103","Graymarsh","Nicholas Nickleby"
"104","Graymarsh","Wackford Squeers"
"105","Jennings","Mrs Squeers"
"106","Jennings","Newman Noggs"
"107","Jennings","Nicholas Nickleby"
"108","Jennings","Wackford Squeers"
"109","Nicholas Nickleby","Wackford SqueersJunior"
"110","Wackford Squeers","Wackford SqueersJunior"
"111","Bolder","Cobbey"
"112","Bolder","John Browdie"
"113","Bolder","Mobbs"
"114","Bolder","Smike"
"115","Bolder","Wackford SqueersJunior"
"116","Cobbey","Graymarsh"
"117","Cobbey","John Browdie"
"118","Cobbey","Mobbs"
"119","Cobbey","Mrs Squeers"
"120","Cobbey","Smike"
"121","Cobbey","Wackford Squeers"
"122","Cobbey","Wackford SqueersJunior"
"123","Graymarsh","John Browdie"
"124","Graymarsh","Mobbs"
"125","Graymarsh","Smike"
"126","Graymarsh","Wackford SqueersJunior"
"127","John Browdie","Mobbs"
"128","John Browdie","Mrs Squeers"
"129","John Browdie","Smike"
"130","John Browdie","Wackford Squeers"
"131","John Browdie","Wackford SqueersJunior"
"132","Mobbs","Mrs Squeers"
"133","Mobbs","Smike"
"134","Mobbs","Wackford Squeers"
"135","Mobbs","Wackford SqueersJunior"
"136","Mrs Squeers","Wackford SqueersJunior"
"137","Smike","Wackford SqueersJunior"
"138","Kate Nickleby","Mobbs"
"139","Kate Nickleby","Smike"
"140","Mobbs","Nicholas Nickleby"
"141","Mobbs","Ralph Nickleby"
"142","Ralph Nickleby","Smike"
"143","Fanny Squeers","Mrs Squeers"
"144","Fanny Squeers","Nicholas Nickleby"
"145","Fanny Squeers","Wackford Squeers"
"146","Fanny Squeers","Wackford SqueersJunior"
"147","Bolder","Fanny Squeers"
"148","Fanny Squeers","John Browdie"
