"","Entropy","evenness_log2","entropy","evenness","Node"
"1",0,1,0,1,1
"2",0,1,0,1,2
"3",0.918295834054489,0.636514168294813,0.636514168294813,0.918295834054489,3
"4",1,0.693147180559945,0.693147180559945,1,4
"5",0.970950594454669,0.673011667009257,0.673011667009257,0.970950594454669,5
"6",0.918295834054489,0.636514168294813,0.636514168294813,0.918295834054489,6
"7",0.863120568566631,0.598269588585257,0.598269588585257,0.863120568566631,7
"8",0.811278124459133,0.562335144618808,0.562335144618808,0.811278124459133,8
"9",0.76420450650862,0.529706199057654,0.529706199057654,0.76420450650862,9
"10",1.15677964944704,0.505891181765191,0.801818552543337,0.729846699162098,10
"11",1.09579525500093,0.479221048529079,0.759547391474863,0.691369830202511,11
"12",1.04085208297276,0.455192906055661,0.721463686692511,0.656704548214339,12
"13",1.35203010175795,0.468577926532851,0.937155853065701,0.676015050878977,13
"14",1.48383170684469,0.514256882012424,1.02851376402485,0.741915853422344,14
"15",1.55460976126557,0.538786686446099,1.0775733728922,0.777304880632783,15
"16",1.50161447181018,0.52041991871162,1.04083983742324,0.750807235905091,16
"17",1.45166076435777,0.503107282972041,1.00621456594408,0.725830382178883,17
"18",1.50027234560841,0.519954773215262,1.03990954643052,0.750136172804204,18
"19",1.52880181452532,0.529842333686576,1.05968466737315,0.764400907262659,19
"20",1.5437519544205,0.535023657345238,1.07004731469048,0.771875977210251,20
"21",1.54921112471145,0.536915661592922,1.07383132318584,0.774605562355726,21
"22",1.74555742502759,0.521087715992363,1.20992820766335,0.751770663730339,22
"23",1.92768229260425,0.516900166157615,1.33616754613397,0.745729306350272,23
"24",1.98245751065545,0.531587918086763,1.37413483409071,0.766919253220262,24
"25",2.14545139931165,0.529720548255901,1.48711358846126,0.764225208025771,25
"26",2.17331540047134,0.536600281805518,1.50642744230422,0.774150565500442,26
"27",2.18766999350235,0.540144488350031,1.51637728799174,0.779263774706096,27
"28",2.26039518156295,0.558100628723957,1.56678654705164,0.805169009377065,28
"29",2.30385133181675,0.568830126369497,1.59690805507806,0.820648402421516,29
"30",2.32972817114684,0.575219221699954,1.61484451330151,0.829865918570533,30
"31",2.34372814237761,0.578675870700864,1.62454855388804,0.83485280894224,31
"32",2.47110896224103,0.570947403344593,1.71284221003378,0.823702987413676,32
"33",2.59213614334975,0.566805794639589,1.79673185939041,0.817727909073664,33
"34",2.64850657041837,0.579131954587156,1.83580486197998,0.835510798903223,34
"35",2.64857879585419,0.579147747660236,1.83585492483719,0.835533583491435,35
"36",2.68160457809952,0.586369283765576,1.85874665268632,0.845952057818209,36
"37",2.67644675237444,0.585241455076401,1.85517152032716,0.844324944961365,37
"38",2.66714434933796,0.583207358233658,1.84872358589,0.841390363533652,38
"39",2.654656443247,0.580476707857354,1.84006762899195,0.837450867777356,39
"40",2.63970206526518,0.577206729882981,1.82970204405682,0.832733286769913,40
"41",2.62283229630042,0.573517925640201,1.81800881126221,0.827411467182043,41
"42",2.64544550518684,0.578462611074683,1.83368309324524,0.834545140337127,42
"43",2.65932845206728,0.581498306078085,1.84330601873328,0.838924722464185,43
"44",2.66674081083758,0.583119119056499,1.84844387431621,0.841263061310352,44
"45",2.66918409647937,0.583653376666107,1.85013743087012,0.84203383211429,45
"46",2.76225532576867,0.576366927986792,1.91464949104325,0.831521708738951,46
"47",2.85203342628905,0.571446164059079,1.97687892829497,0.824422547023054,47
"48",2.93871031336149,0.568195278968523,2.03695876818895,0.81973251122441,48
"49",2.98164647690574,0.576496922486069,2.06671984889371,0.831709251158401,49
"50",2.96413804583658,0.57311169331584,2.05458392926209,0.826825397822238,50
"51",2.99123328904854,0.578350518390071,2.07336492070105,0.834383424776916,51
"52",3.07080905085127,0.575208028710917,2.12852263563552,0.829849770500756,52
"53",3.05421107904028,0.572098982694738,2.11701779827172,0.825364365231319,53
"54",3.09365422618727,0.579487268498534,2.14435770450907,0.836023408521127,54
"55",3.08944857810082,0.578699488306018,2.14144257139551,0.834886881944072,55
"56",3.08263282453453,0.577422796688883,2.13671825102765,0.833045005279288,56
"57",3.06673907050733,0.574445661096467,2.12570154023518,0.828749906524055,57
"58",3.04991450613715,0.571294170937022,2.11403964087784,0.824203267299613,58
"59",3.0323337885692,0.568001042081361,2.1018536160634,0.819452286630542,59
"60",3.05000128086514,0.571310425129127,2.1140997885359,0.824226717141958,60
"61",3.06150783987372,0.573465774099046,2.12207552747064,0.827336228412244,61
"62",3.06833931217834,0.57474541006874,2.12681074323766,0.829182352879865,62
"63",3.05156920993164,0.57160412147187,2.11518659414765,0.82465043139916,63
"64",3.05528930617378,0.572300950610584,2.11776516836931,0.825655743341929,64
"65",3.05606012148269,0.572445335737433,2.11829945682741,0.825864047048413,65
"66",3.05440434718488,0.572135184681455,2.11715176154124,0.825416593658026,66
"67",3.05072678897496,0.571446323546369,2.11460267243669,0.824422777114577,67
"68",3.04534890366968,0.570438965956281,2.11087500639996,0.822969467314955,68
"69",3.03853097910964,0.569161867679854,2.1061491812139,0.821127003964826,69
"70",3.07457516038599,0.575913476821008,2.13113310384119,0.83086751699079,70
"71",3.0992620848386,0.580537703503349,2.14824477592221,0.83753886589335,71
"72",3.11673680756553,0.583810977954993,2.16035733071145,0.842261202712204,72
"73",3.10878734947853,0.582321926685499,2.15484718625147,0.840112955830076,73
"74",3.17005179419234,0.577123096836459,2.19731246337342,0.83261262978844,74
"75",3.16064577237213,0.575410685559225,2.19079270586845,0.830142142530812,75
"76",3.22012529161094,0.571303626837865,2.23202076692989,0.824216909280867,76
