"V1","V2"
"Joe","Tom"
"Jarvis Lorry","Jerry Cruncher"
"Jarvis Lorry","Joe"
"Jerry Cruncher","Joe"
"Doctor Manette","Jarvis Lorry"
"Gaspard","Thérèse Defarge"
"Doctor Manette","Ernest Defarge"
"Doctor Manette","Jacques"
"Doctor Manette","Thérèse Defarge"
"Ernest Defarge","Jacques"
"Ernest Defarge","Jarvis Lorry"
"Ernest Defarge","Thérèse Defarge"
"Jacques","Jarvis Lorry"
"Jacques","Thérèse Defarge"
"Jarvis Lorry","Thérèse Defarge"
"Jerry Cruncher","Mrs Cruncher"
"Jerry Cruncher","Young Jerry Cruncher"
"Mrs Cruncher","Young Jerry Cruncher"
"Charles St Evrémonde","Jarvis Lorry"
"Charles St Evrémonde","Jerry Cruncher"
"Jarvis Lorry","Solomon Pross"
"Doctor Manette","Roger Cly"
"Jarvis Lorry","Roger Cly"
"Jerry Cruncher","Mr Stryver"
"Jerry Cruncher","Roger Cly"
"Jerry Cruncher","Solomon Pross"
"Jerry Cruncher","Sydney Carton"
"Mr Stryver","Roger Cly"
"Mr Stryver","Solomon Pross"
"Mr Stryver","Sydney Carton"
"Roger Cly","Solomon Pross"
"Roger Cly","Sydney Carton"
"Solomon Pross","Sydney Carton"
"Doctor Manette","Jerry Cruncher"
"Doctor Manette","Sydney Carton"
"Jarvis Lorry","Sydney Carton"
"Charles St Evrémonde","Doctor Manette"
"Charles St Evrémonde","Lucie Manette"
"Charles St Evrémonde","Mr Stryver"
"Charles St Evrémonde","Sydney Carton"
"Doctor Manette","Lucie Manette"
"Doctor Manette","Mr Stryver"
"Jarvis Lorry","Lucie Manette"
"Jarvis Lorry","Mr Stryver"
"Lucie Manette","Mr Stryver"
"Lucie Manette","Sydney Carton"
"Doctor Manette","Miss Pross"
"Jarvis Lorry","Miss Pross"
"Lucie Manette","Miss Pross"
"Doctor Manette","Solomon Pross"
"Lucie Manette","Solomon Pross"
"Miss Pross","Solomon Pross"
"Charles St Evrémonde","Miss Pross"
"Miss Pross","Sydney Carton"
"Jerry Cruncher","Lucie Manette"
"Ernest Defarge","Marquis St Evrémonde II"
"Marquis St Evrémonde II","Théophile Gabelle"
"Charles St Evrémonde","Marquis St Evrémonde II"
"Charles St Evrémonde","Théophile Gabelle"
"Jacques","Marquis St Evrémonde II"
"Miss Pross","Mr Stryver"
"Mrs Cruncher","Roger Cly"
"Marquis St Evrémonde II","Thérèse Defarge"
"Ernest Defarge","Solomon Pross"
"Jacques","Solomon Pross"
"Marquis St Evrémonde II","Solomon Pross"
"Solomon Pross","Thérèse Defarge"
"Doctor Manette","Gaspard"
"Ernest Defarge","Gaspard"
"Charles St Evrémonde","Ernest Defarge"
"Charles St Evrémonde","Gaspard"
"Charles St Evrémonde","Solomon Pross"
"Charles St Evrémonde","Thérèse Defarge"
"Doctor Manette","Marquis St Evrémonde II"
"Gaspard","Marquis St Evrémonde II"
"Gaspard","Solomon Pross"
"Ernest Defarge","Lucie Manette"
"Ernest Defarge","Miss Pross"
"Lucie Manette","Mrs Stryver"
"Miss Pross","Mrs Stryver"
"Mr Stryver","Mrs Stryver"
"Mrs Stryver","Sydney Carton"
"Ernest Defarge","Foulon"
"Ernest Defarge","The Vengeance"
"Foulon","The Vengeance"
"Foulon","Thérèse Defarge"
"The Vengeance","Thérèse Defarge"
"Foulon","Jacques"
"Jacques","The Vengeance"
