"source" "target" "tag"
1 2 "Augustus Snodgrass"
1 2 "Samuel Pickwick"
1 2 "Tracy Tupman"
2 3 "Augustus Snodgrass"
1 3 "Nathaniel Winkle"
2 3 "Samuel Pickwick"
2 3 "Tracy Tupman"
3 4 "Augustus Snodgrass"
3 4 "Samuel Pickwick"
4 5 "Augustus Snodgrass"
3 5 "Nathaniel Winkle"
4 5 "Samuel Pickwick"
3 5 "Tracy Tupman"
5 6 "Augustus Snodgrass"
5 6 "Nathaniel Winkle"
5 6 "Samuel Pickwick"
5 6 "Tracy Tupman"
6 7 "Nathaniel Winkle"
6 7 "Samuel Pickwick"
6 7 "Tracy Tupman"
7 8 "Thomas Clubber"
7 8 "Tracy Tupman"
6 9 "Augustus Snodgrass"
8 9 "Doctor Slammer"
7 9 "Nathaniel Winkle"
7 9 "Samuel Pickwick"
8 9 "Tracy Tupman"
9 10 "Augustus Snodgrass"
9 10 "Doctor Slammer"
9 10 "Nathaniel Winkle"
9 10 "Samuel Pickwick"
9 10 "Tracy Tupman"
10 11 "Augustus Snodgrass"
10 11 "Doctor Slammer"
10 11 "Nathaniel Winkle"
10 11 "Samuel Pickwick"
11 12 "Augustus Snodgrass"
11 12 "Doctor Slammer"
11 12 "Nathaniel Winkle"
11 12 "Samuel Pickwick"
10 12 "Tracy Tupman"
12 13 "Augustus Snodgrass"
12 13 "Nathaniel Winkle"
12 13 "Samuel Pickwick"
12 13 "Tracy Tupman"
13 14 "Jem Hutley"
14 15 "Jem Hutley"
13 16 "Augustus Snodgrass"
11 16 "Doctor Payne"
12 16 "Doctor Slammer"
12 16 "Lieutenant Tappleton"
13 16 "Nathaniel Winkle"
13 16 "Samuel Pickwick"
13 16 "Tracy Tupman"
16 17 "Augustus Snodgrass"
16 17 "Doctor Payne"
16 17 "Doctor Slammer"
16 17 "Lieutenant Tappleton"
16 17 "Nathaniel Winkle"
16 17 "Samuel Pickwick"
17 18 "Augustus Snodgrass"
8 18 "Colonel Bulder"
17 18 "Nathaniel Winkle"
17 18 "Samuel Pickwick"
16 18 "Tracy Tupman"
18 19 "Augustus Snodgrass"
18 19 "Nathaniel Winkle"
18 19 "Samuel Pickwick"
19 20 "Augustus Snodgrass"
19 20 "Nathaniel Winkle"
19 20 "Samuel Pickwick"
18 20 "Tracy Tupman"
20 21 "Joe"
20 21 "Mr Trundle"
20 21 "Mr Wardle"
20 21 "Nathaniel Winkle"
20 21 "Rachael Wardle"
20 21 "Samuel Pickwick"
20 21 "Tracy Tupman"
21 22 "Emily Wardle"
21 22 "Isabella Wardle"
21 22 "Joe"
