"root_node_id" "tag"
"1" "CatherineMorland"
"1" "GeorgeMorland"
"1" "HarrietMorland"
"1" "JamesMorland"
"1" "LittleRichardMorland"
"1" "MrRichardMorland"
"1" "SarahMoreland"
"2" "MrAllen"
"3" "MrsAllen"
"4" "GeorgeParry"
"6" "MrHenryTilney"
"6" "MrKing"
"8" "AnneThorpe"
"8" "EdwardThorpe"
"8" "IsabellaThorpe"
"8" "JohnThorpe"
"8" "MariaThorpe"
"8" "MrsThorpe"
"8" "WilliamThorpe"
"13" "CaptainHunt"
"13" "MissAndrews"
"16" "Freeman"
"16" "Jackson"
"19" "EleanorTilney"
"19" "MrsHughes"
"24" "MrDrummond"
"24" "MrsTilney"
"28" "GeneralTilney"
"38" "William"
"42" "CaptainFrederickTilney"
"43" "Emily"
"43" "Sophia"
"48" "CharlesHodges"
"51" "GeneralCourteney"
"51" "MarquisofLongtown"
"59" "Dorothy"
"81" "AnneMitchell"
"86" "LadyAliceLongtown"
"94" "TheViscount"
