"Character","Node","Type","Appearances"
"AnneMitchell",81,"First Appearance",1
"AnneMitchell",81,"Last Appearance",1
"AnneThorpe",57,"Last Appearance",10
"AnneThorpe",8,"First Appearance",10
"CaptainFrederickTilney",84,"Last Appearance",17
"CaptainFrederickTilney",42,"First Appearance",17
"CaptainHunt",13,"Last Appearance",1
"CaptainHunt",13,"First Appearance",1
"CatherineMorland",1,"First Appearance",31
"CatherineMorland",93,"Last Appearance",31
"CharlesHodges",81,"Last Appearance",2
"CharlesHodges",48,"First Appearance",2
"Dorothy",60,"Last Appearance",2
"Dorothy",59,"First Appearance",2
"EdwardThorpe",8,"Last Appearance",1
"EdwardThorpe",8,"First Appearance",1
"EleanorTilney",19,"First Appearance",55
"EleanorTilney",95,"Last Appearance",55
"Emily",43,"Last Appearance",1
"Emily",43,"First Appearance",1
"Freeman",16,"Last Appearance",1
"Freeman",16,"First Appearance",1
"GeneralCourteney",51,"Last Appearance",1
"GeneralCourteney",51,"First Appearance",1
"GeneralTilney",28,"First Appearance",16
"GeneralTilney",93,"Last Appearance",16
"GeorgeMorland",1,"First Appearance",4
"GeorgeMorland",88,"Last Appearance",4
"GeorgeParry",4,"Last Appearance",1
"GeorgeParry",4,"First Appearance",1
"HarrietMorland",88,"Last Appearance",3
"HarrietMorland",1,"First Appearance",3
"IsabellaThorpe",93,"Last Appearance",51
"IsabellaThorpe",8,"First Appearance",51
"Jackson",16,"First Appearance",1
"Jackson",16,"Last Appearance",1
"JamesMorland",95,"Last Appearance",46
"JamesMorland",1,"First Appearance",46
"JohnThorpe",94,"Last Appearance",32
"JohnThorpe",8,"First Appearance",32
"LadyAliceLongtown",86,"Last Appearance",1
"LadyAliceLongtown",86,"First Appearance",1
"LittleRichardMorland",1,"First Appearance",3
"LittleRichardMorland",91,"Last Appearance",3
"MariaThorpe",57,"Last Appearance",9
"MariaThorpe",8,"First Appearance",9
"MarquisofLongtown",86,"Last Appearance",3
"MarquisofLongtown",51,"First Appearance",3
"MissAndrews",44,"Last Appearance",3
"MissAndrews",13,"First Appearance",3
"MrAllen",2,"First Appearance",30
"MrAllen",93,"Last Appearance",30
"MrDrummond",24,"First Appearance",1
"MrDrummond",24,"Last Appearance",1
"MrHenryTilney",95,"Last Appearance",60
"MrHenryTilney",6,"First Appearance",60
"MrKing",6,"Last Appearance",1
"MrKing",6,"First Appearance",1
"MrRichardMorland",94,"Last Appearance",7
"MrRichardMorland",1,"First Appearance",7
"MrsAllen",3,"First Appearance",37
"MrsAllen",93,"Last Appearance",37
"MrsHughes",49,"Last Appearance",6
"MrsHughes",19,"First Appearance",6
"MrsThorpe",89,"Last Appearance",16
"MrsThorpe",8,"First Appearance",16
"MrsTilney",73,"Last Appearance",5
"MrsTilney",24,"First Appearance",5
"SarahMoreland",1,"First Appearance",4
"SarahMoreland",92,"Last Appearance",4
"Sophia",43,"Last Appearance",1
"Sophia",43,"First Appearance",1
"TheViscount",94,"Last Appearance",1
"TheViscount",94,"First Appearance",1
"William",59,"Last Appearance",2
"William",38,"First Appearance",2
"WilliamThorpe",8,"First Appearance",1
"WilliamThorpe",8,"Last Appearance",1
