"node_id" "tags" "dpub"
"1" "Great Ralph Nickleby, Mr Godfrey Nickleby, Mr Nickleby, Mrs Godfrey Nickleby, Ralph Nickleby" "1"
"2" "Kate Nickleby, Mr Nickleby, Mrs Nickleby, Nicholas Nickleby, Ralph Nickleby" "2"
"3" "" "3"
"4" "Ralph Nickleby" "4"
"5" "Mr Bonney, Newman Noggs, Ralph Nickleby, Sir Matthew Pupker" "5"
"6" "Mr Bonney, Newman Noggs, Ralph Nickleby, Sir Matthew Pupker" "6"
"7" "Mr Bonney, Ralph Nickleby, Sir Matthew Pupker" "7"
"8" "Ralph Nickleby" "8"
"9" "Hannah, Mrs Nickleby, Newman Noggs, Nicholas Nickleby, Ralph Nickleby" "9"
"10" "Miss La Creevy, Mrs Nickleby, Nicholas Nickleby, Ralph Nickleby" "10"
"11" "Mrs Nickleby, Nicholas Nickleby, Ralph Nickleby" "11"
"12" "Kate Nickleby, Mrs Nickleby, Nicholas Nickleby, Ralph Nickleby, Wackford Squeers" "12"
"13" "Kate Nickleby, Mrs Nickleby, Nicholas Nickleby, Wackford Squeers" "13"
"14" "Nicholas Nickleby, Wackford Squeers" "14"
"15" "Mr Snawley, Mrs Squeers, Richard, Wackford Squeers" "15"
"16" "Belling, Dorker, Mr Snawley, Mrs Squeers, Nicholas Nickleby, Ralph Nickleby, Wackford Squeers" "16"
"17" "Belling, Mr Snawley, Nicholas Nickleby, Ralph Nickleby, Wackford Squeers" "17"
"18" "Newman Noggs, Nicholas Nickleby, Ralph Nickleby" "18"
"19" "Kate Nickleby, Miss La Creevy, Nicholas Nickleby, Ralph Nickleby" "19"
"20" "Mrs Nickleby, Nicholas Nickleby, Ralph Nickleby, Wackford Squeers, William" "20"
"21" "Belling, Kate Nickleby, Mr Snawley, Mrs Nickleby, Mrs Squeers, Newman Noggs, Nicholas Nickleby, Ralph Nickleby, Wackford Squeers" "21"
"22" "Nicholas Nickleby, Wackford Squeers" "22"
"23" "Nicholas Nickleby" "23"
"24" "Mrs Squeers, Nicholas Nickleby, Ralph Nickleby, Wackford Squeers" "24"
"25" "Alice" "25"
"26" "Alice" "26"
"27" "Alice" "27"
"28" "Alice" "28"
"29" "Baron Von Koeldwethout" "29"
"30" "Baron Von Koeldwethout, Baron Von Swillenhausen, Baroness Von Koeldwethout" "30"
"31" "Baron Von Koeldwethout, Baron Von Swillenhausen, Baroness Von Koeldwethout, Baroness Von Swillenhausen" "31"
"32" "Baron Von Koeldwethout, Nicholas Nickleby, Wackford Squeers" "32"
"33" "Wackford Squeers" "33"
"34" "Mrs Squeers, Nicholas Nickleby, Smike, Wackford Squeers" "34"
"35" "Mrs Squeers, Nicholas Nickleby, Smike, Wackford Squeers" "35"
"36" "Bolder, Brooks, Graymarsh, Jennings, Mrs Squeers, Newman Noggs, Nicholas Nickleby, Wackford Squeers" "36"
"37" "Newman Noggs, Nicholas Nickleby" "37"
"38" "Mrs Squeers, Nicholas Nickleby, Smike, Wackford Squeers" "38"
"39" "Mrs Squeers, Nicholas Nickleby, Smike, Wackford Squeers" "39"
"40" "Nicholas Nickleby, Wackford Squeers, Wackford SqueersJunior" "40"
"41" "Bolder, Cobbey, Graymarsh, John Browdie, Mobbs, Mrs Squeers, Smike, Wackford Squeers, Wackford SqueersJunior" "41"
"42" "Kate Nickleby, Mobbs, Mrs Squeers, Nicholas Nickleby, Ralph Nickleby, Smike, Wackford Squeers" "42"
"43" "Nicholas Nickleby" "43"
"44" "Fanny Squeers, Mrs Squeers, Nicholas Nickleby, Wackford Squeers, Wackford SqueersJunior" "44"
"45" "Bolder, Fanny Squeers, Mrs Squeers, Nicholas Nickleby, Wackford Squeers" "45"
"46" "Fanny Squeers, John Browdie, Mrs Squeers, Nicholas Nickleby" "46"
"47" "Fanny Squeers, John Browdie, Matilda Price, Nicholas Nickleby, Ralph Nickleby, Wackford Squeers" "47"
"48" "Fanny Squeers, John Browdie, Matilda Price, Nicholas Nickleby, Ralph Nickleby" "48"
"49" "Fanny Squeers, Matilda Price, Nicholas Nickleby" "49"
"50" "Kate Nickleby, Miss La Creevy, Nicholas Nickleby, Ralph Nickleby" "50"
"51" "Kate Nickleby, Miss La Creevy, Mrs Nickleby, Nicholas Nickleby, Ralph Nickleby" "51"
"52" "Kate Nickleby, Mrs Nickleby, Nicholas Nickleby, Ralph Nickleby" "52"
"53" "Kate Nickleby, Madame Mantalini, Ralph Nickleby" "53"
"54" "Kate Nickleby, Madame Mantalini, Miss Knag, Mr Mantalini, Ralph Nickleby" "54"
"55" "Kate Nickleby, Madame Mantalini, Mr Mantalini, Ralph Nickleby" "55"
"56" "Kate Nickleby, Miss La Creevy, Mrs Nickleby, Newman Noggs, Ralph Nickleby" "56"
"57" "Kate Nickleby, Miss La Creevy, Mrs Nickleby, Newman Noggs, Ralph Nickleby" "57"
