"Character","Node","Appearances"
"Alice",28,4
"Alice",26,4
"Alice",25,4
"Alice",27,4
"Alphonse",152,2
"Alphonse",114,2
"Arthur Gride",306,33
"Arthur Gride",307,33
"Arthur Gride",266,33
"Arthur Gride",301,33
"Arthur Gride",335,33
"Arthur Gride",324,33
"Arthur Gride",264,33
"Arthur Gride",265,33
"Arthur Gride",316,33
"Arthur Gride",308,33
"Arthur Gride",347,33
"Arthur Gride",292,33
"Arthur Gride",262,33
"Arthur Gride",268,33
"Arthur Gride",333,33
"Arthur Gride",287,33
"Arthur Gride",332,33
"Arthur Gride",288,33
"Arthur Gride",293,33
"Arthur Gride",304,33
"Arthur Gride",298,33
"Arthur Gride",302,33
"Arthur Gride",289,33
"Arthur Gride",305,33
"Arthur Gride",309,33
"Arthur Gride",317,33
"Arthur Gride",359,33
"Arthur Gride",263,33
"Arthur Gride",325,33
"Arthur Gride",300,33
"Arthur Gride",303,33
"Arthur Gride",267,33
"Arthur Gride",334,33
"Augustus Borum",133,1
"Baron Von Koeldwethout",29,5
"Baron Von Koeldwethout",32,5
"Baron Von Koeldwethout",356,5
"Baron Von Koeldwethout",30,5
"Baron Von Koeldwethout",31,5
"Baron Von Swillenhausen",30,2
"Baron Von Swillenhausen",31,2
"Baroness Von Koeldwethout",30,2
"Baroness Von Koeldwethout",31,2
"Baroness Von Swillenhausen",31,1
"Belling",16,3
"Belling",17,3
"Belling",21,3
"Bolder",41,3
"Bolder",36,3
"Bolder",45,3
"Brooks",36,1
"Captain Adams",285,2
"Captain Adams",286,2
"Cecilia Bobster",223,2
"Cecilia Bobster",291,2
"Charles Cheeryble",204,31
"Charles Cheeryble",201,31
"Charles Cheeryble",274,31
"Charles Cheeryble",203,31
"Charles Cheeryble",310,31
"Charles Cheeryble",257,31
"Charles Cheeryble",352,31
"Charles Cheeryble",193,31
"Charles Cheeryble",221,31
"Charles Cheeryble",344,31
"Charles Cheeryble",275,31
"Charles Cheeryble",194,31
"Charles Cheeryble",192,31
"Charles Cheeryble",334,31
"Charles Cheeryble",330,31
"Charles Cheeryble",258,31
"Charles Cheeryble",339,31
"Charles Cheeryble",278,31
"Charles Cheeryble",242,31
"Charles Cheeryble",259,31
"Charles Cheeryble",333,31
"Charles Cheeryble",202,31
"Charles Cheeryble",314,31
"Charles Cheeryble",331,31
"Charles Cheeryble",223,31
"Charles Cheeryble",350,31
"Charles Cheeryble",256,31
"Charles Cheeryble",345,31
"Charles Cheeryble",351,31
"Charles Cheeryble",335,31
"Charles Cheeryble",240,31
"Charley",96,1
"Charlotte Borum",133,1
"Cobbey",41,2
"Cobbey",322,2
"Colonel Chowser",101,3
"Colonel Chowser",102,3
"Colonel Chowser",284,3
"David",203,1
"Doctor Lumbey",197,3
"Doctor Lumbey",196,3
"Doctor Lumbey",198,3
"Dorker",16,1
"Edwin Cheeryble",353,37
"Edwin Cheeryble",290,37
"Edwin Cheeryble",359,37
"Edwin Cheeryble",193,37
"Edwin Cheeryble",335,37
"Edwin Cheeryble",242,37
"Edwin Cheeryble",195,37
"Edwin Cheeryble",258,37
"Edwin Cheeryble",256,37
"Edwin Cheeryble",257,37
"Edwin Cheeryble",345,37
"Edwin Cheeryble",344,37
"Edwin Cheeryble",221,37
"Edwin Cheeryble",330,37
"Edwin Cheeryble",200,37
"Edwin Cheeryble",314,37
"Edwin Cheeryble",331,37
"Edwin Cheeryble",202,37
"Edwin Cheeryble",222,37
"Edwin Cheeryble",274,37
"Edwin Cheeryble",351,37
"Edwin Cheeryble",352,37
"Edwin Cheeryble",310,37
"Edwin Cheeryble",192,37
"Edwin Cheeryble",201,37
"Edwin Cheeryble",204,37
"Edwin Cheeryble",239,37
"Edwin Cheeryble",357,37
"Edwin Cheeryble",194,37
"Edwin Cheeryble",259,37
"Edwin Cheeryble",269,37
"Edwin Cheeryble",350,37
"Edwin Cheeryble",334,37
"Edwin Cheeryble",223,37
"Edwin Cheeryble",333,37
"Edwin Cheeryble",203,37
"Edwin Cheeryble",240,37
"Fanny Squeers",45,22
"Fanny Squeers",234,22
"Fanny Squeers",236,22
"Fanny Squeers",44,22
"Fanny Squeers",233,22
"Fanny Squeers",215,22
"Fanny Squeers",216,22
"Fanny Squeers",48,22
"Fanny Squeers",66,22
"Fanny Squeers",60,22
"Fanny Squeers",167,22
"Fanny Squeers",59,22
"Fanny Squeers",47,22
"Fanny Squeers",358,22
"Fanny Squeers",235,22
"Fanny Squeers",61,22
"Fanny Squeers",217,22
"Fanny Squeers",49,22
"Fanny Squeers",357,22
"Fanny Squeers",67,22
"Fanny Squeers",46,22
"Fanny Squeers",62,22
"Fluggers",164,1
"Frank Cheeryble",344,26
"Frank Cheeryble",257,26
"Frank Cheeryble",277,26
"Frank Cheeryble",239,26
"Frank Cheeryble",314,26
"Frank Cheeryble",353,26
"Frank Cheeryble",279,26
"Frank Cheeryble",276,26
"Frank Cheeryble",278,26
"Frank Cheeryble",242,26
"Frank Cheeryble",350,26
"Frank Cheeryble",326,26
"Frank Cheeryble",335,26
"Frank Cheeryble",351,26
"Frank Cheeryble",325,26
"Frank Cheeryble",352,26
"Frank Cheeryble",313,26
"Frank Cheeryble",343,26
"Frank Cheeryble",269,26
"Frank Cheeryble",355,26
"Frank Cheeryble",275,26
