"","V1","V2"
"1","Mrs Dashwood","Mrs Fanny Dashwood"
"2","Mrs Dashwood","TheOldGentlemanDashwood"
"3","Mrs Fanny Dashwood","TheOldGentlemanDashwood"
"4","Elinor Dashwood","Marianne Dashwood"
"5","Elinor Dashwood","Mrs Dashwood"
"6","Elinor Dashwood","Mrs Fanny Dashwood"
"7","Marianne Dashwood","Mrs Dashwood"
"8","Marianne Dashwood","Mrs Fanny Dashwood"
"9","Harry Dashwood","Marianne Dashwood"
"10","Harry Dashwood","Mrs Dashwood"
"11","Harry Dashwood","Mrs Fanny Dashwood"
"12","Mr John Dashwood","Mrs Dashwood"
"13","Mr John Dashwood","Mrs Fanny Dashwood"
"14","Edward Ferrars","Elinor Dashwood"
"15","Edward Ferrars","Mrs Dashwood"
"16","Edward Ferrars","Mrs Fanny Dashwood"
"17","Edward Ferrars","Robert Ferrars"
"18","Elinor Dashwood","Robert Ferrars"
"19","Mrs Dashwood","Robert Ferrars"
"20","Mrs Fanny Dashwood","Robert Ferrars"
"21","Edward Ferrars","Marianne Dashwood"
"22","Edward Ferrars","Mrs Ferrars"
"23","Edward Ferrars","Sir John Middleton"
"24","Marianne Dashwood","Mrs Ferrars"
"25","Marianne Dashwood","Sir John Middleton"
"26","Mrs Dashwood","Mrs Ferrars"
"27","Mrs Dashwood","Sir John Middleton"
"28","Mrs Ferrars","Sir John Middleton"
"29","Elinor Dashwood","Sir John Middleton"
"30","Mrs Fanny Dashwood","Sir John Middleton"
"31","ColonelBrandon","Marianne Dashwood"
"32","ColonelBrandon","Mrs Dashwood"
"33","ColonelBrandon","Mrs Jennings"
"34","ColonelBrandon","Sir John Middleton"
"35","Marianne Dashwood","Mrs Jennings"
"36","Mrs Dashwood","Mrs Jennings"
"37","Mrs Jennings","Sir John Middleton"
"38","ColonelBrandon","Edward Ferrars"
"39","Edward Ferrars","Mrs Jennings"
"40","John Willoughby","Marianne Dashwood"
"41","John Willoughby","Mrs Dashwood"
"42","John Willoughby","Sir John Middleton"
"43","ColonelBrandon","Elinor Dashwood"
"44","ColonelBrandon","John Willoughby"
"45","Elinor Dashwood","John Willoughby"
"46","Edward Ferrars","John Willoughby"
"47","Elinor Dashwood","Mrs Jennings"
"48","John Willoughby","Mrs Jennings"
"49","ColonelBrandon","Mr Jennings"
"50","John Willoughby","Mr Jennings"
"51","Marianne Dashwood","Mr Jennings"
"52","Mr Jennings","Mrs Dashwood"
"53","Mr Jennings","Mrs Jennings"
"54","Mr Jennings","Sir John Middleton"
"55","ColonelBrandon","The Miss Careys"
"56","John Willoughby","The Miss Careys"
"57","Marianne Dashwood","The Miss Careys"
"58","Mrs Jennings","The Miss Careys"
"59","Sir John Middleton","The Miss Careys"
"60","ColonelBrandon","ElizaWilliams"
"61","Elinor Dashwood","ElizaWilliams"
"62","Elinor Dashwood","The Miss Careys"
"63","ElizaWilliams","John Willoughby"
"64","ElizaWilliams","Marianne Dashwood"
"65","ElizaWilliams","Mrs Jennings"
"66","ElizaWilliams","Sir John Middleton"
"67","ElizaWilliams","The Miss Careys"
"68","ElizaWilliams","Mrs Dashwood"
