"root_node_id" "tag"
"1" "Anne Elliot"
"1" "Charles Musgrove"
"1" "Elizabeth Elliot"
"1" "Lady Elliot"
"1" "Lady Russell"
"1" "Mary Elliot"
"1" "Mr William Elliot"
"1" "Sir Walter Elliot"
"1" "Walter Musgrove"
"3" "Mr John Shepherd"
"5" "Mrs Penelope Clay"
"7" "Admiral Baldwin"
"7" "Admiral Croft"
"7" "Lord St Ives"
"7" "Sir Basil Morley"
"8" "Captain Frederick Wentworth"
"8" "Edward Wentworth"
"8" "Governor Trent"
"8" "Mrs Croft"
"13" "Elder Mr Charles Musgrove"
"13" "Henrietta Musgrove"
"13" "Little Charles Musgrove"
"13" "Louisa Musgrove"
"13" "Mackenzie"
"16" "Jemima"
"19" "Mr Robinson"
"24" "Captain Harville"
"24" "Lady Mary Grierson"
"26" "The Miss Hayters"
"27" "Charles Hayter"
"27" "Mr Hayter"
"27" "Mrs Hayter"
"28" "Doctor Shirley"
"35" "Captain Benwick"
"35" "Fanny Harville"
"38" "Mrs Shirley"
"44" "Harry Musgrove"
"44" "Sarah"
"50" "Colonel Wallis"
"50" "Mrs William Elliot"
"54" "The Dowager Countess Dalrymple"
"54" "The Honourable Miss Carteret"
"54" "The Late Viscount Dalrymple"
"56" "Mrs Smith"
"57" "Nurse Rooke"
"58" "Sir Henry Russell"
"62" "Admiral Brand"
"62" "Captain Brigden"
"62" "Sir Archibald Drew"
"66" "Lady Alicia"
"66" "Miss Atkinson"
"66" "Mrs Frankland"
"73" "Mrs Speed"
"75" "Charles Smith"
"75" "Mary"
