"Sense_and_Sensibility"
"12"
"0"
"35"
"10.1428571428571"
"0.0177304964539007"
"0.660388767719269"
"Sense_and_Sensibility"
"12"
"0"
"35"
"10.1428571428571"
"0.0177304964539007"
"0.660388767719269"
