"node_id" "tags" "dpub"
"1" "Miss Betsey Trotwood" "1"
"2" "Clara Copperfield, David Copperfield, Miss Betsey Trotwood" "2"
"3" "Clara Copperfield, Clara Peggotty, Miss Betsey Trotwood" "3"
"4" "Clara Copperfield, Clara Peggotty, Ham Peggotty, Miss Betsey Trotwood, Mr Chillip" "4"
"5" "Clara Copperfield, Miss Betsey Trotwood, Mr Chillip" "5"
"6" "Clara Copperfield, Clara Peggotty" "6"
"7" "Clara Copperfield, Clara Peggotty, David Copperfield, Mr Chillip" "7"
"8" "Clara Copperfield, Clara Peggotty" "8"
"9" "Clara Copperfield, Clara Peggotty, David Copperfield, Mr Murdstone" "9"
"10" "Clara Copperfield, David Copperfield, Mr Murdstone, Mr Passnidge, Mr Quinion" "10"
"11" "Clara Copperfield, Clara Peggotty, David Copperfield, Ham Peggotty, Mr Murdstone, Mrs Grayper" "11"
"12" "Clara Peggotty" "12"
"13" "Clara Peggotty, David Copperfield, Ham Peggotty" "13"
"14" "Clara Copperfield, Clara Peggotty, Daniel Peggotty, Ham Peggotty, Little Emily" "14"
"15" "Clara Copperfield, Clara Peggotty, Daniel Peggotty, Ham Peggotty, Little Emily, Mrs Gummidge" "15"
"16" "Daniel Peggotty, Ham Peggotty, Little Emily, Mrs Gummidge" "16"
"17" "Clara Peggotty, Daniel Peggotty, David Copperfield, Ham Peggotty, Little Emily, Mrs Gummidge" "17"
"18" "Clara Copperfield, Clara Peggotty, Daniel Peggotty, David Copperfield, Ham Peggotty, Little Emily, Mr Gummidge, Mrs Gummidge" "18"
"19" "Clara Copperfield, Clara Peggotty, David Copperfield, Mr Murdstone" "19"
"20" "Clara Copperfield, Clara Peggotty, David Copperfield, Little Emily, Mr Gummidge, Mr Murdstone, Mrs Gummidge" "20"
"21" "Clara Copperfield, Clara Peggotty, Jane Murdstone, Mrs Gummidge" "21"
"22" "Clara Copperfield, Clara Peggotty, Jane Murdstone, Mr Murdstone" "22"
"23" "Clara Copperfield, Clara Peggotty, Jane Murdstone, Mr Murdstone" "23"
