"node_id" "tags" "dpub"
"1" "EmmaWoodhouse, MrsIsabellaKnightley, MrsWeston, MrWeston" "1"
"2" "EmmaWoodhouse, Hannah, MrGeorgeKnightley, MrsIsabellaKnightley, MrsWeston, MrWeston, MrWoodhouse" "2"
"3" "EmmaWoodhouse, FarmerMitchell, MrGeorgeKnightley, MrsWeston, MrWeston, MrWoodhouse" "3"
"4" "EmmaWoodhouse, MrGeorgeKnightley, MrPhillipElton, MrWoodhouse" "4"
"5" "FrankChurchill, MrsChurchill, MrsWeston, MrWeston, OldMrChurchill" "5"
"6" "EmmaWoodhouse, FrankChurchill, MissBates, MrPerry, MrsPerry, MrsWeston, MrWeston" "6"
"7" "EmmaWoodhouse, Harriet Smith, MissBates, MrGeorgeKnightley, MrPhillipElton, MrsBates, MrsGoddard, MrsWeston, MrWeston" "7"
"8" "EmmaWoodhouse, Harriet Smith, MissBates, MrGeorgeKnightley, MrsGoddard, Serle" "8"
"9" "ElizabethMartin, EmmaWoodhouse, Harriet Smith, Miss Martin, MrsGoddard, MrsMartin, MrsWeston, RobertMartin" "9"
"10" "EmmaWoodhouse, Harriet Smith, MissNash, MissPrince, MissRichardson, MrsGoddard, MrsMartin, RobertMartin" "10"
"11" "EmmaWoodhouse, Harriet Smith, MrGeorgeKnightley, MrPhillipElton, MrWeston, RobertMartin" "11"
"12" "EmmaWoodhouse, Harriet Smith, MrGeorgeKnightley, MrPhillipElton, RobertMartin" "12"
"13" "EmmaWoodhouse, FrankChurchill, Harriet Smith, MrGeorgeKnightley, MrsIsabellaKnightley, MrsWeston, MrWeston" "13"
"14" "EmmaWoodhouse, Harriet Smith, JohnKnightley, MrGeorgeKnightley, MrsIsabellaKnightley, MrsWeston, MrWeston" "14"
"15" "EmmaWoodhouse, Harriet Smith, MrPhillipElton, MrsWeston" "15"
"16" "EmmaWoodhouse, Harriet Smith, HenryKnightley, JohnKnightley, LitteIsabellaKnightley, LittleGeorgeKnightley, MrPhillipElton, MrsIsabellaKnightley, MrsWeston" "16"
"17" "EmmaWoodhouse, Harriet Smith, MrGeorgeKnightley, MrPhillipElton, MrsIsabellaKnightley, MrsWeston, MrWoodhouse" "17"
"18" "EmmaWoodhouse, Harriet Smith, MrPhillipElton, MrsGoddard, RobertMartin" "18"
"19" "EmmaWoodhouse, Harriet Smith, MrPhillipElton, RobertMartin" "19"
"20" "EmmaWoodhouse, Harriet Smith, MissNash, MrPhillipElton, MrsGoddard, RobertMartin" "20"
"21" "EmmaWoodhouse, Harriet Smith, MrGeorgeKnightley, MrPhillipElton, MrsGoddard, RobertMartin" "21"
"22" "EmmaWoodhouse, Harriet Smith, MrGeorgeKnightley, MrsGoddard, RobertMartin" "22"
"23" "ElizabethMartin, EmmaWoodhouse, Harriet Smith, Miss Martin, MrGeorgeKnightley, MrsGoddard, MrsMartin, RobertMartin" "23"
