"Pickwick" 21 0 65 21.2666666666667 0.00682163206561385 0.676289021968842
"Oliver_Twist" 23 0 57 14.75 0.011171032357473 0.654231071472168
"Nicholas_Nickleby" 21 0 84 23.3333333333333 0.00645927138763815 0.707977771759033
"The_Old_Curiosity_Shop" 21 0 63 18.4615384615385 0.00847280334728033 0.67967700958252
"Barnaby_Rudge" 18 0 61 19.7857142857143 0.00779574111861037 0.711151778697968
"Martin_Chuzzlewit" 24 0 80 27 0.00600732600732601 0.716425776481628
"Dombey_and_Son" 14 0 73 22.2352941176471 0.00652604100879963 0.673621833324432
"David_Copperfield" 17 0 76 19.9473684210526 0.00680571261046195 0.690025568008423
"Bleak_House" 15 0 71 27.0714285714286 0.00651952366991945 0.623565912246704
"Hard_Times" 14 0 30 11.9 0.0173764421022646 0.652470827102661
"Little_Dorrit" 19 0 74 27.6923076923077 0.00626740947075209 0.679286658763885
"A_Tale_of_Two_Cities" 16 0 36 14.7 0.0136054421768707 0.667450487613678
"Great_Expectations" 13 0 43 12.1764705882353 0.0121945499742038 0.67266833782196
"Our_Mutual_Friend" 19 0 90 18.5789473684211 0.00622102755601339 0.638640105724335
"Mystery_of_Edwin_Drood" 14 0 20 8.5 0.0212580081537566 0.618283569812775
"Emma" 12 0 33 10.1666666666667 0.017053984267099 0.652253031730652
"Mansfield_Park" 19 0 35 12.8571428571429 0.0133457479826195 0.722850203514099
"Northanger_Abbey" 12 0 20 6.84615384615385 0.0273237997957099 0.619147956371307
"Persuasion" 10 0 21 6.13333333333333 0.0303392259913999 0.596007227897644
"Pride_and_Prejudice" 11 0 26 11.3846153846154 0.0196727339584482 0.651735365390778
"Sense_and_Sensibility" 12 0 35 10.1428571428571 0.0177304964539007 0.660388767719269
