"source" "target" "tag"
1 2 "Lizzie Hexam"
3 4 "Lord Snigsworth"
3 4 "Melvin Twemlow"
3 4 "Mr Veneering"
3 4 "Mrs  Veneering"
4 5 "Boots Brewer"
4 5 "Lady Tippins"
4 5 "Melvin Twemlow"
4 5 "Mr Veneering"
4 5 "Mrs  Veneering"
5 6 "Analytical Chemist"
5 6 "Eugene Wrayburn"
5 6 "Lady Tippins"
5 6 "Melvin Twemlow"
5 6 "Mortimer Lightwood"
5 6 "Mr Veneering"
5 6 "Mrs  Veneering"
4 6 "Mrs Podsnap"
6 7 "Analytical Chemist"
6 7 "Lady Tippins"
6 7 "Mortimer Lightwood"
6 7 "Mrs  Veneering"
6 7 "Mrs Podsnap"
6 8 "Eugene Wrayburn"
2 8 "Gaffer Hexam"
7 8 "Lady Tippins"
7 8 "Mortimer Lightwood"
6 8 "Mr Veneering"
8 9 "Eugene Wrayburn"
8 9 "Gaffer Hexam"
8 9 "Mortimer Lightwood"
9 10 "Eugene Wrayburn"
9 10 "Gaffer Hexam"
8 10 "Lady Tippins"
9 10 "Mortimer Lightwood"
10 11 "Gaffer Hexam"
10 11 "Mr Inspector"
11 12 "Charley Hexam"
2 12 "Lizzie Hexam"
11 13 "Gaffer Hexam"
11 13 "John Harmon"
6 13 "Melvin Twemlow"
10 13 "Mortimer Lightwood"
11 13 "Mr Inspector"
8 13 "Mr Veneering"
13 14 "Mr Veneering"
13 15 "John Harmon"
14 15 "Mr Wilfer"
14 15 "Mrs Wilfer"
15 16 "Bella Wilfer"
15 16 "Lavinia Wilfer"
13 16 "Mortimer Lightwood"
15 16 "Mr Wilfer"
15 16 "Mrs Wilfer"
16 17 "Bella Wilfer"
15 17 "John Harmon"
16 17 "Lavinia Wilfer"
16 17 "Mr Wilfer"
16 17 "Mrs Wilfer"
17 18 "Bella Wilfer"
16 18 "George Sampson"
17 18 "John Harmon"
17 18 "Lavinia Wilfer"
17 18 "Mrs Wilfer"
19 20 "Silas Wegg"
20 21 "Mr Boffin"
20 21 "Silas Wegg"
21 22 "Mr Boffin"
21 22 "Silas Wegg"
22 23 "Mr Boffin"
22 23 "Mrs Boffin"
22 23 "Silas Wegg"
