"Character","Node","Appearances"
"AnnedeBourgh",41,8
"AnnedeBourgh",128,8
"AnnedeBourgh",37,8
"AnnedeBourgh",68,8
"AnnedeBourgh",82,8
"AnnedeBourgh",31,8
"AnnedeBourgh",46,8
"AnnedeBourgh",67,8
"CaptainCarter",11,3
"CaptainCarter",16,3
"CaptainCarter",12,3
"CarolineBingley",4,41
"CarolineBingley",103,41
"CarolineBingley",17,41
"CarolineBingley",10,41
"CarolineBingley",39,41
"CarolineBingley",11,41
"CarolineBingley",66,41
"CarolineBingley",46,41
"CarolineBingley",21,41
"CarolineBingley",72,41
"CarolineBingley",71,41
"CarolineBingley",137,41
"CarolineBingley",16,41
"CarolineBingley",56,41
"CarolineBingley",12,41
"CarolineBingley",51,41
"CarolineBingley",15,41
"CarolineBingley",22,41
"CarolineBingley",37,41
"CarolineBingley",20,41
"CarolineBingley",150,41
"CarolineBingley",36,41
"CarolineBingley",49,41
"CarolineBingley",35,41
"CarolineBingley",77,41
"CarolineBingley",7,41
"CarolineBingley",68,41
"CarolineBingley",58,41
"CarolineBingley",5,41
"CarolineBingley",13,41
"CarolineBingley",45,41
"CarolineBingley",8,41
"CarolineBingley",54,41
"CarolineBingley",18,41
"CarolineBingley",14,41
"CarolineBingley",19,41
"CarolineBingley",65,41
"CarolineBingley",31,41
"CarolineBingley",3,41
"CarolineBingley",151,41
"CarolineBingley",104,41
"Chamberlayne",86,1
"CharlotteLucas",37,49
"CharlotteLucas",65,49
"CharlotteLucas",66,49
"CharlotteLucas",71,49
"CharlotteLucas",114,49
"CharlotteLucas",60,49
"CharlotteLucas",132,49
"CharlotteLucas",4,49
"CharlotteLucas",50,49
"CharlotteLucas",16,49
"CharlotteLucas",57,49
"CharlotteLucas",9,49
"CharlotteLucas",141,49
"CharlotteLucas",70,49
"CharlotteLucas",53,49
"CharlotteLucas",67,49
"CharlotteLucas",15,49
"CharlotteLucas",142,49
"CharlotteLucas",47,49
"CharlotteLucas",55,49
"CharlotteLucas",115,49
"CharlotteLucas",48,49
"CharlotteLucas",45,49
"CharlotteLucas",35,49
"CharlotteLucas",63,49
"CharlotteLucas",8,49
"CharlotteLucas",72,49
"CharlotteLucas",89,49
"CharlotteLucas",62,49
"CharlotteLucas",140,49
"CharlotteLucas",69,49
"CharlotteLucas",150,49
"CharlotteLucas",51,49
"CharlotteLucas",138,49
"CharlotteLucas",84,49
"CharlotteLucas",87,49
"CharlotteLucas",44,49
"CharlotteLucas",58,49
"CharlotteLucas",7,49
"CharlotteLucas",61,49
"CharlotteLucas",64,49
"CharlotteLucas",43,49
"CharlotteLucas",49,49
"CharlotteLucas",111,49
"CharlotteLucas",80,49
"CharlotteLucas",75,49
"CharlotteLucas",82,49
"CharlotteLucas",39,49
"CharlotteLucas",23,49
"ColonelFitzwilliam",71,13
"ColonelFitzwilliam",80,13
"ColonelFitzwilliam",67,13
"ColonelFitzwilliam",79,13
"ColonelFitzwilliam",110,13
"ColonelFitzwilliam",70,13
"ColonelFitzwilliam",78,13
"ColonelFitzwilliam",65,13
"ColonelFitzwilliam",91,13
"ColonelFitzwilliam",68,13
"ColonelFitzwilliam",73,13
"ColonelFitzwilliam",66,13
"ColonelFitzwilliam",72,13
"ColonelForster",121,15
"ColonelForster",25,15
"ColonelForster",111,15
"ColonelForster",9,15
"ColonelForster",22,15
"ColonelForster",106,15
"ColonelForster",105,15
"ColonelForster",110,15
"ColonelForster",114,15
"ColonelForster",86,15
"ColonelForster",91,15
"ColonelForster",16,15
"ColonelForster",115,15
"ColonelForster",11,15
"ColonelForster",112,15
"ColonelMillar",90,1
"Dawson",82,1
"ElizabethBennet",1,138
"ElizabethBennet",150,138
"ElizabethBennet",47,138
"ElizabethBennet",31,138
"ElizabethBennet",115,138
"ElizabethBennet",21,138
"ElizabethBennet",99,138
"ElizabethBennet",62,138
"ElizabethBennet",2,138
"ElizabethBennet",16,138
"ElizabethBennet",151,138
"ElizabethBennet",134,138
"ElizabethBennet",100,138
"ElizabethBennet",48,138
"ElizabethBennet",33,138
"ElizabethBennet",63,138
"ElizabethBennet",3,138
"ElizabethBennet",17,138
"ElizabethBennet",117,138
"ElizabethBennet",101,138
"ElizabethBennet",49,138
"ElizabethBennet",152,138
"ElizabethBennet",8,138
"ElizabethBennet",136,138
"ElizabethBennet",34,138
"ElizabethBennet",64,138
"ElizabethBennet",18,138
"ElizabethBennet",4,138
"ElizabethBennet",24,138
"ElizabethBennet",9,138
"ElizabethBennet",70,138
"ElizabethBennet",50,138
"ElizabethBennet",19,138
