"V1","V2"
"Hugh","Mary Jones"
"Hugh","Ned Dennis"
"Mary Jones","Ned Dennis"
"John Willet","Phil Parkes"
"John Willet","Tom Cobb"
"Phil Parkes","Tom Cobb"
"Emma Haredale","Geoffrey Haredale"
"Emma Haredale","Joe Willet"
"Emma Haredale","John Willet"
"Emma Haredale","Phil Parkes"
"Emma Haredale","Tom Cobb"
"Geoffrey Haredale","Joe Willet"
"Geoffrey Haredale","John Willet"
"Geoffrey Haredale","Phil Parkes"
"Geoffrey Haredale","Tom Cobb"
"Joe Willet","John Willet"
"Joe Willet","Phil Parkes"
"Joe Willet","Tom Cobb"
"Emma Haredale","Solomon Daisy"
"Geoffrey Haredale","Solomon Daisy"
"Joe Willet","Solomon Daisy"
"John Willet","Solomon Daisy"
"Geoffrey Haredale","Mr Rudge"
"Joe Willet","Mr Rudge"
"Mr Rudge","Solomon Daisy"
"Gabriel Varden","Joe Willet"
"Gabriel Varden","Martha Varden"
"Joe Willet","Martha Varden"
"Dolly Varden","Gabriel Varden"
"Dolly Varden","Joe Willet"
"Dolly Varden","John Willet"
"Dolly Varden","Solomon Daisy"
"Gabriel Varden","John Willet"
"Gabriel Varden","Solomon Daisy"
"Barnaby Rudge","Gabriel Varden"
"Barnaby Rudge","Joe Willet"
"Barnaby Rudge","John Willet"
"Barnaby Rudge","Martha Varden"
"John Willet","Martha Varden"
"Dolly Varden","Simon Tappertit"
"Gabriel Varden","Simon Tappertit"
"Barnaby Rudge","Edward Chester"
"Barnaby Rudge","Emma Haredale"
"Barnaby Rudge","Mrs Rudge"
"Edward Chester","Emma Haredale"
"Edward Chester","Gabriel Varden"
"Edward Chester","Mrs Rudge"
"Emma Haredale","Gabriel Varden"
"Emma Haredale","Mrs Rudge"
"Gabriel Varden","Mrs Rudge"
"Dolly Varden","Martha Varden"
"Barnaby Rudge","John Chester"
"Gabriel Varden","John Chester"
"John Chester","John Willet"
"Gabriel Varden","Mary Jones"
"John Willet","Mary Jones"
"Barnaby Rudge","Mary Jones"
"Edward Chester","Mary Jones"
"Mary Jones","Mrs Rudge"
"Barnaby Rudge","Miggs"
"Gabriel Varden","Miggs"
"Martha Varden","Miggs"
"Dolly Varden","Miggs"
