"","ShannonWiener","Pielou","Richness"
"1",1.38629436111989,1,4
"2",1.33217904021012,0.960964047443681,4
"3",1.58109375017182,0.982388781795621,5
"4",1.54542290319359,0.960225238422717,5
"5",1.52924829303769,0.950175388079972,5
"6",1.51108617607361,0.938890630324631,5
"7",1.49388572621107,0.928203389934891,5
"8",1.48976736400735,0.925644507624552,5
"9",1.8984123435189,0.864004691691742,9
"10",2.00578420379284,0.912871731220362,9
"11",2.11330284047361,0.917795762208159,10
"12",2.12089146415753,0.921091459599323,10
"13",2.10704206011033,0.915076739843975,10
"14",2.10410904821892,0.913802948964182,10
"15",2.14866898914281,0.896064566921342,11
"16",2.15729946989859,0.89966375695007,11
"17",2.14149998583493,0.893074860327729,11
"18",2.17313512145752,0.874533907196443,12
"19",2.16719680475346,0.872144152754533,12
"20",2.15643829225056,0.867814608824254,12
"21",2.18400110447889,0.851479230233355,13
"22",2.20015755378537,0.85777816524331,13
"23",2.21469436164958,0.863445648627309,13
"24",2.25436918791007,0.854232745386675,14
"25",2.2691808297179,0.859845219826551,14
"26",2.28754167322752,0.866802569067726,14
"27",2.2778011779312,0.863111669598809,14
"28",2.26716105469226,0.859079880247536,14
"29",2.26916539597,0.859839371621692,14
"30",2.27684328971146,0.862748703546883,14
"31",2.27506735955287,0.862075762440728,14
"32",2.26816385381596,0.859459864082084,14
"33",2.32835789029859,0.839777595437115,16
"34",2.40351072823856,0.831557643639592,18
"35",2.44831606416792,0.847059226024958,18
"36",2.52702975582012,0.843543255893883,20
"37",2.552142179384,0.838273401358931,21
"38",2.54864626190315,0.837125136712387,21
"39",2.55696073391691,0.839856097703426,21
"40",2.56549357213156,0.842658782981392,21
"41",2.55658216536841,0.839731753555452,21
"42",2.54433337171535,0.835708530240921,21
"43",2.53226763151022,0.831745432431022,21
"44",2.523105335274,0.828735996165191,21
"45",2.51434600624184,0.825858917998966,21
"46",2.51622198763866,0.826475100482491,21
"47",2.52882363602745,0.818113524542494,22
"48",2.54565023897892,0.823557190621291,22
"49",2.55993520636571,0.828178598318642,22
"50",2.55911866173097,0.82791443351112,22
"51",2.57008529100524,0.831462307550297,22
"52",2.57408545898158,0.832756423705833,22
"53",2.57962336234846,0.834548021023065,22
"54",2.5781538082578,0.834072597565499,22
"55",2.58202638594256,0.835325436290035,22
"56",2.5814004919215,0.83512294990219,22
"57",2.57785590542942,0.833976221396981,22
"58",2.58809957481693,0.825419980578722,23
"59",2.61681760966615,0.834578994396485,23
"60",2.6200260905734,0.835602271968154,23
"61",2.61991654711121,0.835567335382517,23
"62",2.6158954492405,0.834284890704326,23
"63",2.64263766966536,0.820981551773147,25
"64",2.66052597501585,0.826538866290312,25
"65",2.65772703001551,0.825669325135998,25
"66",2.66285907597299,0.827263684855572,25
"67",2.65750173149741,0.825599332216001,25
"68",2.67462196020337,0.820915503574231,26
"69",2.69219380212651,0.816846801459066,27
"70",2.71651159497876,0.824225137778769,27
"71",2.72649782425819,0.82725509031751,27
"72",2.74296697547136,0.832252046138668,27
"73",2.75405960109698,0.835617693795576,27
"74",2.7628964764847,0.838298917335148,27
"75",2.77434415155015,0.832585197900797,28
"76",2.77325470560098,0.832258253397287,28
"77",2.77337378824537,0.832293990292796,28
"78",2.81425262945221,0.819529154266067,31
"79",2.85432120403922,0.823583009234319,32
"80",2.90990310861555,0.832231321529046,33
"81",2.94662549791955,0.835599615340037,34
"82",2.95134969426243,0.836939295815105,34
"83",2.95755226883159,0.838698212558261,34
"84",2.96001515086495,0.839396632931382,34
"85",2.96120443524919,0.839733888403685,34
"86",2.98943124832826,0.847738405492063,34
"87",2.99979711246154,0.843742176737784,35
"88",3.00699785589395,0.845767504021603,35
"89",3.01545986147329,0.848147581986683,35
"90",3.03353255888373,0.846523378551103,36
"91",3.04160507326912,0.84877605658184,36
"92",3.04577279081983,0.849939080308597,36
"93",3.04842187011344,0.850678319960768,36
"94",3.04201349024017,0.848890027507643,36
"95",3.05452777814804,0.852382206040196,36
"96",3.05251332495394,0.851820062173037,36
"97",3.05188783531263,0.85164551596523,36
"98",3.04989255682983,0.85108872290314,36
"99",3.04733828799313,0.850375940612725,36
"100",3.04323549407585,0.849231034170834,36
"101",3.03954367788283,0.848200813246534,36
"102",3.03793058160972,0.847750670160697,36
"103",3.04455813669012,0.849600124619912,36
