"Character","Node","Appearances"
"Abel Magwitch",1,46
"Abel Magwitch",164,46
"Abel Magwitch",148,46
"Abel Magwitch",7,46
"Abel Magwitch",2,46
"Abel Magwitch",191,46
"Abel Magwitch",196,46
"Abel Magwitch",138,46
"Abel Magwitch",150,46
"Abel Magwitch",192,46
"Abel Magwitch",139,46
"Abel Magwitch",140,46
"Abel Magwitch",5,46
"Abel Magwitch",144,46
"Abel Magwitch",15,46
"Abel Magwitch",195,46
"Abel Magwitch",145,46
"Abel Magwitch",177,46
"Abel Magwitch",8,46
"Abel Magwitch",149,46
"Abel Magwitch",160,46
"Abel Magwitch",146,46
"Abel Magwitch",165,46
"Abel Magwitch",178,46
"Abel Magwitch",197,46
"Abel Magwitch",189,46
"Abel Magwitch",147,46
"Abel Magwitch",179,46
"Abel Magwitch",97,46
"Abel Magwitch",152,46
"Abel Magwitch",155,46
"Abel Magwitch",182,46
"Abel Magwitch",16,46
"Abel Magwitch",153,46
"Abel Magwitch",142,46
"Abel Magwitch",180,46
"Abel Magwitch",163,46
"Abel Magwitch",32,46
"Abel Magwitch",154,46
"Abel Magwitch",183,46
"Abel Magwitch",202,46
"Abel Magwitch",194,46
"Abel Magwitch",188,46
"Abel Magwitch",167,46
"Abel Magwitch",187,46
"Abel Magwitch",52,46
"Avenger",143,8
"Avenger",94,8
"Avenger",119,8
"Avenger",97,8
"Avenger",95,8
"Avenger",3,8
"Avenger",118,8
"Avenger",106,8
"Bentley Drummle",91,18
"Bentley Drummle",83,18
"Bentley Drummle",158,18
"Bentley Drummle",118,18
"Bentley Drummle",136,18
"Bentley Drummle",156,18
"Bentley Drummle",135,18
"Bentley Drummle",81,18
"Bentley Drummle",93,18
"Bentley Drummle",92,18
"Bentley Drummle",155,18
"Bentley Drummle",159,18
"Bentley Drummle",94,18
"Bentley Drummle",82,18
"Bentley Drummle",170,18
"Bentley Drummle",88,18
"Bentley Drummle",35,18
"Bentley Drummle",171,18
"Biddy",60,33
"Biddy",204,33
"Biddy",65,33
"Biddy",55,33
"Biddy",41,33
"Biddy",212,33
"Biddy",68,33
"Biddy",54,33
"Biddy",19,33
"Biddy",207,33
"Biddy",79,33
"Biddy",188,33
"Biddy",124,33
"Biddy",94,33
"Biddy",57,33
"Biddy",61,33
"Biddy",118,33
"Biddy",122,33
"Biddy",53,33
"Biddy",62,33
"Biddy",121,33
"Biddy",64,33
"Biddy",142,33
"Biddy",123,33
"Biddy",56,33
"Biddy",96,33
"Biddy",209,33
"Biddy",31,33
"Biddy",206,33
"Biddy",210,33
"Biddy",47,33
"Biddy",69,33
"Biddy",186,33
"Black Bill",112,1
"Camilla",37,9
"Camilla",118,9
"Camilla",157,9
"Camilla",36,9
"Camilla",60,9
"Camilla",34,9
"Camilla",35,9
"Camilla",205,9
"Camilla",88,9
"Clara Barley",163,12
"Clara Barley",187,12
"Clara Barley",107,12
"Clara Barley",111,12
"Clara Barley",165,12
