"source" "target" "tag"
4 5 "John Jasper"
4 5 "Septimus Crisparkle"
4 5 "The Dean"
5 6 "Edwin Drood"
5 6 "John Jasper"
6 7 "Edwin Drood"
6 7 "John Jasper"
7 8 "John Jasper"
7 10 "Edwin Drood"
9 10 "Miss Twinkleton"
9 10 "Mr Porters"
10 11 "Edwin Drood"
10 11 "Miss Twinkleton"
10 11 "Mrs Tisher"
10 11 "Rosa Bud"
11 12 "Edwin Drood"
8 12 "John Jasper"
11 12 "Miss Twinkleton"
11 12 "Rosa Bud"
12 13 "Edwin Drood"
12 13 "Rosa Bud"
12 14 "John Jasper"
5 14 "The Dean"
14 15 "John Jasper"
14 15 "Thomas Sapsea"
15 16 "John Jasper"
14 16 "The Dean"
15 16 "Thomas Sapsea"
16 17 "Durdles"
16 17 "John Jasper"
16 17 "Thomas Sapsea"
17 18 "Durdles"
17 18 "John Jasper"
17 18 "Thomas Sapsea"
18 19 "Deputy"
18 19 "Durdles"
18 19 "John Jasper"
18 19 "Thomas Sapsea"
19 20 "Durdles"
19 20 "John Jasper"
5 21 "Septimus Crisparkle"
20 22 "John Jasper"
21 22 "Luke Honeythunder"
12 22 "Miss Twinkleton"
21 22 "Mrs Crisparkle"
21 22 "Septimus Crisparkle"
19 22 "Thomas Sapsea"
22 23 "Helena Landless"
22 23 "Luke Honeythunder"
22 23 "Mrs Crisparkle"
22 23 "Neville Landless"
22 23 "Septimus Crisparkle"
23 24 "Luke Honeythunder"
22 24 "Miss Twinkleton"
4 24 "Mr Tope"
23 24 "Septimus Crisparkle"
24 25 "Luke Honeythunder"
23 25 "Neville Landless"
24 25 "Septimus Crisparkle"
13 26 "Edwin Drood"
23 26 "Helena Landless"
22 26 "John Jasper"
25 26 "Luke Honeythunder"
24 26 "Miss Twinkleton"
24 26 "Mr Tope"
23 26 "Mrs Crisparkle"
25 26 "Neville Landless"
13 26 "Rosa Bud"
25 26 "Septimus Crisparkle"
26 27 "Edwin Drood"
26 27 "Helena Landless"
26 27 "John Jasper"
26 27 "Miss Twinkleton"
26 27 "Mrs Crisparkle"
11 27 "Mrs Tisher"
26 27 "Rosa Bud"
