"root_node_id" "tag"
"3" "Joe"
"3" "Tom"
"4" "Jarvis Lorry"
"4" "Jerry Cruncher"
"9" "Doctor Manette"
"14" "Gaspard"
"14" "Thérèse Defarge"
"15" "Ernest Defarge"
"15" "Jacques"
"24" "Mrs Cruncher"
"24" "Young Jerry Cruncher"
"27" "Charles St Evrémonde"
"29" "Solomon Pross"
"30" "Roger Cly"
"32" "Mr Stryver"
"32" "Sydney Carton"
"34" "Lucie Manette"
"40" "Miss Pross"
"45" "Marquis St Evrémonde II"
"49" "Théophile Gabelle"
"89" "Mrs Stryver"
"94" "Foulon"
"94" "The Vengeance"
"139" "Marquis St Evrémonde I"
