"root_node_id" "tag"
"1" "Hugh"
"1" "Mary Jones"
"1" "Ned Dennis"
"3" "John Willet"
"4" "Phil Parkes"
"4" "Tom Cobb"
"5" "Emma Haredale"
"5" "Geoffrey Haredale"
"5" "Joe Willet"
"7" "Solomon Daisy"
"8" "Mr Rudge"
"10" "Gabriel Varden"
"11" "Martha Varden"
"13" "Dolly Varden"
"14" "Barnaby Rudge"
"18" "Simon Tappertit"
"19" "Edward Chester"
"19" "Mrs Rudge"
"21" "John Chester"
"27" "Miggs"
"30" "Stagg"
"31" "Mark Gilbert"
"47" "The Black Lion"
"85" "Peak"
"122" "John Grueby"
"122" "Lord George Gordon"
"123" "Gashford"
"174" "General Conway"
"206" "Tom Green"
"216" "Philips"
"217" "John Fielding"
"226" "Akerman"
"239" "Lord Algernon Percy"
"260" "Herbert"
