"Character","Node"
"AnneMitchell","81"
"AnneThorpe","57, 25, 44, 18, 26, 45, 43, 10, 8, 17"
"CaptainFrederickTilney","77, 83, 54, 84, 56, 76, 57, 42, 78, 74, 66, 81, 82, 49, 58, 48, 79"
"CaptainHunt","13"
"CatherineMorland","1, 9, 66, 2, 40, 20, 67, 57, 93, 19, 3, 4, 42, 78, 8, 21, 51, 15, 70, 74, 16, 92, 7, 46, 29, 83, 62, 69, 91, 58, 17"
"CharlesHodges","48, 81"
"Dorothy","59, 60"
"EdwardThorpe","8"
"EleanorTilney","25, 33, 37, 51, 23, 36, 87, 46, 59, 77, 84, 94, 61, 24, 38, 48, 41, 86, 83, 95, 72, 81, 21, 42, 68, 31, 52, 65, 58, 26, 74, 66, 75, 67, 30, 63, 88, 90, 76, 85, 29, 20, 79, 89, 73, 93, 28, 19, 70, 69, 39, 78, 34, 62, 40"
"Emily","43"
"Freeman","16"
"GeneralCourteney","51"
"GeneralTilney","93, 91, 28, 33, 88, 51, 37, 63, 48, 38, 62, 92, 58, 34, 85, 89"
"GeorgeMorland","2, 1, 42, 88"
"GeorgeParry","4"
"HarrietMorland","1, 88, 2"
"IsabellaThorpe","47, 92, 13, 89, 19, 21, 77, 81, 33, 23, 46, 74, 38, 37, 45, 54, 57, 43, 16, 50, 82, 48, 18, 8, 36, 20, 15, 25, 93, 30, 17, 44, 76, 78, 9, 83, 10, 53, 56, 31, 58, 75, 55, 42, 39, 49, 52, 28, 79, 14, 26"
"Jackson","16"
"JamesMorland","1, 94, 44, 95, 88, 25, 81, 23, 21, 31, 47, 83, 2, 42, 45, 54, 28, 51, 75, 90, 76, 18, 37, 17, 15, 36, 43, 93, 57, 19, 3, 46, 13, 50, 53, 20, 56, 29, 91, 16, 89, 77, 38, 8, 22, 92"
"JohnThorpe","20, 46, 38, 30, 19, 93, 25, 36, 29, 94, 24, 54, 23, 8, 31, 17, 15, 10, 44, 21, 48, 43, 53, 22, 37, 26, 57, 34, 92, 76, 18, 16"
"LadyAliceLongtown","86"
"LittleRichardMorland","1, 91, 2"
"MariaThorpe","8, 25, 10, 17, 45, 44, 43, 18, 57"
"MarquisofLongtown","51, 86, 84"
"MissAndrews","44, 13, 14"
"MrAllen","39, 9, 51, 63, 17, 41, 29, 92, 3, 93, 25, 66, 31, 85, 18, 58, 2, 10, 91, 7, 67, 28, 40, 34, 4, 89, 68, 22, 38, 47"
"MrDrummond","24"
"MrHenryTilney","10, 63, 89, 30, 72, 78, 58, 40, 6, 36, 54, 75, 83, 52, 69, 56, 80, 18, 41, 33, 48, 77, 64, 90, 57, 37, 94, 82, 24, 31, 79, 62, 70, 95, 91, 87, 67, 28, 39, 60, 85, 13, 92, 76, 26, 66, 53, 49, 8, 34, 51, 42, 81, 93, 20, 59, 73, 19, 65, 7"
"MrKing","6"
"MrRichardMorland","76, 83, 1, 2, 88, 51, 94"
"MrsAllen","8, 75, 89, 23, 21, 6, 30, 34, 10, 38, 85, 19, 3, 7, 69, 58, 92, 53, 25, 17, 43, 90, 4, 51, 91, 65, 20, 18, 54, 29, 67, 42, 47, 24, 28, 33, 93"
"MrsHughes","24, 23, 49, 19, 26, 25"
"MrsThorpe","23, 8, 17, 9, 50, 45, 89, 26, 18, 25, 10, 57, 38, 16, 20, 19"
"MrsTilney","24, 71, 73, 72, 67"
"SarahMoreland","1, 88, 3, 92"
"Sophia","43"
"TheViscount","94"
"William","38, 59"
"WilliamThorpe","8"
