"","V1","V2"
"1","Mr Gridley","Mr Tangle"
"2","Lady Dedlock","Sir Dedlock"
"3","Bob Stables","Lady Dedlock"
"4","Bob Stables","Mercury"
"5","Bob Stables","Mr Tulkinghorn"
"6","Bob Stables","Sir Dedlock"
"7","Lady Dedlock","Mercury"
"8","Lady Dedlock","Mr Tulkinghorn"
"9","Mercury","Mr Tulkinghorn"
"10","Mercury","Sir Dedlock"
"11","Mr Tulkinghorn","Sir Dedlock"
"12","Lady Dedlock","Sladdery"
"13","Mercury","Sladdery"
"14","Mr Tulkinghorn","Sladdery"
"15","Sir Dedlock","Sladdery"
"16","Esther Summerson","Mrs Chadband"
"17","Conversation Kenge","Esther Summerson"
"18","Conversation Kenge","John Jarndyce"
"19","Conversation Kenge","Miss Barbary"
"20","Conversation Kenge","Mrs Chadband"
"21","Esther Summerson","John Jarndyce"
"22","Esther Summerson","Miss Barbary"
"23","John Jarndyce","Miss Barbary"
"24","John Jarndyce","Mrs Chadband"
"25","Miss Barbary","Mrs Chadband"
"26","Conversation Kenge","Miss Donny"
"27","Esther Summerson","Miss Donny"
"28","John Jarndyce","Miss Donny"
"29","Ada Clare","Conversation Kenge"
"30","Ada Clare","John Jarndyce"
"31","Ada Clare","Richard Carstone"
"32","Conversation Kenge","Richard Carstone"
"33","John Jarndyce","Richard Carstone"
"34","Conversation Kenge","Mr Jellby"
"35","Conversation Kenge","William Guppy"
"36","John Jarndyce","Mr Jellby"
"37","John Jarndyce","William Guppy"
"38","Mr Jellby","Richard Carstone"
"39","Mr Jellby","William Guppy"
"40","Richard Carstone","William Guppy"
"41","Ada Clare","Caroline Caddy"
"42","Ada Clare","Peepy Jellby"
"43","Caroline Caddy","John Jarndyce"
"44","Caroline Caddy","Peepy Jellby"
"45","Caroline Caddy","Richard Carstone"
"46","John Jarndyce","Peepy Jellby"
"47","Peepy Jellby","Richard Carstone"
"48","Ada Clare","Mr Jellby"
"49","Caroline Caddy","Mr Jellby"
"50","Mr Jellby","Peepy Jellby"
"51","Ada Clare","Esther Summerson"
"52","Ada Clare","Mr Quale"
"53","Esther Summerson","Mr Jellby"
"54","Esther Summerson","Mr Quale"
"55","Esther Summerson","Peepy Jellby"
"56","Esther Summerson","Richard Carstone"
"57","John Jarndyce","Mr Quale"
"58","Mr Jellby","Mr Quale"
"59","Mr Quale","Peepy Jellby"
"60","Mr Quale","Richard Carstone"
"61","Ada Clare","Priscilla"
"62","Peepy Jellby","Priscilla"
"63","Mr Quale","Priscilla"
"64","Priscilla","Richard Carstone"
"65","Ada Clare","Captain Hawden"
"66","Ada Clare","Krook"
"67","Captain Hawden","Krook"
"68","Captain Hawden","Richard Carstone"
"69","Krook","Richard Carstone"
"70","Caroline Caddy","Krook"
"71","John Jarndyce","Krook"
"72","Krook","Peepy Jellby"
"73","Caroline Caddy","Esther Summerson"
"74","Ada Clare","Mr Skimpole"
"75","John Jarndyce","Mr Skimpole"
"76","Mr Skimpole","Richard Carstone"
"77","Coavinses","Conversation Kenge"
"78","Coavinses","Mr Skimpole"
"79","Coavinses","Richard Carstone"
"80","Conversation Kenge","Mr Skimpole"
"81","Ada Clare","Coavinses"
"82","Ada Clare","Mrs Skimpole"
"83","Coavinses","Esther Summerson"
"84","Coavinses","John Jarndyce"
"85","Coavinses","Mrs Skimpole"
"86","Esther Summerson","Mr Skimpole"
"87","Esther Summerson","Mrs Skimpole"
"88","John Jarndyce","Mrs Skimpole"
"89","Mr Skimpole","Mrs Skimpole"
"90","Mrs Skimpole","Richard Carstone"
"91","Esther Summerson","Lady Dedlock"
"92","Esther Summerson","Mrs Rouncewell"
"93","Esther Summerson","Sir Dedlock"
"94","Lady Dedlock","Mrs Rouncewell"
"95","Mrs Rouncewell","Sir Dedlock"
"96","Mr Rouncewell","Mrs Rouncewell"
"97","Mr Rouncewell","Sir Dedlock"
"98","Lady Dedlock","Rosa"
"99","Lady Dedlock","Watt Rouncewell"
"100","Lady Dedlock","William Guppy"
"101","Mr Tulkinghorn","Mrs Rouncewell"
