"","V1","V2"
"1","John Baptist Cavalletto","Rigaud"
"2","John Baptist Cavalletto","Madame Barronneau"
"3","Madame Barronneau","Rigaud"
"4","Harriet Beadle","Minnie Meagles"
"5","Harriet Beadle","Mr Meagles"
"6","Harriet Beadle","Mrs Meagles"
"7","Minnie Meagles","Mr Meagles"
"8","Minnie Meagles","Mrs Meagles"
"9","Mr Meagles","Mrs Meagles"
"10","Arthur Clennam","Harriet Beadle"
"11","Arthur Clennam","Minnie Meagles"
"12","Arthur Clennam","Mr Meagles"
"13","Arthur Clennam","Mrs Meagles"
"14","Arthur Clennam","Miss Wade"
"15","Minnie Meagles","Miss Wade"
"16","Miss Wade","Mr Meagles"
"17","Affery Flintwinch","Arthur Clennam"
"18","Affery Flintwinch","Mrs Clennam"
"19","Arthur Clennam","Mrs Clennam"
"20","Affery Flintwinch","Jeremiah Flintwinch"
"21","Affery Flintwinch","Physician"
"22","Arthur Clennam","Jeremiah Flintwinch"
"23","Arthur Clennam","Physician"
"24","Jeremiah Flintwinch","Mrs Clennam"
"25","Jeremiah Flintwinch","Physician"
"26","Mrs Clennam","Physician"
"27","Affery Flintwinch","Amy Dorrit"
"28","Amy Dorrit","Arthur Clennam"
"29","Amy Dorrit","Mrs Clennam"
"30","Amy Dorrit","Jeremiah Flintwinch"
"31","Doctor Haggage","Mrs Bangham"
"32","Mr William Dorrit","Mrs Bangham"
"33","Bob","Doctor Haggage"
"34","Bob","Mr William Dorrit"
"35","Doctor Haggage","Mr William Dorrit"
"36","Amy Dorrit","Fanny Dorrit"
"37","Amy Dorrit","Mr William Dorrit"
"38","Amy Dorrit","Mrs Bangham"
"39","Fanny Dorrit","Mr William Dorrit"
"40","Fanny Dorrit","Mrs Bangham"
"41","Amy Dorrit","Bob"
"42","Amy Dorrit","Edward Dorrit"
"43","Amy Dorrit","Slingo"
"44","Bob","Edward Dorrit"
"45","Bob","Mrs Bangham"
"46","Bob","Slingo"
"47","Edward Dorrit","Mrs Bangham"
"48","Edward Dorrit","Slingo"
"49","Mrs Bangham","Slingo"
"50","Arthur Clennam","Edward Dorrit"
"51","Arthur Clennam","Mr William Dorrit"
"52","Edward Dorrit","Mr William Dorrit"
"53","Amy Dorrit","Mr Frederick Dorrit"
"54","Arthur Clennam","Mr Frederick Dorrit"
"55","Mr Frederick Dorrit","Mr William Dorrit"
"56","Arthur Clennam","Fanny Dorrit"
"57","Edward Dorrit","Fanny Dorrit"
"58","Edward Dorrit","Mr Frederick Dorrit"
"59","Fanny Dorrit","Mr Frederick Dorrit"
"60","Edward Dorrit","Mrs Clennam"
"61","Amy Dorrit","Mr Cripples"
"62","Arthur Clennam","Mr Cripples"
"63","Fanny Dorrit","Mr Cripples"
"64","Mr Cripples","Mr William Dorrit"
"65","Amy Dorrit","Mr Tite Barnacle"
"66","Arthur Clennam","Mr Tite Barnacle"
"67","Fanny Dorrit","Mr Tite Barnacle"
"68","Amy Dorrit","Maggy"
"69","Amy Dorrit","Mr Plornish"
"70","Arthur Clennam","Maggy"
"71","Arthur Clennam","Mr Plornish"
"72","Maggy","Mr Plornish"
"73","Arthur Clennam","Clarence Barnacle"
"74","Arthur Clennam","Mrs Tite Barnacle"
"75","Clarence Barnacle","Mr Tite Barnacle"
"76","Clarence Barnacle","Mrs Tite Barnacle"
"77","Mr Tite Barnacle","Mrs Tite Barnacle"
"78","Arthur Clennam","Ferdinand Barnacle"
"79","Ferdinand Barnacle","Mr Tite Barnacle"
"80","Ferdinand Barnacle","Mr William Dorrit"
"81","Mr Tite Barnacle","Mr William Dorrit"
"82","Arthur Clennam","Mr Wobbler"
"83","Arthur Clennam","Daniel Doyce"
"84","Daniel Doyce","Mr Meagles"
"85","Amy Dorrit","Daniel Doyce"
"86","Amy Dorrit","Mr Meagles"
"87","Amy Dorrit","Mrs Plornish"
"88","Arthur Clennam","Mrs Plornish"
"89","Daniel Doyce","Mr Plornish"
"90","Daniel Doyce","Mrs Plornish"
"91","Mr Meagles","Mr Plornish"
"92","Mr Meagles","Mrs Plornish"
"93","Mr Plornish","Mrs Plornish"
"94","Mr Plornish","Mr William Dorrit"
"95","Mr William Dorrit","Mrs Plornish"
"96","Arthur Clennam","Captain Maroon"
"97","Arthur Clennam","Christopher Casby"
"98","Arthur Clennam","Mr Pancks"
"99","Arthur Clennam","Mrs Captain Barbary"
"100","Captain Maroon","Christopher Casby"
