"t" "specificity" "diversity" "ShannonWiener" "Pielou" "Richness" "" "" ""
1 0 0 1.6094379124341 1 5 0 NA 0
2 0 1 1.55958115625988 0.969022255665134 5 1 0.5 0
3 0 2 1.83378554682005 0.942379352772432 7 1 0.5 0
4 0 3 1.78680833998457 0.918237844050518 7 2 0.333333333333333 0
5 0 4 1.85712275035081 0.893087260751062 8 2 0.3 0.111111089587212
6 0 5 1.81513659937273 0.872896190150366 8 3 0.233333333333333 0.204081624746323
7 0 6 2.44416996031194 0.862684755258391 17 4 0.19047619047619 0.2421875
8 0 7 2.65825167789279 0.873125993408848 21 5 0.160714285714286 0.314814805984497
9 0 8 2.61254306824388 0.85811260113341 21 5 0.166666666666667 0.413194447755814
10 1 8 2.56483763060869 0.842443333256093 21 5 0.144444444444444 0.423076927661896
11 0 9 2.57522064052865 0.833123672478441 22 6 0.127272727272727 0.446428596973419
12 0 10 2.57080409929749 0.819903952058697 23 6 0.121212121212121 0.521484375
13 0 11 2.56697736470956 0.807719913425293 24 7 0.108974358974359 0.54152250289917
14 0 12 2.58537802757263 0.813509828840619 24 8 0.0989010989010989 0.554012298583984
15 1 12 2.59609188382645 0.816881029212215 24 9 0.0904761904761905 0.563711881637573
16 0 13 2.59306490351746 0.815928565701343 24 9 0.0916666666666667 0.565082669258118
17 0 14 2.58767299099753 0.814231957397091 24 9 0.0845588235294118 0.564272224903107
18 0 15 2.57248233277948 0.809452095560582 24 9 0.0849673202614379 0.522189378738403
19 0 16 2.54836697707487 0.80186400643688 24 9 0.0789473684210526 0.530864179134369
20 0 17 2.6414194619923 0.792694282096575 28 9 0.0763157894736842 0.557669460773468
21 0 18 2.73541273013321 0.804249922360114 30 9 0.0714285714285714 0.523333370685577
22 0 19 2.77386288460066 0.815554810066649 30 9 0.0670995670995671 0.559833526611328
23 0 20 2.75161945241043 0.809014927285908 30 9 0.0671936758893281 0.58304500579834
24 1 5 2.72421164444548 0.800956645190103 30 9 0.0634057971014493 0.579591870307922
25 2 5 2.69784087430944 0.793203266842165 30 10 0.06 0.581018567085266
26 0 21 2.7559709642106 0.788206779411255 33 10 0.06 0.603550255298615
