"","V1","V2"
"1","Abel Magwitch","Joe Gargery"
"2","Abel Magwitch","Mrs Joe Gargery"
"3","Abel Magwitch","Pip"
"4","Joe Gargery","Mrs Joe Gargery"
"5","Joe Gargery","Pip"
"6","Mrs Joe Gargery","Pip"
"7","Avenger","Joe Gargery"
"8","Avenger","Mrs Joe Gargery"
"9","Avenger","Pip"
"10","Joe Gargery","Mr Hubble"
"11","Joe Gargery","Mr Wopsle"
"12","Joe Gargery","Mrs Hubble"
"13","Joe Gargery","Uncle Pumblechook"
"14","Mr Hubble","Mr Wopsle"
"15","Mr Hubble","Mrs Hubble"
"16","Mr Hubble","Mrs Joe Gargery"
"17","Mr Hubble","Uncle Pumblechook"
"18","Mr Wopsle","Mrs Hubble"
"19","Mr Wopsle","Mrs Joe Gargery"
"20","Mr Wopsle","Uncle Pumblechook"
"21","Mrs Hubble","Mrs Joe Gargery"
"22","Mrs Hubble","Uncle Pumblechook"
"23","Mrs Joe Gargery","Uncle Pumblechook"
"24","Dunstable","Joe Gargery"
"25","Dunstable","Mr Hubble"
"26","Dunstable","Mr Wopsle"
"27","Dunstable","Mrs Hubble"
"28","Dunstable","Mrs Joe Gargery"
"29","Dunstable","Uncle Pumblechook"
"30","Mr Hubble","Pip"
"31","Mr Wopsle","Pip"
"32","Pip","Uncle Pumblechook"
"33","Abel Magwitch","Compeyson"
"34","Abel Magwitch","Mr Wopsle"
"35","Compeyson","Joe Gargery"
"36","Compeyson","Mr Wopsle"
"37","Compeyson","Mrs Joe Gargery"
"38","Biddy","Joe Gargery"
"39","Biddy","Mr Wopsle"
"40","Biddy","Mrs Joe Gargery"
"41","Biddy","Pip"
"42","Joe Gargery","Miss Havisham"
"43","Miss Havisham","Mrs Joe Gargery"
"44","Miss Havisham","Pip"
"45","Miss Havisham","Uncle Pumblechook"
"46","Estella","Miss Havisham"
"47","Estella","Mrs Joe Gargery"
"48","Estella","Uncle Pumblechook"
"49","Estella","Joe Gargery"
"50","Estella","Pip"
"51","Miss Havisham","Mr Wopsle"
"52","Camilla","Estella"
"53","Camilla","Miss Havisham"
"54","Camilla","Mr Camilla"
"55","Camilla","Mrs Joe Gargery"
"56","Estella","Mr Camilla"
"57","Miss Havisham","Mr Camilla"
"58","Mr Camilla","Mrs Joe Gargery"
"59","Bentley Drummle","Camilla"
"60","Bentley Drummle","Estella"
"61","Bentley Drummle","Miss Havisham"
"62","Bentley Drummle","Sarah Pocket"
"63","Camilla","Sarah Pocket"
"64","Estella","Sarah Pocket"
"65","Miss Havisham","Sarah Pocket"
"66","Camilla","Uncle Pumblechook"
"67","Mr Camilla","Sarah Pocket"
"68","Mr Camilla","Uncle Pumblechook"
"69","Sarah Pocket","Uncle Pumblechook"
"70","Camilla","Georiana Pocket"
"71","Camilla","Mr Pocket"
"72","Camilla","Pip"
"73","Estella","Georiana Pocket"
"74","Estella","Mr Pocket"
"75","Georiana Pocket","Miss Havisham"
"76","Georiana Pocket","Mr Camilla"
"77","Georiana Pocket","Mr Pocket"
"78","Georiana Pocket","Pip"
"79","Georiana Pocket","Sarah Pocket"
"80","Miss Havisham","Mr Pocket"
"81","Mr Camilla","Mr Pocket"
"82","Mr Camilla","Pip"
"83","Mr Pocket","Pip"
"84","Mr Pocket","Sarah Pocket"
"85","Pip","Sarah Pocket"
"86","Estella","Herbert Pocket"
"87","Herbert Pocket","Joe Gargery"
"88","Herbert Pocket","Miss Havisham"
"89","Biddy","Estella"
"90","Biddy","Herbert Pocket"
"91","Biddy","Miss Havisham"
"92","Biddy","Uncle Pumblechook"
"93","Herbert Pocket","Mrs Joe Gargery"
"94","Herbert Pocket","Uncle Pumblechook"
"95","Estella","Mr Wopsle"
