"source" "target" "tag"
3 4 "Kit Nubbles"
3 4 "Little Nell"
3 4 "Nell Trent"
2 4 "Nell's Grandfather"
4 5 "Little Nell"
4 5 "Nell Trent"
4 5 "Nell's Grandfather"
5 7 "Nell's Grandfather"
7 8 "Dick Swiveller"
7 8 "Nell's Grandfather"
8 9 "Dick Swiveller"
5 9 "Little Nell"
5 9 "Nell Trent"
8 9 "Nell's Grandfather"
9 10 "Dick Swiveller"
9 10 "Little Nell"
9 10 "Nell Trent"
9 10 "Nell's Grandfather"
10 11 "Daniel Quilp"
10 11 "Dick Swiveller"
10 11 "Little Nell"
10 11 "Nell Trent"
4 12 "Kit Nubbles"
11 12 "Little Nell"
11 12 "Nell Trent"
11 13 "Daniel Quilp"
11 13 "Mrs Betsy Quilp"
13 14 "Daniel Quilp"
13 14 "Mrs Betsy Quilp"
13 14 "Mrs Jiniwin"
14 15 "Daniel Quilp"
14 15 "Mrs Betsy Quilp"
14 15 "Mrs Henrietta Simmons"
14 15 "Mrs Jiniwin"
15 16 "Daniel Quilp"
15 16 "Mrs Betsy Quilp"
16 17 "Daniel Quilp"
16 17 "Mrs Betsy Quilp"
15 17 "Mrs Jiniwin"
17 18 "Daniel Quilp"
18 19 "Daniel Quilp"
12 19 "Little Nell"
12 19 "Nell Trent"
19 20 "Daniel Quilp"
12 20 "Kit Nubbles"
19 20 "Little Nell"
17 20 "Mrs Betsy Quilp"
19 20 "Nell Trent"
20 21 "Daniel Quilp"
20 21 "Kit Nubbles"
20 21 "Little Nell"
20 21 "Mrs Betsy Quilp"
20 21 "Nell Trent"
10 21 "Nell's Grandfather"
21 22 "Daniel Quilp"
21 22 "Kit Nubbles"
21 22 "Little Nell"
21 22 "Mrs Betsy Quilp"
21 22 "Nell Trent"
21 22 "Nell's Grandfather"
22 23 "Daniel Quilp"
22 23 "Mrs Betsy Quilp"
11 24 "Dick Swiveller"
21 24 "Frederick Trent"
22 24 "Nell's Grandfather"
24 25 "Dick Swiveller"
24 25 "Frederick Trent"
22 25 "Little Nell"
22 25 "Nell Trent"
25 26 "Dick Swiveller"
25 26 "Frederick Trent"
26 27 "Dick Swiveller"
26 27 "Frederick Trent"
26 27 "Sophia Wackles"
27 28 "Dick Swiveller"
27 28 "Sophia Wackles"
28 29 "Dick Swiveller"
28 29 "Jane Wackles"
28 29 "Miss Cheggs"
28 29 "Mr Cheggs"
28 29 "Mrs Wackles"
28 29 "Sophia Wackles"
29 30 "Dick Swiveller"
27 30 "Frederick Trent"
29 30 "Jane Wackles"
29 30 "Miss Cheggs"
29 30 "Mr Cheggs"
29 30 "Mrs Wackles"
29 30 "Sophia Wackles"
25 31 "Little Nell"
23 31 "Mrs Betsy Quilp"
25 31 "Nell Trent"
23 32 "Daniel Quilp"
31 32 "Little Nell"
31 32 "Mrs Betsy Quilp"
31 32 "Nell Trent"
24 32 "Nell's Grandfather"
32 33 "Daniel Quilp"
32 33 "Little Nell"
32 33 "Nell Trent"
33 34 "Daniel Quilp"
22 34 "Kit Nubbles"
34 35 "Daniel Quilp"
34 35 "Kit Nubbles"
35 36 "Kit Nubbles"
33 36 "Little Nell"
35 36 "Mrs Nubbles"
33 36 "Nell Trent"
36 37 "Kit Nubbles"
35 38 "Daniel Quilp"
38 39 "Daniel Quilp"
37 39 "Kit Nubbles"
36 39 "Little Nell"
36 39 "Nell Trent"
32 39 "Nell's Grandfather"
38 39 "Sampson Brass"
39 40 "Daniel Quilp"
39 40 "Kit Nubbles"
39 40 "Little Nell"
39 40 "Nell Trent"
39 40 "Sampson Brass"
40 42 "Daniel Quilp"
40 42 "Little Nell"
40 42 "Nell Trent"
40 42 "Sampson Brass"
40 43 "Kit Nubbles"
42 43 "Little Nell"
42 43 "Nell Trent"
39 43 "Nell's Grandfather"
42 44 "Daniel Quilp"
43 44 "Little Nell"
43 44 "Nell Trent"
42 44 "Sampson Brass"
44 45 "Daniel Quilp"
30 45 "Dick Swiveller"
32 45 "Mrs Betsy Quilp"
44 45 "Sampson Brass"
45 46 "Daniel Quilp"
45 46 "Dick Swiveller"
30 46 "Frederick Trent"
44 46 "Little Nell"
45 46 "Mrs Betsy Quilp"
44 46 "Nell Trent"
45 46 "Sampson Brass"
30 46 "Sophia Wackles"
46 47 "Daniel Quilp"
46 47 "Dick Swiveller"
