"source" "target" "tag"
"361" 52 53 "Lady Russell"
"362" 52 53 "Mr William Elliot"
"363" 52 53 "Mrs Penelope Clay"
"364" 53 54 "Anne Elliot"
"365" 53 54 "Elizabeth Elliot"
"366" 3 54 "Lady Elliot"
"367" 53 54 "Lady Russell"
"368" 51 54 "Mary Elliot"
"369" 53 54 "Mr William Elliot"
"370" 52 54 "Sir Walter Elliot"
"371" 54 55 "Anne Elliot"
"372" 53 55 "Mrs Penelope Clay"
"373" 54 55 "Sir Walter Elliot"
"374" 55 56 "Anne Elliot"
"375" 54 56 "Elizabeth Elliot"
"376" 54 56 "Lady Russell"
"377" 55 56 "Sir Walter Elliot"
"378" 56 57 "Anne Elliot"
"379" 56 57 "Elizabeth Elliot"
"380" 55 57 "Mrs Penelope Clay"
"381" 56 57 "Mrs Smith"
"382" 56 57 "Sir Walter Elliot"
"383" 54 57 "The Dowager Countess Dalrymple"
"384" 57 58 "Anne Elliot"
"385" 53 58 "Colonel Wallis"
"386" 57 58 "Elizabeth Elliot"
"387" 54 58 "Lady Elliot"
"388" 56 58 "Lady Russell"
"389" 54 58 "Mr William Elliot"
"390" 57 58 "Mrs Penelope Clay"
"391" 57 58 "Mrs Smith"
"392" 57 58 "Sir Walter Elliot"
"393" 58 59 "Anne Elliot"
"394" 58 59 "Lady Elliot"
"395" 58 59 "Lady Russell"
"396" 58 59 "Mr William Elliot"
"397" 58 59 "Mrs Penelope Clay"
"398" 46 60 "Admiral Croft"
"399" 59 60 "Anne Elliot"
"400" 48 60 "Captain Benwick"
"401" 49 60 "Captain Harville"
"402" 48 60 "Charles Hayter"
"403" 48 60 "Charles Musgrove"
"404" 48 60 "Henrietta Musgrove"
"405" 20 60 "Jemima"
"406" 49 60 "Louisa Musgrove"
"407" 54 60 "Mary Elliot"
"408" 27 60 "Mr Hayter"
"409" 59 60 "Mr William Elliot"
"410" 46 60 "Mrs Croft"
"411" 27 60 "Mrs Hayter"
"412" 59 60 "Mrs Penelope Clay"
"413" 58 60 "Sir Walter Elliot"
"414" 60 61 "Admiral Croft"
"415" 60 61 "Anne Elliot"
"416" 60 61 "Captain Benwick"
"417" 49 61 "Captain Frederick Wentworth"
"418" 60 61 "Captain Harville"
"419" 60 61 "Charles Hayter"
"420" 60 61 "Charles Musgrove"
"421" 48 61 "Elder Mr Charles Musgrove"
"422" 58 61 "Elizabeth Elliot"
"423" 60 61 "Henrietta Musgrove"
"424" 60 61 "Louisa Musgrove"
"425" 60 61 "Mary Elliot"
"426" 60 61 "Mrs Croft"
"427" 60 61 "Mrs Penelope Clay"
"428" 60 61 "Sir Walter Elliot"
"429" 57 61 "The Dowager Countess Dalrymple"
"430" 61 62 "Admiral Croft"
"431" 61 62 "Anne Elliot"
"432" 61 62 "Captain Benwick"
"433" 61 62 "Captain Frederick Wentworth"
"434" 61 62 "Elizabeth Elliot"
"435" 59 62 "Lady Russell"
"436" 61 62 "Louisa Musgrove"
"437" 61 62 "Mrs Croft"
"438" 61 62 "Sir Walter Elliot"
"439" 62 63 "Admiral Croft"
"440" 62 63 "Anne Elliot"
"441" 62 63 "Captain Benwick"
"442" 62 63 "Captain Frederick Wentworth"
"443" 61 63 "Captain Harville"
"444" 27 63 "Edward Wentworth"
"445" 62 63 "Louisa Musgrove"
"446" 62 63 "Mrs Croft"
"447" 63 64 "Admiral Croft"
"448" 63 64 "Anne Elliot"
"449" 61 64 "Henrietta Musgrove"
"450" 63 64 "Mrs Croft"
"451" 64 65 "Admiral Croft"
"452" 64 65 "Anne Elliot"
"453" 63 65 "Captain Frederick Wentworth"
"454" 61 65 "Charles Musgrove"
"455" 61 65 "Elder Mr Charles Musgrove"
"456" 62 65 "Elizabeth Elliot"
"457" 64 65 "Henrietta Musgrove"
"458" 63 65 "Louisa Musgrove"
"459" 61 65 "Mary Elliot"
"460" 60 65 "Mr William Elliot"
"461" 64 65 "Mrs Croft"
"462" 61 65 "Mrs Penelope Clay"
"463" 61 65 "The Dowager Countess Dalrymple"
"464" 54 65 "The Honourable Miss Carteret"
"465" 65 66 "Anne Elliot"
"466" 63 66 "Captain Benwick"
"467" 65 66 "Captain Frederick Wentworth"
"468" 62 66 "Lady Russell"
"469" 65 66 "Louisa Musgrove"
"470" 65 66 "Mr William Elliot"
"471" 65 66 "Mrs Penelope Clay"
"472" 66 67 "Anne Elliot"
"473" 66 67 "Captain Frederick Wentworth"
"474" 65 67 "Elizabeth Elliot"
"475" 66 67 "Lady Russell"
"476" 58 67 "Mrs Smith"
"477" 62 67 "Sir Walter Elliot"
"478" 65 67 "The Dowager Countess Dalrymple"
"479" 67 68 "Anne Elliot"
"480" 66 68 "Captain Benwick"
"481" 67 68 "Captain Frederick Wentworth"
"482" 63 68 "Captain Harville"
"483" 65 68 "Elder Mr Charles Musgrove"
"484" 67 68 "Elizabeth Elliot"
"485" 47 68 "Fanny Harville"
"486" 66 68 "Louisa Musgrove"
"487" 66 68 "Mrs Penelope Clay"
"488" 67 68 "Sir Walter Elliot"
"489" 67 68 "The Dowager Countess Dalrymple"
"490" 68 69 "Anne Elliot"
"491" 68 69 "Captain Benwick"
"492" 68 69 "Captain Frederick Wentworth"
"493" 58 69 "Colonel Wallis"
"494" 68 69 "Elizabeth Elliot"
"495" 67 69 "Lady Russell"
"496" 68 69 "Louisa Musgrove"
"497" 66 69 "Mr William Elliot"
"498" 68 69 "Sir Walter Elliot"
"499" 68 69 "The Dowager Countess Dalrymple"
"500" 65 69 "The Honourable Miss Carteret"
"501" 69 70 "Anne Elliot"
"502" 69 70 "Captain Frederick Wentworth"
"503" 69 70 "Colonel Wallis"
"504" 63 70 "Edward Wentworth"
"505" 69 70 "Elizabeth Elliot"
"506" 69 70 "Lady Russell"
"507" 69 70 "Mr William Elliot"
"508" 69 70 "Sir Walter Elliot"
"509" 69 70 "The Dowager Countess Dalrymple"
"510" 69 70 "The Honourable Miss Carteret"
"511" 70 71 "Anne Elliot"
"512" 70 71 "Captain Frederick Wentworth"
"513" 70 71 "Lady Russell"
"514" 70 71 "Mr William Elliot"
"515" 70 71 "The Honourable Miss Carteret"
"516" 71 72 "Anne Elliot"
"517" 71 72 "Captain Frederick Wentworth"
"518" 71 72 "Mr William Elliot"
"519" 67 72 "Mrs Smith"
"520" 70 72 "The Dowager Countess Dalrymple"
"521" 72 73 "Anne Elliot"
"522" 70 73 "Colonel Wallis"
"523" 72 73 "Mr William Elliot"
"524" 72 73 "Mrs Smith"
"525" 57 73 "Nurse Rooke"
"526" 73 74 "Anne Elliot"
"527" 65 74 "Charles Musgrove"
"528" 73 74 "Mr William Elliot"
"529" 73 74 "Mrs Smith"
"530" 70 74 "Sir Walter Elliot"
"531" 74 75 "Anne Elliot"
"532" 74 75 "Mr William Elliot"
"533" 74 75 "Mrs Smith"
"534" 75 76 "Anne Elliot"
"535" 73 76 "Colonel Wallis"
"536" 70 76 "Elizabeth Elliot"
"537" 75 76 "Mr William Elliot"
"538" 75 76 "Mrs Smith"
"539" 73 76 "Nurse Rooke"
"540" 74 76 "Sir Walter Elliot"
"541" 29 76 "Walter Musgrove"
"542" 76 77 "Anne Elliot"
"543" 76 77 "Colonel Wallis"
"544" 76 77 "Elizabeth Elliot"
"545" 59 77 "Lady Elliot"
"546" 76 77 "Mr William Elliot"
"547" 68 77 "Mrs Penelope Clay"
"548" 76 77 "Mrs Smith"
"549" 76 77 "Sir Walter Elliot"
"550" 77 78 "Anne Elliot"
"551" 75 78 "Charles Smith"
"552" 71 78 "Lady Russell"
"553" 77 78 "Mr William Elliot"
"554" 77 78 "Mrs Smith"
"555" 78 79 "Anne Elliot"
"556" 72 79 "Captain Frederick Wentworth"
"557" 77 79 "Elizabeth Elliot"
"558" 78 79 "Lady Russell"
"559" 78 79 "Mr William Elliot"
"560" 77 79 "Mrs Penelope Clay"
"561" 78 79 "Mrs Smith"
"562" 77 79 "Sir Walter Elliot"
"563" 79 80 "Anne Elliot"
"564" 69 80 "Captain Benwick"
"565" 68 80 "Captain Harville"
"566" 61 80 "Charles Hayter"
"567" 74 80 "Charles Musgrove"
"568" 68 80 "Elder Mr Charles Musgrove"
"569" 79 80 "Elizabeth Elliot"
"570" 65 80 "Henrietta Musgrove"
"571" 79 80 "Lady Russell"
"572" 69 80 "Louisa Musgrove"
"573" 65 80 "Mary Elliot"
"574" 79 80 "Mr William Elliot"
"575" 79 80 "Mrs Penelope Clay"
"576" 79 80 "Sir Walter Elliot"
"577" 80 81 "Anne Elliot"
"578" 80 81 "Captain Benwick"
"579" 80 81 "Charles Hayter"
"580" 80 81 "Charles Musgrove"
"581" 80 81 "Elder Mr Charles Musgrove"
"582" 80 81 "Elizabeth Elliot"
"583" 80 81 "Henrietta Musgrove"
"584" 66 81 "Lady Alicia"
"585" 80 81 "Louisa Musgrove"
"586" 80 81 "Mary Elliot"
"587" 80 81 "Mr William Elliot"
"588" 80 81 "Sir Walter Elliot"
"589" 72 81 "The Dowager Countess Dalrymple"
"590" 71 81 "The Honourable Miss Carteret"
"591" 81 82 "Anne Elliot"
"592" 79 82 "Captain Frederick Wentworth"
"593" 80 82 "Captain Harville"
"594" 81 82 "Charles Musgrove"
"595" 81 82 "Henrietta Musgrove"
"596" 80 82 "Lady Russell"
"597" 81 82 "Louisa Musgrove"
"598" 81 82 "Mary Elliot"
"599" 81 82 "Mr William Elliot"
"600" 80 82 "Mrs Penelope Clay"
"601" 82 83 "Anne Elliot"
"602" 82 83 "Captain Frederick Wentworth"
"603" 82 83 "Charles Musgrove"
"604" 81 83 "Elizabeth Elliot"
"605" 82 83 "Henrietta Musgrove"
"606" 82 83 "Mary Elliot"
"607" 82 83 "Mr William Elliot"
"608" 81 83 "Sir Walter Elliot"
"609" 81 83 "The Dowager Countess Dalrymple"
"610" 81 83 "The Honourable Miss Carteret"
"611" 54 83 "The Late Viscount Dalrymple"
"612" 83 84 "Anne Elliot"
"613" 83 84 "Captain Frederick Wentworth"
"614" 83 84 "Charles Musgrove"
"615" 81 84 "Elder Mr Charles Musgrove"
"616" 83 84 "Elizabeth Elliot"
"617" 83 84 "Henrietta Musgrove"
"618" 82 84 "Louisa Musgrove"
"619" 83 84 "Mary Elliot"
"620" 83 84 "Mr William Elliot"
"621" 82 84 "Mrs Penelope Clay"
"622" 83 84 "Sir Walter Elliot"
"623" 84 85 "Anne Elliot"
"624" 84 85 "Captain Frederick Wentworth"
"625" 82 85 "Captain Harville"
"626" 81 85 "Charles Hayter"
"627" 84 85 "Charles Musgrove"
"628" 84 85 "Elder Mr Charles Musgrove"
"629" 84 85 "Henrietta Musgrove"
"630" 84 85 "Louisa Musgrove"
"631" 84 85 "Mary Elliot"
"632" 84 85 "Mr William Elliot"
"633" 65 85 "Mrs Croft"
"634" 79 85 "Mrs Smith"
"635" 85 86 "Anne Elliot"
"636" 81 86 "Captain Benwick"
"637" 85 86 "Captain Frederick Wentworth"
"638" 85 86 "Captain Harville"
"639" 86 87 "Anne Elliot"
"640" 86 87 "Captain Benwick"
"641" 86 87 "Captain Frederick Wentworth"
"642" 86 87 "Captain Harville"
"643" 85 87 "Mrs Croft"
"644" 87 88 "Anne Elliot"
"645" 87 88 "Captain Frederick Wentworth"
"646" 87 88 "Captain Harville"
"647" 85 88 "Charles Musgrove"
"648" 85 88 "Henrietta Musgrove"
"649" 85 88 "Mary Elliot"
"650" 44 88 "Sarah"
"651" 88 89 "Captain Harville"
"652" 88 89 "Charles Musgrove"
"653" 85 89 "Louisa Musgrove"
"654" 85 89 "Mr William Elliot"
"655" 88 90 "Anne Elliot"
"656" 87 90 "Captain Benwick"
"657" 70 90 "Edward Wentworth"
"658" 85 90 "Elder Mr Charles Musgrove"
"659" 89 90 "Louisa Musgrove"
"660" 89 90 "Mr William Elliot"
"661" 84 90 "Mrs Penelope Clay"
"662" 83 90 "The Dowager Countess Dalrymple"
"663" 65 91 "Admiral Croft"
"664" 88 91 "Captain Frederick Wentworth"
"665" 89 91 "Captain Harville"
"666" 89 91 "Charles Musgrove"
"667" 88 91 "Henrietta Musgrove"
"668" 82 91 "Lady Russell"
"669" 90 91 "Louisa Musgrove"
"670" 88 91 "Mary Elliot"
"671" 87 91 "Mrs Croft"
"672" 90 92 "Anne Elliot"
"673" 90 92 "Captain Benwick"
"674" 91 92 "Captain Frederick Wentworth"
"675" 85 92 "Charles Hayter"
"676" 84 92 "Elizabeth Elliot"
"677" 91 92 "Lady Russell"
"678" 91 92 "Mary Elliot"
"679" 90 92 "Mr William Elliot"
"680" 90 92 "Mrs Penelope Clay"
"681" 84 92 "Sir Walter Elliot"
"682" 92 93 "Anne Elliot"
"683" 92 93 "Captain Frederick Wentworth"
"684" 92 93 "Elizabeth Elliot"
"685" 92 93 "Lady Russell"
"686" 92 93 "Mr William Elliot"
"687" 85 93 "Mrs Smith"
"688" 92 93 "Sir Walter Elliot"
