"Character","Node","Appearances"
"Annamaria Middleton",53,3
"Annamaria Middleton",54,3
"Annamaria Middleton",47,3
"Anne Steele",93,25
"Anne Steele",50,25
"Anne Steele",55,25
"Anne Steele",131,25
"Anne Steele",48,25
"Anne Steele",59,25
"Anne Steele",104,25
"Anne Steele",57,25
"Anne Steele",87,25
"Anne Steele",82,25
"Anne Steele",56,25
"Anne Steele",103,25
"Anne Steele",46,25
"Anne Steele",49,25
"Anne Steele",51,25
"Anne Steele",95,25
"Anne Steele",88,25
"Anne Steele",133,25
"Anne Steele",52,25
"Anne Steele",47,25
"Anne Steele",107,25
"Anne Steele",81,25
"Anne Steele",94,25
"Anne Steele",102,25
"Anne Steele",53,25
"Betty",108,4
"Betty",104,4
"Betty",98,4
"Betty",58,4
"Biddy Henshawe",72,1
"Cartwright",61,1
"ColonelBrandon",143,58
"ColonelBrandon",41,58
"ColonelBrandon",84,58
"ColonelBrandon",89,58
"ColonelBrandon",85,58
"ColonelBrandon",25,58
"ColonelBrandon",111,58
"ColonelBrandon",138,58
"ColonelBrandon",27,58
"ColonelBrandon",29,58
"ColonelBrandon",130,58
"ColonelBrandon",80,58
"ColonelBrandon",127,58
"ColonelBrandon",112,58
"ColonelBrandon",118,58
"ColonelBrandon",126,58
"ColonelBrandon",74,58
"ColonelBrandon",135,58
"ColonelBrandon",26,58
"ColonelBrandon",79,58
"ColonelBrandon",140,58
"ColonelBrandon",45,58
"ColonelBrandon",14,58
"ColonelBrandon",77,58
"ColonelBrandon",20,58
"ColonelBrandon",115,58
"ColonelBrandon",15,58
"ColonelBrandon",73,58
"ColonelBrandon",141,58
"ColonelBrandon",129,58
"ColonelBrandon",75,58
"ColonelBrandon",132,58
"ColonelBrandon",95,58
"ColonelBrandon",139,58
"ColonelBrandon",114,58
"ColonelBrandon",109,58
"ColonelBrandon",107,58
"ColonelBrandon",144,58
"ColonelBrandon",44,58
"ColonelBrandon",110,58
"ColonelBrandon",142,58
"ColonelBrandon",117,58
"ColonelBrandon",81,58
"ColonelBrandon",22,58
"ColonelBrandon",106,58
"ColonelBrandon",63,58
"ColonelBrandon",61,58
"ColonelBrandon",65,58
"ColonelBrandon",116,58
"ColonelBrandon",18,58
"ColonelBrandon",13,58
"ColonelBrandon",133,58
"ColonelBrandon",64,58
"ColonelBrandon",88,58
"ColonelBrandon",60,58
"ColonelBrandon",108,58
"ColonelBrandon",120,58
"ColonelBrandon",87,58
"Edward Ferrars",51,64
"Edward Ferrars",19,64
"Edward Ferrars",135,64
"Edward Ferrars",98,64
"Edward Ferrars",99,64
"Edward Ferrars",109,64
"Edward Ferrars",84,64
"Edward Ferrars",103,64
"Edward Ferrars",39,64
"Edward Ferrars",35,64
"Edward Ferrars",83,64
"Edward Ferrars",94,64
"Edward Ferrars",7,64
"Edward Ferrars",110,64
"Edward Ferrars",52,64
"Edward Ferrars",104,64
"Edward Ferrars",5,64
"Edward Ferrars",41,64
"Edward Ferrars",101,64
"Edward Ferrars",71,64
"Edward Ferrars",143,64
"Edward Ferrars",136,64
"Edward Ferrars",56,64
"Edward Ferrars",137,64
"Edward Ferrars",102,64
"Edward Ferrars",100,64
"Edward Ferrars",80,64
"Edward Ferrars",50,64
"Edward Ferrars",126,64
"Edward Ferrars",90,64
"Edward Ferrars",67,64
"Edward Ferrars",97,64
"Edward Ferrars",38,64
"Edward Ferrars",95,64
"Edward Ferrars",107,64
"Edward Ferrars",9,64
"Edward Ferrars",139,64
"Edward Ferrars",112,64
"Edward Ferrars",8,64
"Edward Ferrars",20,64
"Edward Ferrars",142,64
"Edward Ferrars",48,64
"Edward Ferrars",53,64
"Edward Ferrars",16,64
"Edward Ferrars",87,64
"Edward Ferrars",40,64
"Edward Ferrars",6,64
"Edward Ferrars",92,64
"Edward Ferrars",15,64
"Edward Ferrars",141,64
"Edward Ferrars",113,64
"Edward Ferrars",70,64
"Edward Ferrars",111,64
"Edward Ferrars",138,64
"Edward Ferrars",91,64
"Edward Ferrars",133,64
"Edward Ferrars",59,64
"Edward Ferrars",36,64
"Edward Ferrars",37,64
"Edward Ferrars",49,64
"Edward Ferrars",115,64
"Edward Ferrars",140,64
"Edward Ferrars",108,64
"Edward Ferrars",55,64
"Elinor Dashwood",77,32
"Elinor Dashwood",39,32
"Elinor Dashwood",58,32
"Elinor Dashwood",108,32
"Elinor Dashwood",102,32
"Elinor Dashwood",103,32
"Elinor Dashwood",49,32
"Elinor Dashwood",47,32
"Elinor Dashwood",50,32
"Elinor Dashwood",64,32
"Elinor Dashwood",9,32
"Elinor Dashwood",27,32
"Elinor Dashwood",65,32
"Elinor Dashwood",43,32
"Elinor Dashwood",24,32
"Elinor Dashwood",82,32
"Elinor Dashwood",55,32
"Elinor Dashwood",29,32
"Elinor Dashwood",88,32
"Elinor Dashwood",5,32
"Elinor Dashwood",106,32
"Elinor Dashwood",48,32
"Elinor Dashwood",104,32
"Elinor Dashwood",36,32
"Elinor Dashwood",23,32
"Elinor Dashwood",2,32
"Elinor Dashwood",18,32
"Elinor Dashwood",54,32
"Elinor Dashwood",20,32
"Elinor Dashwood",81,32
"Elinor Dashwood",19,32
"Elinor Dashwood",89,32
"ElizaBrandon",122,6
"ElizaBrandon",133,6
"ElizaBrandon",78,6
"ElizaBrandon",129,6
"ElizaBrandon",79,6
"ElizaBrandon",132,6
"ElizaWilliams",29,4
"ElizaWilliams",80,4
"ElizaWilliams",27,4
"ElizaWilliams",77,4
"Harry Dashwood",83,3
"Harry Dashwood",3,3
"Harry Dashwood",88,3
"John Willoughby",126,61
"John Willoughby",74,61
"John Willoughby",77,61
"John Willoughby",122,61
"John Willoughby",131,61
"John Willoughby",34,61
"John Willoughby",98,61
"John Willoughby",93,61
"John Willoughby",31,61
"John Willoughby",65,61
"John Willoughby",127,61
"John Willoughby",64,61
"John Willoughby",66,61
"John Willoughby",24,61
"John Willoughby",18,61
"John Willoughby",70,61
"John Willoughby",129,61
"John Willoughby",133,61
"John Willoughby",25,61
"John Willoughby",27,61
"John Willoughby",35,61
"John Willoughby",63,61
"John Willoughby",45,61
"John Willoughby",28,61
"John Willoughby",68,61
"John Willoughby",32,61
"John Willoughby",121,61
"John Willoughby",29,61
"John Willoughby",80,61
"John Willoughby",128,61
"John Willoughby",44,61
"John Willoughby",114,61
"John Willoughby",22,61
"John Willoughby",17,61
"John Willoughby",73,61
"John Willoughby",132,61
"John Willoughby",61,61
"John Willoughby",120,61
"John Willoughby",130,61
"John Willoughby",144,61
"John Willoughby",125,61
"John Willoughby",20,61
"John Willoughby",33,61
"John Willoughby",67,61
"John Willoughby",76,61
"John Willoughby",39,61
"John Willoughby",30,61
"John Willoughby",81,61
"John Willoughby",62,61
"John Willoughby",78,61
"John Willoughby",124,61
"John Willoughby",26,61
"John Willoughby",19,61
"John Willoughby",123,61
"John Willoughby",69,61
"John Willoughby",40,61
"John Willoughby",71,61
"John Willoughby",79,61
"John Willoughby",60,61
"John Willoughby",58,61
"John Willoughby",119,61
"Lady Mary Middleton",112,2
"Lady Mary Middleton",63,2
"Lord Morton",84,2
"Lord Morton",89,2
"LordCourtland",95,1
"Lucy Steele",140,46
"Lucy Steele",108,46
"Lucy Steele",98,46
"Lucy Steele",102,46
"Lucy Steele",93,46
"Lucy Steele",52,46
"Lucy Steele",133,46
"Lucy Steele",57,46
"Lucy Steele",55,46
"Lucy Steele",46,46
"Lucy Steele",92,46
"Lucy Steele",111,46
"Lucy Steele",110,46
"Lucy Steele",90,46
"Lucy Steele",48,46
"Lucy Steele",81,46
"Lucy Steele",99,46
"Lucy Steele",50,46
"Lucy Steele",59,46
"Lucy Steele",49,46
