"source" "target" "tag"
3 4 "Joe"
4 6 "Jerry Cruncher"
4 8 "Jarvis Lorry"
8 9 "Jarvis Lorry"
9 10 "Doctor Manette"
9 10 "Jarvis Lorry"
10 11 "Doctor Manette"
10 11 "Jarvis Lorry"
11 12 "Doctor Manette"
11 12 "Jarvis Lorry"
12 15 "Doctor Manette"
12 15 "Jarvis Lorry"
14 15 "Thérèse Defarge"
15 16 "Ernest Defarge"
15 16 "Jarvis Lorry"
16 18 "Ernest Defarge"
16 18 "Jarvis Lorry"
15 19 "Doctor Manette"
18 19 "Ernest Defarge"
18 19 "Jarvis Lorry"
19 20 "Jarvis Lorry"
19 21 "Doctor Manette"
19 21 "Ernest Defarge"
20 21 "Jarvis Lorry"
15 21 "Thérèse Defarge"
6 23 "Jerry Cruncher"
23 24 "Jerry Cruncher"
24 25 "Jerry Cruncher"
24 25 "Young Jerry Cruncher"
21 26 "Jarvis Lorry"
25 26 "Jerry Cruncher"
26 27 "Jarvis Lorry"
26 27 "Jerry Cruncher"
27 28 "Jerry Cruncher"
27 29 "Jarvis Lorry"
21 30 "Doctor Manette"
29 30 "Jarvis Lorry"
30 31 "Doctor Manette"
28 32 "Jerry Cruncher"
30 32 "Roger Cly"
29 32 "Solomon Pross"
31 33 "Doctor Manette"
30 33 "Jarvis Lorry"
32 33 "Jerry Cruncher"
32 33 "Sydney Carton"
27 34 "Charles St Evrémonde"
33 34 "Doctor Manette"
33 34 "Jarvis Lorry"
32 34 "Mr Stryver"
33 34 "Sydney Carton"
34 35 "Charles St Evrémonde"
34 35 "Doctor Manette"
34 35 "Jarvis Lorry"
34 35 "Sydney Carton"
35 36 "Charles St Evrémonde"
34 37 "Mr Stryver"
35 37 "Sydney Carton"
35 38 "Doctor Manette"
37 38 "Mr Stryver"
37 38 "Sydney Carton"
38 40 "Doctor Manette"
35 40 "Jarvis Lorry"
34 40 "Lucie Manette"
40 41 "Doctor Manette"
40 41 "Jarvis Lorry"
40 41 "Lucie Manette"
40 41 "Miss Pross"
32 41 "Solomon Pross"
41 42 "Doctor Manette"
41 42 "Jarvis Lorry"
41 42 "Lucie Manette"
41 42 "Miss Pross"
36 43 "Charles St Evrémonde"
42 43 "Doctor Manette"
42 43 "Jarvis Lorry"
42 43 "Lucie Manette"
42 43 "Miss Pross"
38 43 "Sydney Carton"
43 44 "Charles St Evrémonde"
43 44 "Doctor Manette"
43 44 "Jarvis Lorry"
33 44 "Jerry Cruncher"
43 44 "Lucie Manette"
43 44 "Sydney Carton"
45 46 "Marquis St Evrémonde II"
21 47 "Ernest Defarge"
46 47 "Marquis St Evrémonde II"
47 48 "Marquis St Evrémonde II"
48 49 "Marquis St Evrémonde II"
44 50 "Charles St Evrémonde"
49 50 "Marquis St Evrémonde II"
49 50 "Théophile Gabelle"
50 51 "Charles St Evrémonde"
50 51 "Marquis St Evrémonde II"
51 52 "Marquis St Evrémonde II"
51 53 "Charles St Evrémonde"
52 53 "Marquis St Evrémonde II"
53 54 "Marquis St Evrémonde II"
50 54 "Théophile Gabelle"
15 55 "Jacques"
54 55 "Marquis St Evrémonde II"
53 56 "Charles St Evrémonde"
44 56 "Doctor Manette"
44 56 "Lucie Manette"
43 56 "Miss Pross"
38 56 "Mr Stryver"
44 56 "Sydney Carton"
56 57 "Charles St Evrémonde"
56 57 "Doctor Manette"
56 57 "Lucie Manette"
57 58 "Charles St Evrémonde"
57 58 "Doctor Manette"
57 58 "Lucie Manette"
56 58 "Miss Pross"
56 58 "Mr Stryver"
56 58 "Sydney Carton"
58 59 "Doctor Manette"
58 59 "Mr Stryver"
58 59 "Sydney Carton"
59 60 "Doctor Manette"
59 60 "Mr Stryver"
59 60 "Sydney Carton"
60 61 "Doctor Manette"
44 61 "Jarvis Lorry"
60 61 "Mr Stryver"
61 62 "Doctor Manette"
61 62 "Jarvis Lorry"
61 62 "Mr Stryver"
62 63 "Jarvis Lorry"
62 63 "Mr Stryver"
62 64 "Doctor Manette"
58 64 "Lucie Manette"
63 64 "Mr Stryver"
60 64 "Sydney Carton"
64 65 "Doctor Manette"
64 65 "Lucie Manette"
64 65 "Sydney Carton"
44 66 "Jerry Cruncher"
24 66 "Mrs Cruncher"
32 66 "Roger Cly"
66 67 "Jerry Cruncher"
66 67 "Mrs Cruncher"
66 67 "Roger Cly"
67 68 "Jerry Cruncher"
67 68 "Mrs Cruncher"
68 69 "Jerry Cruncher"
68 69 "Mrs Cruncher"
47 70 "Ernest Defarge"
55 70 "Jacques"
55 70 "Marquis St Evrémonde II"
21 70 "Thérèse Defarge"
70 71 "Ernest Defarge"
70 71 "Jacques"
70 71 "Marquis St Evrémonde II"
71 72 "Ernest Defarge"
71 72 "Jacques"
71 72 "Marquis St Evrémonde II"
72 73 "Ernest Defarge"
72 73 "Jacques"
70 73 "Thérèse Defarge"
73 74 "Thérèse Defarge"
73 75 "Ernest Defarge"
73 75 "Jacques"
72 75 "Marquis St Evrémonde II"
41 75 "Solomon Pross"
74 75 "Thérèse Defarge"
75 76 "Ernest Defarge"
75 76 "Thérèse Defarge"
65 77 "Doctor Manette"
76 77 "Ernest Defarge"
14 77 "Gaspard"
76 77 "Thérèse Defarge"
58 78 "Charles St Evrémonde"
77 78 "Doctor Manette"
77 78 "Ernest Defarge"
77 78 "Gaspard"
75 78 "Marquis St Evrémonde II"
75 78 "Solomon Pross"
77 78 "Thérèse Defarge"
78 79 "Charles St Evrémonde"
65 79 "Lucie Manette"
79 80 "Charles St Evrémonde"
78 80 "Doctor Manette"
63 80 "Jarvis Lorry"
79 80 "Lucie Manette"
58 80 "Miss Pross"
80 81 "Charles St Evrémonde"
80 81 "Doctor Manette"
80 81 "Jarvis Lorry"
80 81 "Lucie Manette"
80 81 "Miss Pross"
78 81 "Solomon Pross"
81 82 "Doctor Manette"
78 82 "Ernest Defarge"
81 82 "Jarvis Lorry"
81 82 "Lucie Manette"
81 82 "Miss Pross"
82 83 "Jarvis Lorry"
82 83 "Lucie Manette"
82 83 "Miss Pross"
82 84 "Doctor Manette"
83 84 "Jarvis Lorry"
83 84 "Miss Pross"
84 85 "Doctor Manette"
84 85 "Jarvis Lorry"
84 85 "Miss Pross"
85 86 "Doctor Manette"
85 86 "Jarvis Lorry"
83 86 "Lucie Manette"
85 86 "Miss Pross"
81 87 "Charles St Evrémonde"
86 87 "Jarvis Lorry"
86 87 "Miss Pross"
64 87 "Mr Stryver"
65 87 "Sydney Carton"
87 88 "Charles St Evrémonde"
87 88 "Sydney Carton"
86 89 "Lucie Manette"
87 89 "Miss Pross"
87 89 "Mr Stryver"
88 89 "Sydney Carton"
88 90 "Charles St Evrémonde"
87 90 "Jarvis Lorry"
89 90 "Lucie Manette"
82 91 "Ernest Defarge"
75 91 "Jacques"
78 91 "Thérèse Defarge"
