"t" "specificity" "diversity" "ShannonWiener" "Pielou" "Richness" "" "" ""
1 0 0 0 0 1 0 NA 0
2 1 0 0 0 1 1 0.5 0
3 0 1 0.950270539233235 0.864973520717927 3 2 0.333333333333333 0
4 1 1 1.03972077083992 0.946394630357186 3 3 0.25 0.16666667163372
5 0 2 1.02965301406457 0.93723056321613 3 4 0.2 0.21875
6 0 3 1.20479330969478 0.869074666596433 4 5 0.166666666666667 0.259999990463257
7 0 4 1.33166028682243 0.82740705716845 5 6 0.142857142857143 0.319444417953491
8 0 5 1.41848366194566 0.881353453268883 5 6 0.142857142857143 0.3984375
9 1 5 1.45412214982537 0.903496890803431 5 7 0.125 0.401234567165375
10 0 6 1.45522997475489 0.904185221133514 5 8 0.111111111111111 0.415000021457672
11 0 7 1.53144448495804 0.854715441028385 6 8 0.109090909090909 0.482638865709305
12 1 7 1.5530014019808 0.86674658549447 6 9 0.0984848484848485 0.49408283829689
13 0 8 1.72190877441318 0.828063083236364 8 10 0.0897435897435897 0.48724490404129
14 0 9 1.86819989488153 0.850254413750651 9 11 0.0824175824175824 0.517777800559998
15 0 10 1.92849127457001 0.877694203160607 9 11 0.080952380952381 0.548442900180817
16 0 11 1.93113457553763 0.878897221274858 9 12 0.075 0.563271641731262
17 2 7 1.91196666143321 0.870173527619628 9 13 0.0698529411764706 0.572022199630737
19 1 9 1.94652111842857 0.885899938725612 9 13 0.0718954248366013 0.575413227081299
20 0 12 1.96060953281364 0.892311852432745 9 13 0.0701754385964912 0.577256917953491
21 1 10 1.96987144321952 0.896527129515212 9 13 0.068421052631579 0.583579897880554
22 2 10 1.97479680523376 0.898768758370563 9 14 0.0642857142857143 0.583676218986511
23 0 13 2.00892093776544 0.872463277851435 10 15 0.0606060606060606 0.579081654548645
24 0 14 2.00005339757671 0.868612154079414 10 15 0.0592885375494071 0.608888924121857
25 2 0 1.99082923157237 0.86460614968357 10 16 0.0561594202898551 0.619146704673767
26 0 15 2.06263260966574 0.830064425092876 12 17 0.0533333333333333 0.61474609375
27 3 0 2.05271707128906 0.826074118906715 12 18 0.0507692307692308 0.623048663139343
28 4 0 2.04272093772929 0.822051378832908 12 19 0.0484330484330484 0.631487905979156
29 0 16 2.18954568277122 0.808532161582546 15 19 0.0476190476190476 0.647376537322998
30 1 15 2.2094217106345 0.815871769930719 15 19 0.0455665024630542 0.653761863708496
31 0 17 2.23054490589366 0.823671919001279 15 19 0.0448275862068966 0.663050591945648
32 1 17 2.24338304866072 0.828412651932239 15 20 0.043010752688172 0.666562497615814
33 0 18 2.26581299969758 0.817219294561362 16 21 0.0413306451612903 0.668947100639343
34 0 19 2.30610363313409 0.81395339958145 17 22 0.0397727272727273 0.669217705726624
35 1 19 2.32732635018663 0.821444087530194 17 23 0.0383244206773619 0.677933990955353
36 0 20 2.36601620462345 0.81858542872894 18 23 0.0378151260504202 0.691111087799072
37 0 21 2.38263623939789 0.82433556613913 18 23 0.0365079365079365 0.695888459682465
38 0 22 2.40619398920645 0.832485988223834 18 23 0.0367867867867868 0.704498171806335
39 0 23 2.4259104192184 0.839307404866203 18 23 0.0362731152204836 0.675317168235779
40 0 24 2.46721331138521 0.837923057275809 19 23 0.0350877192982456 0.691013336181641
41 0 25 2.49885111745249 0.848667992487964 19 23 0.0352564102564103 0.675867795944214
42 0 26 2.52066208674044 0.856075505240741 19 23 0.0347560975609756 0.650815665721893
43 1 21 2.52531855460386 0.857656950091989 19 23 0.0342624854819977 0.649956941604614
44 0 27 2.5418507710626 0.848490632324453 20 23 0.0337763012181617 0.636925578117371
45 0 28 2.55655358574102 0.853398552437415 20 23 0.0332980972515856 0.652179419994354
46 1 28 2.56554419085634 0.856399690154121 20 23 0.0323232323232323 0.654296875
47 0 29 2.57731779040407 0.860329814234858 20 23 0.0318840579710145 0.644742846488953
48 0 30 2.62064439951129 0.860773554183724 21 23 0.032377428307123 0.633673489093781
49 0 31 2.61635439519487 0.859364464776708 21 23 0.0319148936170213 0.649498462677002
50 0 32 2.61916874394989 0.860288862219195 21 23 0.0314625850340136 0.650292158126831
51 1 25 2.6256363565216 0.862413206087242 21 23 0.0318367346938776 0.649079561233521
52 0 33 2.62666325521478 0.862750499936831 21 23 0.0309803921568627 0.648293554782867
53 0 34 2.63906587989892 0.86682425039781 21 23 0.0312971342383107 0.620046436786652
54 2 1 2.63948497802732 0.866961906840479 21 23 0.0312046444121916 0.608842611312866
55 0 35 2.66566146836308 0.862382677878437 22 23 0.0307477288609364 0.606792330741882
56 0 36 2.66818606677249 0.863199424476877 22 23 0.030976430976431 0.601488649845123
57 2 28 2.67045510588901 0.86393349369487 22 23 0.0301948051948052 0.599953770637512
58 0 37 2.66937310836998 0.863583450777194 22 23 0.0300751879699248 0.594943583011627
59 0 38 2.67864691747689 0.866583671332831 22 23 0.02994555353902 0.589429676532745
60 0 39 2.69780419049415 0.860407962734737 23 23 0.0292226767971946 0.587500035762787
61 1 33 2.69561441828444 0.859709580897964 23 23 0.0288135593220339 0.589580953121185
62 0 40 2.73112524351173 0.848471762225732 25 23 0.0281420765027322 0.586671710014343
63 0 41 2.73692265992297 0.850272830898979 25 23 0.0277630883130619 0.597732424736023
64 0 42 2.73970099739822 0.851135969965662 25 23 0.0273937532002048 0.607563972473145
65 0 43 2.73343966591834 0.849190777973008 25 23 0.0267857142857143 0.612054169178009
66 1 32 2.72876093829334 0.847737249511659 25 23 0.0264423076923077 0.623966991901398
67 2 32 2.72372961866255 0.846174182184887 25 23 0.0258741258741259 0.627140641212463
68 0 44 2.72750679238428 0.84734762717849 25 23 0.0255540479421076 0.630746364593506
69 0 45 2.72150878804414 0.845484242361408 25 23 0.0250219490781387 0.633810460567474
70 1 45 2.71540943456155 0.843589371662926 25 23 0.0245098039215686 0.631039679050446
71 0 46 2.7248649869736 0.84652690418251 25 23 0.0244306418219462 0.633797764778137
72 0 47 2.73060470404992 0.848310047549513 25 23 0.0241448692152917 0.638263881206512
73 1 46 2.73467103794413 0.849573325201541 25 23 0.0236697965571205 0.640256881713867
74 0 48 2.74330028510763 0.841994782258212 26 23 0.0234018264840183 0.63421243429184
75 0 49 2.76570445552296 0.839150894891205 27 23 0.0229544613106257 0.635665953159332
76 0 50 2.78568878476346 0.835989740802852 28 23 0.0225225225225225 0.639743983745575
77 0 51 2.80516735023395 0.833062341969883 29 23 0.0221052631578947 0.638101577758789
78 0 52 2.82242476987339 0.829832689243715 30 23 0.0218728639781271 0.6370849609375
79 1 39 2.83106147121471 0.83237200124833 30 23 0.021978021978022 0.650281250476837
80 0 53 2.84479362074719 0.836409446886305 30 23 0.0217461863031483 0.645940065383911
81 0 54 2.84638684594128 0.836877877563888 30 23 0.0215189873417722 0.649005174636841
82 0 55 2.85942438031209 0.832683469693011 31 23 0.0212962962962963 0.653670489788055
83 0 56 2.87606823395044 0.829857875675716 32 23 0.0210779885576634 0.65951532125473
84 0 57 2.87563266013632 0.829732195639401 32 23 0.0208639435791948 0.655128002166748
85 0 58 2.88795955570041 0.825955472691489 33 23 0.0206540447504303 0.664568841457367
86 0 59 2.89688370576054 0.828507776641431 33 23 0.0203081232492997 0.666848957538605
87 0 60 2.90022369502815 0.829463012461429 33 23 0.020109439124487 0.672243058681488
88 0 61 2.92399216514864 0.829181288962765 34 23 0.0200481154771451 0.672577798366547
89 0 62 2.92378668703461 0.82912301978904 34 23 0.0199843260188088 0.665043354034424
90 0 63 2.94202553851946 0.820987858316434 36 23 0.0197906026557712 0.665806472301483
91 1 63 2.95142949639581 0.823612082727649 36 23 0.0194756554307116 0.6674884557724
92 0 64 2.9587601120577 0.825657729977681 36 23 0.0191697191697192 0.664834260940552
93 1 64 2.9640310249874 0.827128606236528 36 23 0.0188724319159102 0.667741537094116
94 0 65 3.00525845593904 0.820310601055105 39 23 0.0185834502103787 0.670523405075073
95 0 66 3.02947093904591 0.826919602198145 39 23 0.0183024479524136 0.673183560371399
96 0 67 3.04738601077252 0.831809671878163 39 23 0.0182530795072788 0.680473446846008
97 0 68 3.05695922997147 0.834422762668941 39 23 0.0179824561403509 0.682685136795044
98 0 69 3.06480011917884 0.83656299940159 39 23 0.0177190721649485 0.679614305496216
99 0 70 3.0997977168125 0.834721303675542 41 23 0.0176730486008837 0.690529406070709
100 0 71 3.13171827734359 0.837879908385782 42 23 0.0174190888476603 0.683396875858307
101 0 72 3.15939851565374 0.839997452534148 43 23 0.0173737373737374 0.689883053302765
102 0 73 3.17700427888859 0.844678342328177 43 23 0.0173267326732673 0.695526540279388
103 0 74 3.17703268955512 0.844685895945549 43 23 0.0171811298776937 0.703102469444275
104 0 75 3.17649095945905 0.84454186476417 43 23 0.0170378831144108 0.673153162002563
105 0 76 3.17579161048103 0.844355927043095 43 23 0.017083644510829 0.683194518089294
106 5 0 3.17196982765948 0.843339819762442 43 23 0.0168498168498168 0.684206604957581
107 0 77 3.16936753266631 0.842647940863918 43 23 0.016711590296496 0.686047494411469
108 0 78 3.16830896559986 0.842366496900851 43 23 0.0165755598659848 0.689197540283203
109 0 79 3.17702571710801 0.839552460223413 44 23 0.01644167532018 0.692714691162109
110 0 80 3.17597111711851 0.839273774403852 44 23 0.0162249405368671 0.694361448287964
111 0 81 3.17393730953555 0.838736325761023 44 23 0.0160133444537114 0.691786050796509
112 0 82 3.1785804359154 0.839963306126444 44 23 0.0160524160524161 0.70155668258667
113 1 82 3.18143752968539 0.840718314211765 44 23 0.0158462033462033 0.702800929546356
114 2 82 3.18302920148014 0.841138925214045 44 23 0.0156447534766119 0.700387716293335
115 6 0 3.17945609568534 0.840194705674208 44 23 0.0154479118149356 0.702482283115387
116 0 83 3.18326589294018 0.841201472676763 44 23 0.0154080854309687 0.703031599521637
117 0 84 3.18602095229526 0.841929517415956 44 23 0.0152173913043478 0.704882442951202
118 1 84 3.18829255629183 0.842529805513626 44 23 0.0150309460654288 0.706663310527802
119 0 85 3.18695696429049 0.842176865484043 44 23 0.0149210488193539 0.710022151470184
120 1 60 3.18859841222003 0.842610630196791 44 23 0.0148127047429141 0.715571880340576
121 2 60 3.18985949122355 0.842943879617543 44 23 0.0146358543417367 0.714109063148499
122 0 86 3.1890338653378 0.842725701892424 44 23 0.0144628099173554 0.713888883590698
123 0 87 3.19088887184539 0.843215901033334 44 23 0.0144966806665763 0.714090704917908
124 0 88 3.19428724578014 0.844113946391391 44 23 0.0143942423030788 0.708794116973877
125 1 88 3.19689638991439 0.844803431958093 44 23 0.0142276422764228 0.70839262008667
126 0 89 3.20249926784629 0.846284033744452 44 23 0.0141290322580645 0.710212469100952
127 2 88 3.20402310365555 0.846686718587623 44 23 0.013968253968254 0.71170449256897
128 0 90 3.20352466218503 0.846555001755556 44 23 0.0140607424071991 0.703061759471893
129 1 90 3.20264074425145 0.846321419927189 44 23 0.0139025590551181 0.70323634147644
130 0 91 3.20762090439127 0.847637463947599 44 23 0.0139292635658915 0.695982933044434
131 0 92 3.20794060749332 0.847721947848508 44 23 0.0137745974955277 0.696229457855225
132 0 93 3.20694925901695 0.847459976707451 44 23 0.0136230182031709 0.69458794593811
133 0 94 3.20695363218429 0.847461132349151 44 23 0.0134744390469581 0.696393370628357
134 0 95 3.20477176185788 0.846884557035151 44 23 0.013442697653224 0.69129741191864
135 0 96 3.2011921899927 0.84593862878856 44 23 0.0134103916507687 0.697055459022522
136 1 77 3.1980276610182 0.845102378684671 44 23 0.0132669983416252 0.698567748069763
137 0 97 3.19841787990589 0.845205496901633 44 23 0.0132897603485839 0.677984774112701
138 0 98 3.19847058522979 0.845219424671906 44 23 0.0132567625590382 0.687292039394379
139 0 99 3.20454186737463 0.846823805723645 44 23 0.01338199513382 0.675076961517334
140 0 100 3.207247432419 0.847538771226463 44 23 0.01334584506308 0.679840087890625
141 0 101 3.20985308869064 0.848227335099764 44 23 0.0134121274409044 0.673140466213226
142 0 102 3.21439084802426 0.84942647144667 44 23 0.0133738601823708 0.657598733901978
143 1 102 3.21824303495318 0.850444440233011 44 23 0.0132354410148836 0.666165947914124
144 0 103 3.2340351802376 0.844695244428804 46 23 0.0130995764798582 0.656764090061188
145 0 104 3.23884135586425 0.845950565867648 46 23 0.013014763014763 0.65627783536911
146 0 105 3.2429160611792 0.847014835119579 46 23 0.0129310344827586 0.655198872089386
147 1 105 3.24608580962035 0.847842739358418 46 23 0.0128011336797355 0.656704008579254
148 0 106 3.24576842608693 0.847759842189278 46 23 0.0126735625757152 0.654695630073547
149 0 107 3.24374283487826 0.847230779527381 46 23 0.0125942268799412 0.653817534446716
150 1 107 3.24161420880418 0.846674805265589 46 23 0.0124705242154907 0.655338823795319
151 1 29 3.23966424527334 0.846165495740641 46 23 0.0123489932885906 0.653335690498352
152 0 108 3.2437677959777 0.847237299098387 46 23 0.0123620309050773 0.664795875549316
153 0 109 3.24309093355383 0.847060509905102 46 23 0.012242941791565 0.665961563587189
154 1 94 3.24282881492245 0.84699204733464 46 23 0.0121259029927761 0.66098290681839
155 0 110 3.24111785001449 0.846545161682323 46 23 0.0120533061709532 0.660273194313049
156 0 111 3.24026530255907 0.846322485446255 46 23 0.0120234604105572 0.660903930664062
157 0 112 3.24070972152193 0.846438562904768 46 23 0.0119933829611249 0.660160541534424
158 0 113 3.23900237297379 0.845992621806781 46 23 0.0119630899885677 0.663205146789551
159 0 114 3.23992493293234 0.846233584556493 46 23 0.011972909779892 0.663152277469635
160 0 115 3.23899974832886 0.845991936277725 46 23 0.0118621128891012 0.66404664516449
162 1 115 3.23804372165228 0.845742232380813 46 23 0.011753144654088 0.662375092506409
164 2 29 3.23597573786538 0.845202097232924 46 23 0.0116847826086957 0.661548972129822
165 0 116 3.23717575775515 0.845515529535798 46 23 0.0116172072693812 0.66339898109436
166 1 116 3.23819568663532 0.845781924001756 46 23 0.0115125350299174 0.664192378520966
167 2 116 3.23904718121067 0.846004325236861 46 23 0.0114095466108035 0.66273045539856
168 0 117 3.2398998899956 0.846227043610461 46 23 0.0113451589061345 0.662076056003571
169 0 118 3.24888912680575 0.843834954629465 47 23 0.0113179992698065 0.664021849632263
170 0 119 3.25419160329239 0.845212168449601 47 23 0.0112545992352644 0.665644526481628
171 0 120 3.25258707326647 0.844795423381125 47 23 0.0111562589107499 0.663398623466492
175 0 121 3.26083097039849 0.8469366132743 47 23 0.0113060016906171 0.658699035644531
176 0 122 3.25942868678637 0.846572397727993 47 23 0.0112426035502959 0.661139249801636
177 0 123 3.26131977425167 0.84706357044679 47 23 0.0112143102855177 0.660911202430725
178 0 124 3.26167336451361 0.847155408552369 47 23 0.0112199102407181 0.656625330448151
179 0 125 3.26657022992119 0.848427272884378 47 23 0.0111910202984272 0.656945288181305
182 0 126 3.26275679611047 0.847436808568404 47 23 0.0111952694173145 0.656763732433319
183 0 127 3.25961348685555 0.846620395905803 47 23 0.0111001642036125 0.658397793769836
184 0 128 3.26066303862179 0.846892996303196 47 23 0.0112662337662338 0.654070734977722
185 0 129 3.2601159373418 0.846750897522424 47 23 0.011171032357473 0.654231071472168
