"Emma"
"4"
"0"
"5"
"1.01470588235294"
"0.355924978687127"
"0.058571457862854"
"Emma"
"4"
"0"
"5"
"1.01470588235294"
"0.355924978687127"
"0.058571457862854"
"Emma"
"4"
"0"
"5"
"1.01470588235294"
"0.355924978687127"
"0.058571457862854"
