"empEntropy";"evenness_log2";"entropy";"evenness"
2.8073549220576;0.693147180559945;1.94591014905531;1
2.95021206491475;0.681643724949864;2.04493117484959;0.983404021638249
3.11583409216322;0.681319468155498;2.15973161607549;0.982936217969043
3.24052826021671;0.676162446306713;2.24616302709404;0.975496208122045
3.24052826021671;0.676162446306713;2.24616302709404;0.975496208122045
3.45949116019915;0.668887483029941;2.3979365438641;0.965000654679997
3.42807299638851;0.662812827671806;2.37615913220038;0.956236779519706
3.94598363922962;0.643878085351421;2.73514743406768;0.928919720673576
3.94461636509767;0.643654983095883;2.73419971185807;0.9285978521559
3.98865989857482;0.650841699666487;2.76472836290965;0.938966092512584
3.98865989857482;0.650841699666487;2.76472836290965;0.938966092512584
3.98865989857482;0.650841699666487;2.76472836290965;0.938966092512584
4.08823611729836;0.645160416565693;2.8337493381687;0.930769733557184
4.10264320579967;0.647433984665068;2.84373557094346;0.934049798979275
4.07564819537388;0.643173929308235;2.82502405557764;0.92790383824206
4.14324733915429;0.634871421989007;2.87188021149729;0.915925852105665
4.11116626632089;0.629955626560577;2.84964330631348;0.908833858419044
4.08464066705835;0.625891098535958;2.83125716197199;0.902969983994372
4.12515792494227;0.615725696100196;2.85934158503825;0.888304408311658
4.10201171335992;0.612270866612953;2.8432978537393;0.883320142943295
4.07983013033174;0.608960018665036;2.82792275200296;0.878543599027699
4.06472288616741;0.606705094466137;2.81745120830443;0.875290431068365
4.06478365379157;0.606714164709837;2.81749332921178;0.875303516663972
4.13841972875267;0.603281142961508;2.86853396695857;0.870350713212393
4.13248299871388;0.602415711826437;2.86441893927044;0.869102160005596
4.1296107086604;0.601997001656866;2.86242801951811;0.868498088920386
4.1296107086604;0.601997001656866;2.86242801951811;0.868498088920386
4.14037906133971;0.596979444902043;2.86989207281705;0.861259284672824
4.11930671170545;0.593941133819634;2.85528583308029;0.856875928341555
4.10264494036829;0.591538760786494;2.84373677325481;0.853410036680277
4.08326158438399;0.588743976800676;2.8303012547045;0.849378015683583
4.08326158438399;0.588743976800676;2.8303012547045;0.849378015683583
4.08647511738136;0.589207319194337;2.83252870604126;0.850046477457151
4.08331964448249;0.588752348180413;2.83034149889808;0.849390093031614
4.08331964448249;0.588752348180413;2.83034149889808;0.849390093031614
4.06594898234015;0.586247763916584;2.81830107340966;0.8457767417347
4.0573303067603;0.585005082488816;2.81232706273132;0.843983931401453
4.07008237851745;0.580728110740994;2.82116612531609;0.837813565470848
4.05916521015871;0.579170425670766;2.81359892084853;0.835566300944763
4.05101671534963;0.578007780899536;2.80795081464581;0.833888959098996
4.04335791355696;0.576915006581485;2.80264213777675;0.832312419009532
4.06102817204942;0.573660686494576;2.81489022763056;0.827617427558683
4.10374888840069;0.568900394344189;2.84450197172095;0.820749777680137
4.11166420032431;0.569997689572811;2.84998844786406;0.822332840064862
4.11121089582095;0.569934848225124;2.84967424112562;0.82224217916419
4.09733195435571;0.568010818395966;2.84005409197983;0.819466390871142
4.08571503401938;0.566400371280382;2.83200185640191;0.817143006803875
4.11433883188247;0.565348839465844;2.85184236118763;0.815625967069704
4.12350117018053;0.566607830894421;2.85819321014627;0.817442307760234
