"","V1","V2"
"1","Bitzer","Sissy Jupe"
"2","Bitzer","Thomas Gradgrind"
"3","Sissy Jupe","Thomas Gradgrind"
"4","M’Choakumchild","Sissy Jupe"
"5","M’Choakumchild","Thomas Gradgrind"
"6","Mr Sleary","Signor Jupe"
"7","Mr Sleary","Sissy Jupe"
"8","Mr Sleary","Thomas Gradgrind"
"9","Mr Sleary","Tom Gradgrind"
"10","Signor Jupe","Sissy Jupe"
"11","Signor Jupe","Thomas Gradgrind"
"12","Signor Jupe","Tom Gradgrind"
"13","Sissy Jupe","Tom Gradgrind"
"14","Thomas Gradgrind","Tom Gradgrind"
"15","Bounderby","Louisa Gradgrind"
"16","Bounderby","Thomas Gradgrind"
"17","Louisa Gradgrind","Thomas Gradgrind"
"18","Bounderby","Mrs Gradgrind"
"19","Bounderby","Mrs Pegler"
"20","Mrs Gradgrind","Mrs Pegler"
"21","Mrs Gradgrind","Thomas Gradgrind"
"22","Mrs Pegler","Thomas Gradgrind"
"23","Louisa Gradgrind","Mrs Gradgrind"
"24","Adam Smith Gradgrind","Bounderby"
"25","Adam Smith Gradgrind","Jane Gradgrind"
"26","Adam Smith Gradgrind","Louisa Gradgrind"
"27","Adam Smith Gradgrind","Malthus Gradgrind"
"28","Adam Smith Gradgrind","Mrs Gradgrind"
"29","Adam Smith Gradgrind","Thomas Gradgrind"
"30","Adam Smith Gradgrind","Tom Gradgrind"
"31","Bounderby","Jane Gradgrind"
"32","Bounderby","Malthus Gradgrind"
"33","Bounderby","Tom Gradgrind"
"34","Jane Gradgrind","Louisa Gradgrind"
"35","Jane Gradgrind","Malthus Gradgrind"
"36","Jane Gradgrind","Mrs Gradgrind"
"37","Jane Gradgrind","Thomas Gradgrind"
"38","Jane Gradgrind","Tom Gradgrind"
"39","Louisa Gradgrind","Malthus Gradgrind"
"40","Louisa Gradgrind","Tom Gradgrind"
"41","Malthus Gradgrind","Mrs Gradgrind"
"42","Malthus Gradgrind","Thomas Gradgrind"
"43","Malthus Gradgrind","Tom Gradgrind"
"44","Mrs Gradgrind","Tom Gradgrind"
"45","Bounderby","M’Choakumchild"
"46","M’Choakumchild","Mrs Gradgrind"
"47","Bitzer","Bounderby"
"48","Bitzer","M’Choakumchild"
"49","Bitzer","Mrs Pegler"
"50","Bounderby","Sissy Jupe"
"51","M’Choakumchild","Mrs Pegler"
"52","Mrs Pegler","Sissy Jupe"
"53","Bounderby","E.W.B. Childers"
"54","Bounderby","Kidderminster"
"55","Bounderby","Signor Jupe"
"56","E.W.B. Childers","Kidderminster"
"57","E.W.B. Childers","Signor Jupe"
"58","E.W.B. Childers","Sissy Jupe"
"59","E.W.B. Childers","Thomas Gradgrind"
"60","Kidderminster","Signor Jupe"
"61","Kidderminster","Sissy Jupe"
"62","Kidderminster","Thomas Gradgrind"
"63","Bounderby","Mr Sleary"
"64","E.W.B. Childers","Mr Sleary"
"65","Kidderminster","Mr Sleary"
"66","E.W.B. Childers","Louisa Gradgrind"
"67","Kidderminster","Louisa Gradgrind"
"68","Louisa Gradgrind","Mr Sleary"
"69","Louisa Gradgrind","Sissy Jupe"
"70","Bounderby","Emma Gordon"
"71","Emma Gordon","Mr Sleary"
"72","Emma Gordon","Sissy Jupe"
"73","Emma Gordon","Thomas Gradgrind"
"74","Bounderby","Lady Scadgers"
"75","Bounderby","Mrs Sparsit"
"76","Lady Scadgers","Louisa Gradgrind"
"77","Lady Scadgers","Mrs Pegler"
"78","Lady Scadgers","Mrs Sparsit"
"79","Lady Scadgers","Thomas Gradgrind"
"80","Louisa Gradgrind","Mrs Pegler"
"81","Louisa Gradgrind","Mrs Sparsit"
"82","Mrs Pegler","Mrs Sparsit"
"83","Mrs Sparsit","Thomas Gradgrind"
"84","Mrs Gradgrind","Mrs Sparsit"
"85","Mrs Gradgrind","Sissy Jupe"
"86","Mrs Sparsit","Sissy Jupe"
"87","Mrs Sparsit","Tom Gradgrind"
"88","Louisa Gradgrind","M’Choakumchild"
"89","M’Choakumchild","Tom Gradgrind"
"90","Mr Sleary","Mrs Gradgrind"
"91","Rachael","Stephen Blackpool"
"92","Mrs Blackpool","Rachael"
"93","Mrs Blackpool","Stephen Blackpool"
"94","Bounderby","Stephen Blackpool"
"95","Mrs Sparsit","Stephen Blackpool"
"96","Bounderby","Mrs Blackpool"
"97","Mrs Blackpool","Mrs Sparsit"
"98","Mrs Pegler","Stephen Blackpool"
"99","Mrs Pegler","Rachael"
"100","Jane Gradgrind","Mrs Sparsit"
"101","Bitzer","Mrs Sparsit"
"102","Bounderby","Harthouse"
"103","Harthouse","Mrs Sparsit"
"104","Harthouse","Thomas Gradgrind"
"105","Harthouse","Louisa Gradgrind"
"106","Harthouse","Tom Gradgrind"
"107","Bounderby","Slackbridge"
"108","Slackbridge","Stephen Blackpool"
"109","Bitzer","Rachael"
"110","Bitzer","Slackbridge"
"111","Bitzer","Stephen Blackpool"
"112","Bounderby","Rachael"
"113","Rachael","Slackbridge"
"114","Harthouse","Slackbridge"
"115","Harthouse","Stephen Blackpool"
"116","Louisa Gradgrind","Slackbridge"
"117","Louisa Gradgrind","Stephen Blackpool"
"118","Louisa Gradgrind","Rachael"
"119","Mrs Pegler","Tom Gradgrind"
"120","Rachael","Tom Gradgrind"
"121","Stephen Blackpool","Tom Gradgrind"
"122","Mrs Sparsit","Rachael"
"123","Bounderby","Nickits"
"124","Harthouse","Nickits"
"125","Louisa Gradgrind","Nickits"
"126","Nickits","Thomas Gradgrind"
"127","Nickits","Tom Gradgrind"
"128","Bitzer","Harthouse"
"129","Bitzer","Louisa Gradgrind"
"130","Bitzer","Nickits"
"131","Mrs Sparsit","Nickits"
"132","Bitzer","Tom Gradgrind"
"133","Harthouse","Mrs Pegler"
"134","Bitzer","Mrs Gradgrind"
"135","Harthouse","Mrs Gradgrind"
"136","Harthouse","Sissy Jupe"
"137","Jane Gradgrind","Sissy Jupe"
"138","Harthouse","Lady Scadgers"
"139","Stephen Blackpool","Thomas Gradgrind"
"140","Mrs Pegler","Slackbridge"
"141","Rachael","Sissy Jupe"
"142","Rachael","Thomas Gradgrind"
"143","Sissy Jupe","Slackbridge"
"144","Sissy Jupe","Stephen Blackpool"
"145","Slackbridge","Thomas Gradgrind"
"146","Slackbridge","Tom Gradgrind"
"147","Mr Sleary","Rachael"
"148","Mr Sleary","Stephen Blackpool"
"149","E.W.B. Childers","Emma Gordon"
"150","Emma Gordon","Louisa Gradgrind"
"151","Harthouse","Mr Sleary"
"152","Bitzer","Mr Sleary"
"153","Bitzer","E.W.B. Childers"
"154","Bitzer","Mrs Blackpool"
"155","Louisa Gradgrind","Mrs Blackpool"
"156","Mrs Blackpool","Sissy Jupe"
"157","Mrs Blackpool","Thomas Gradgrind"
"158","Mrs Blackpool","Tom Gradgrind"
