"Entropy","evenness_log2","entropy","evenness","Node"
3,0.693147180559945,2.07944154167984,1,1
3.37355726227519,0.675941010715708,2.33837170480357,0.975176744093026,2
3.78346518960165,0.671249466741367,2.62249822891908,0.968408276867132,3
3.95905708166975,0.671372281636652,2.74420925383527,0.968585461307506,4
3.91478293005812,0.663864322652517,2.71352075047399,0.957753766113897,5
3.89522039784158,0.660546931259092,2.69996103642348,0.952967782001914,6
4.03516122021188,0.658429460964916,2.79696062289469,0.949912918109277,7
4.00172053673388,0.652972843497829,2.77378130742592,0.942040683149483,8
4.04361448500347,0.648511478677101,2.80281997955151,0.935604294247023,9
4.02307549572279,0.645217452909227,2.78858343704005,0.930852019607151,10
4.09024022076899,0.645476682112216,2.83513847683891,0.931226008292756,11
4.09185064925553,0.645730822206726,2.83625474080385,0.931592654946796,12
4.06650836097652,0.641731581264248,2.81868880513432,0.925822969871763,13
4.11181548886243,0.630055107186374,2.85009331308771,0.908977378624546,14
4.10966167536637,0.62972507749589,2.84860040333546,0.908501246426738,15
4.11741100557429,0.630912510416456,2.85397182972031,0.910214350012628,16
4.11084428902245,0.629906289852295,2.84942012865686,0.908762680594672,17
4.08382231085322,0.625765701492259,2.83068992067571,0.902789074301285,18
4.06227045692602,0.622463302424755,2.81575131389023,0.898024719543561,19
4.06858971073322,0.615082781245509,2.82013148684993,0.887376878239087,20
4.05425383647312,0.612915507069835,2.81019461602569,0.884250162533595,21
4.05004898211551,0.612279824020697,2.80728003308304,0.883333065751027,22
4.14783748855219,0.598054836230032,2.8750618606108,0.862810746408728,23
4.17628195574796,0.602156094106543,2.89477806285007,0.868727610808578,24
4.24616521028666,0.599813137536833,2.94321744370192,0.865347438984439,25
4.25203537779074,0.60064235717717,2.94728633375679,0.866543750047361,26
4.29174193091993,0.600462442893334,2.97480881910805,0.866284188602285,27
4.32018050716591,0.604441316096787,2.99452093805209,0.872024489241232,28
4.32236125710302,0.604746427274404,2.9960325187225,0.872464671624101,29
4.32496843840989,0.605111200944813,2.99783967909456,0.872990928789447,30
4.34368412688216,0.602162481158271,3.01081240579136,0.868736825376432,31
4.34729452594485,0.602662988744472,3.01331494372236,0.86945890518897,32
4.33970456337701,0.601610796513581,3.0080539825679,0.867940912675402,33
4.34170586076511,0.601888235241986,3.00944117620993,0.868341172153022,34
4.33995165000967,0.601645049994137,3.00822524997068,0.867990330001934,35
4.33082009687233,0.600379147931881,3.00189573965941,0.866164019374467,36
4.33437494992761,0.600871955206395,3.00435977603198,0.866874989985521,37
4.33001976796969,0.600268198787404,3.00134099393702,0.866003953593939,38
4.32445465432481,0.599496710220915,2.99748355110457,0.864890930864962,39
4.31713241001426,0.59848163162107,2.99240815810535,0.863426482002853,40
4.32537337725917,0.599624072263248,2.99812036131624,0.865074675451834,41
4.32252122124939,0.599228679483909,2.99614339741955,0.864504244249878,42
4.31887490518414,0.598723192743898,2.99361596371949,0.863774981036829,43
4.31428997976321,0.598087587118178,2.99043793559089,0.862857995952641,44
4.30699962861928,0.597076929850037,2.98538464925019,0.861399925723856,45
4.30986097155056,0.597473596207123,2.98736798103562,0.861972194310112,46
4.31538815391864,0.598239826382098,2.99119913191049,0.863077630783728,47
4.31372392223082,0.598009114881656,2.99004557440828,0.862744784446163,48
4.31279200094082,0.597879923158723,2.98939961579361,0.862558400188164,49
4.31082096519309,0.597606679584458,2.98803339792229,0.862164193038617,50
4.30534451033352,0.596847481735383,2.98423740867692,0.861068902066704,51
4.30190460564085,0.59637060968756,2.9818530484378,0.86038092112817,52
4.32243766214496,0.588915451994841,2.9960854786619,0.84962540209584,53
