"source" "target" "tag"
"800" 188 189 "Abel Magwitch"
"801" 188 189 "Herbert Pocket"
"802" 186 189 "Miss Havisham"
"803" 122 189 "Mr Trabb"
"804" 188 189 "Orlick Dolge"
"805" 188 189 "Startop"
"806" 188 189 "Trabb's Boy"
"807" 189 190 "Herbert Pocket"
"808" 189 191 "Abel Magwitch"
"809" 190 191 "Herbert Pocket"
"810" 191 192 "Abel Magwitch"
"811" 191 193 "Herbert Pocket"
"812" 167 193 "Jack"
"813" 189 193 "Startop"
"814" 192 194 "Abel Magwitch"
"815" 193 194 "Herbert Pocket"
"816" 193 194 "Jack"
"817" 193 194 "Startop"
"818" 194 195 "Abel Magwitch"
"819" 188 195 "Compeyson"
"820" 194 195 "Herbert Pocket"
"821" 194 195 "Startop"
"822" 195 196 "Abel Magwitch"
"823" 195 196 "Herbert Pocket"
"824" 188 196 "Joe Gargery"
"825" 183 196 "John Wemmick"
"826" 195 196 "Startop"
"827" 196 197 "Abel Magwitch"
"828" 195 197 "Compeyson"
"829" 196 197 "Herbert Pocket"
"830" 181 197 "Mr Jaggers"
"831" 188 197 "Pip"
"832" 187 198 "Clara Barley"
"833" 197 198 "Compeyson"
"834" 197 198 "Herbert Pocket"
"835" 196 198 "John Wemmick"
"836" 197 198 "Pip"
"837" 198 199 "John Wemmick"
"838" 171 199 "Miss Skiffins"
"839" 197 199 "Mr Jaggers"
"840" 198 199 "Pip"
"841" 171 199 "The Aged"
"842" 199 200 "Mr Jaggers"
"843" 197 202 "Abel Magwitch"
"844" 196 203 "Joe Gargery"
"845" 189 203 "Miss Havisham"
"846" 188 204 "Biddy"
"847" 186 204 "Estella"
"848" 203 204 "Joe Gargery"
"849" 203 204 "Miss Havisham"
"850" 176 204 "Mr Pocket"
"851" 199 204 "Pip"
"852" 157 205 "Camilla"
"853" 157 205 "Georiana Pocket"
"854" 204 205 "Joe Gargery"
"855" 204 205 "Miss Havisham"
"856" 189 205 "Orlick Dolge"
"857" 204 205 "Pip"
"858" 157 205 "Sarah Pocket"
"859" 183 205 "Uncle Pumblechook"
"860" 204 206 "Biddy"
"861" 205 206 "Joe Gargery"
"862" 205 206 "Pip"
"863" 206 207 "Biddy"
"864" 198 207 "Herbert Pocket"
"865" 206 207 "Joe Gargery"
"866" 206 207 "Pip"
"867" 187 208 "Mrs Joe Gargery"
"868" 205 208 "Uncle Pumblechook"
"869" 207 209 "Biddy"
"870" 207 209 "Joe Gargery"
"871" 208 209 "Uncle Pumblechook"
"872" 208 209 "William Potkins"
"873" 209 210 "Biddy"
"874" 198 210 "Clara Barley"
"875" 207 210 "Herbert Pocket"
"876" 209 210 "Joe Gargery"
"877" 182 210 "Mr Clarriker"
"878" 187 210 "Old Barley"
"879" 207 210 "Pip"
"880" 210 211 "Herbert Pocket"
"881" 210 212 "Biddy"
"882" 210 212 "Clara Barley"
"883" 204 212 "Estella"
"884" 211 212 "Herbert Pocket"
"885" 210 212 "Joe Gargery"
"886" 210 212 "Pip"
"887" 212 213 "Estella"
