"root_node_id" "tag"
"1" "ElizabethBennet"
"1" "JaneBennet"
"1" "LadyMariaLucas"
"1" "LydiaBennet"
"1" "MrCharlesBingley"
"1" "MrMorris"
"1" "MrsLong"
"1" "SirWilliamLucas"
"2" "KittyBennet"
"2" "MaryBennet"
"2" "MrsBennet"
"3" "CarolineBingley"
"3" "MrDarcy"
"3" "MrHurst"
"3" "MrsLouisaHurst"
"4" "CharlotteLucas"
"4" "Miss Lucas"
"7" "MasterLucas"
"7" "MrRobinson"
"9" "ColonelForster"
"11" "CaptainCarter"
"14" "MissGeorgianaDarcy"
"14" "MrJones"
"20" "MrsNicholls"
"23" "LadyCatherinedeBourgh"
"23" "MrCollins"
"23" "MrsHill"
"23" "SirLewisdeBourgh"
"25" "MrDenny"
"25" "Richard"
"27" "MrWickham"
"31" "AnnedeBourgh"
"53" "MrGardiner"
"53" "MrsGardiner"
"63" "MissAWebb"
"63" "MissBWebb"
"63" "MissPope"
"65" "ColonelFitzwilliam"
"78" "MrsYounge"
"82" "Dawson"
"82" "John"
"86" "Chamberlayne"
"86" "MaryKing"
"86" "MrsHarrietForster"
"86" "Pratt"
"86" "TheHarringtons"
"90" "ColonelMillar"
"95" "MrsReynolds"
"103" "MrsAnnesley"
"112" "Sally"
"116" "MrBennet"
"117" "Haggerston"
"120" "WilliamGoulding"
"135" "Sarah"
