"","ShannonWiener","Pielou","Richness"
"1",0.693147180559945,1,2
"2",1.38629436111989,1,4
"3",1.88915916375402,0.970835762725816,7
"4",1.97018144002608,0.947456997725703,8
"5",2.18732231884925,0.949942013220056,10
"6",2.21610224809126,0.962440977679427,10
"7",2.44175786000493,0.951971177482222,13
"8",2.43521297983411,0.949419516900006,13
"9",2.50051139652676,0.947501734223902,14
"10",2.46985490556586,0.935885279129549,14
"11",2.57535789323018,0.928864015269356,16
"12",2.58599876297615,0.932701897772673,16
"13",2.71094423880187,0.920699752307084,19
"14",2.80327924073888,0.920761563785703,21
"15",2.84347856124388,0.933965381897506,21
"16",2.86325448964921,0.926307073698836,22
"17",2.89338507947477,0.922784377906233,23
"18",2.90425988164621,0.926252667567299,23
"19",2.95132632544119,0.91688107464103,25
"20",2.94594960329817,0.915210701990593,25
"21",2.92637995485101,0.909131048871957,25
"22",2.90593803551511,0.902780409565535,25
"23",2.89533746933415,0.899487158518363,25
"24",2.8709233147668,0.891902474953147,25
"25",2.84529307139055,0.883939992157684,25
"26",2.8247597304729,0.877560951140002,25
"27",2.82902360060891,0.868305640300908,26
"28",2.81977929134465,0.865468305938226,26
"29",2.80745366692676,0.861685230675092,26
"30",2.82999037044115,0.858656082050583,27
"31",2.8481816851752,0.854743961986129,28
"32",2.82891981320215,0.848963442839048,28
"33",2.86134818358702,0.849746600255944,29
"34",2.89888720835126,0.852313724566783,30
"35",2.97341151974115,0.857945210810535,32
"36",3.00973450124353,0.868425807867292,32
"37",3.02147449286469,0.871813253405677,32
"38",3.01206750171522,0.86909896950947,32
"39",3.0051117472167,0.867091963005339,32
"40",2.98635205086404,0.861679058826029,32
"41",3.05667437678121,0.84650896274262,37
"42",3.12110561502326,0.851932058607651,39
"43",3.15248159556898,0.860496396696205,39
"44",3.14645768282467,0.858852118988834,39
"45",3.14738146223114,0.853208000256311,40
"46",3.15050850510685,0.854055694770215,40
"47",3.14243052501076,0.85186587528802,40
"48",3.14285085626267,0.846314761046731,41
"49",3.13793446651175,0.84499086328398,41
"50",3.13108857067814,0.843147383283959,41
"51",3.12717597162767,0.842093788798598,41
"52",3.13070051095046,0.843042885587211,41
"53",3.14742156306038,0.842081265734215,42
"54",3.20267517828851,0.836504348833871,46
"55",3.23440101868022,0.844790797499657,46
"56",3.26447728848292,0.85264639604965,46
"57",3.27869602907407,0.856360178333932,46
"58",3.28024317994649,0.85676427752009,46
"59",3.2968115157095,0.856281851180254,47
"60",3.31752282307968,0.861661205301892,47
"61",3.34538834703517,0.859594763062226,49
"62",3.38318102425592,0.860460595225264,51
"63",3.40201713950878,0.860999063031772,52
"64",3.41507048835046,0.864302668116999,52
"65",3.41597062368115,0.864530478749499,52
"66",3.42471881989955,0.866744514845845,52
"67",3.44044549285823,0.866547238281062,53
"68",3.45914954970218,0.863204877111189,55
"69",3.4642443683758,0.864476250974582,55
"70",3.46022802962899,0.863474003704101,55
"71",3.45010228423017,0.860947199734785,55
"72",3.44244392931302,0.859036114590837,55
"73",3.47329001276959,0.851810697155158,59
"74",3.48458296864272,0.854580250109236,59
"75",3.47270303514225,0.851666743203681,59
"76",3.46083048696671,0.848755047519983,59
"77",3.45242879992465,0.846694566860358,59
"78",3.45236363780996,0.846678586108353,59
"79",3.47489344105234,0.845293131306313,61
"80",3.48779520854557,0.848431580190787,61
"81",3.49186680551968,0.849422025801292,61
"82",3.49890478131972,0.851134064660323,61
"83",3.51173411400098,0.850889209405429,62
"84",3.50761801514679,0.849891883302091,62
"85",3.51132297703679,0.850789591383374,62
"86",3.51569547066203,0.851849041650148,62
