"root_node_id" "tag"
"3" "Mr Gridley"
"3" "Mr Tangle"
"4" "Lady Dedlock"
"4" "Sir Dedlock"
"5" "Bob Stables"
"5" "Mercury"
"5" "Mr Tulkinghorn"
"6" "Sladdery"
"7" "Esther Summerson"
"7" "Mrs Chadband"
"9" "Conversation Kenge"
"9" "John Jarndyce"
"9" "Miss Barbary"
"11" "Miss Donny"
"13" "Ada Clare"
"13" "Richard Carstone"
"15" "Mr Jellyby"
"15" "Mrs Jellyby"
"15" "William Guppy"
"16" "Caroline Caddy"
"16" "Peepy Jellby"
"18" "Mr Quale"
"19" "Priscilla"
"21" "Captain Hawden"
"21" "Krook"
"29" "Mr Skimpole"
"32" "Coavinses"
"33" "Mrs Skimpole"
"35" "Mrs Rouncewell"
"36" "Mr Rouncewell"
"37" "Rosa"
"37" "Watt Rouncewell"
"43" "Alfred Pardiggle"
"43" "Egbert Pardiggle"
"43" "Francis Pardiggle"
"43" "Mrs Pardiggle"
"43" "Oswald Pardiggle"
"44" "Mr Gusher"
"44" "Mr Pardiggle"
"47" "Jenny"
"50" "Lawrence Boythorn"
"55" "Mrs Guppy"
"56" "Guster"
"56" "Mr Snagsby"
"56" "Mrs Snagsby"
"56" "Peffer"
"61" "Miss Flite"
"63" "Mrs Perkins"
"63" "Mrs Piper"
"64" "Little Swills"
"64" "Mooney"
"65" "Jo"
"69" "Mademoiselle Hortense"
"70" "Lord Boodle"
"70" "William Buffy"
"75" "Captain Swosser"
"75" "Mr Badger"
"75" "Mrs Badger"
"75" "Professor Dingo"
"82" "Mr Turveydrop"
"82" "Prince Turvey"
"86" "Allan Woodcourt"
"91" "Charley"
"91" "Emma Neckett"
"91" "Mrs Blinder"
"92" "Tom Neckett"
"105" "Mrs Woodcourt"
"115" "Reverend Chadband"
"120" "Bartholomew Smallweed"
"120" "Grandfather Smallweed"
"120" "Jobling"
"121" "Polly"
"126" "Judy Smallweed"
"126" "Mrs Smallweed"
"128" "George Rouncewell"
"132" "Phil Squod"
"133" "Inspector Bucket"
"135" "Darby"
"136" "Liz"
"167" "Malta Bagnet"
"167" "Matthew Bagnet"
"167" "Mrs Bagnet"
"167" "Quebec Bagnet"
"168" "Woolwich Bagnet"
"170" "Volumnia Dedlock"
"183" "Miss Wisk"
"199" "James George Bogsby"
"226" "Mr Grubble"
"232" "Vholes"
"247" "Thomas"
"259" "Arethusa Skimpole"
"259" "Kitty Skimpole"
"259" "Laura Skimpole"
"295" "Mrs Bucket"
