"t" "specificity" "diversity" "ShannonWiener" "Pielou" "Richness" "" "" ""
1 0 0 1.09861228866811 1 3 0 NA 0
2 0 1 1.88915916375402 0.970835762725816 7 1 0.5 0
3 0 2 2.08376603748565 0.948362793216102 9 1 0.5 0
4 0 3 2.06847853163783 0.941405149466119 9 2 0.333333333333333 0
5 0 4 2.03771282686987 0.927403073808807 9 2 0.3 0.111111089587212
6 0 5 2.1093725541759 0.916088860556762 10 3 0.266666666666667 0.25
7 0 6 2.23416949673761 0.899095946694103 12 3 0.238095238095238 0.280000030994415
8 0 7 2.23240239899222 0.898384814247522 12 4 0.196428571428571 0.280991733074188
9 0 8 2.30052684880075 0.89690926727595 13 4 0.180555555555556 0.355029582977295
10 0 9 2.37779669527373 0.901002289184975 14 5 0.155555555555556 0.336734712123871
11 0 10 2.36925741155798 0.897766556630046 14 5 0.154545454545455 0.351211071014404
12 0 11 2.38231409654934 0.902714037249299 14 5 0.151515151515152 0.348749995231628
13 0 12 2.44551069751513 0.903052202104591 15 5 0.147435897435897 0.38846880197525
14 0 13 2.43485718582928 0.899118186523374 15 5 0.131868131868132 0.394965291023254
15 0 14 2.44071764610922 0.901282275016842 15 5 0.123809523809524 0.397189348936081
16 0 15 2.51773684929481 0.888650639238573 17 5 0.108333333333333 0.397189348936081
17 0 16 2.61645619903568 0.888609415086736 19 6 0.102941176470588 0.411989808082581
18 1 15 2.6375920481188 0.895787641306626 19 7 0.0947712418300654 0.438763380050659
19 0 17 2.68314886089337 0.89565709345255 20 8 0.087719298245614 0.461111128330231
20 0 18 2.70833823505573 0.88957736080307 21 8 0.0842105263157895 0.4951171875
21 0 19 2.68062119534635 0.880473456898159 21 8 0.0880952380952381 0.451789647340775
22 0 20 2.6649396041776 0.875322701241229 21 8 0.0844155844155844 0.451347768306732
23 0 21 2.67861427686657 0.866573111590993 22 8 0.08300395256917 0.470804989337921
24 0 22 2.69256370451706 0.871085966998506 22 8 0.0815217391304348 0.462962955236435
25 0 23 2.70941908171484 0.876538941990635 22 8 0.0783333333333333 0.458578526973724
26 0 24 2.70888733778669 0.876366914612761 22 8 0.0753846153846154 0.451478570699692
27 0 25 2.7105678297051 0.87691057971726 22 8 0.0740740740740741 0.446745574474335
28 0 26 2.700305523712 0.873590565143552 22 8 0.0714285714285714 0.465020596981049
29 1 14 2.69189492898962 0.870869607780689 22 8 0.0677339901477833 0.463636368513107
30 0 27 2.70585401338165 0.875385587293317 22 8 0.067816091954023 0.460787117481232
31 0 28 2.71459742411119 0.878214215777552 22 8 0.0645161290322581 0.46319442987442
32 0 29 2.73412908467545 0.871993024508016 23 8 0.061491935483871 0.463719427585602
33 0 30 2.76458158198216 0.86989765735953 24 9 0.0587121212121212 0.469953179359436
