"root_node_id" "tag"
"2" "Nell's Grandfather"
"3" "Kit Nubbles"
"3" "Little Nell"
"3" "Nell Trent"
"7" "Dick Swiveller"
"10" "Daniel Quilp"
"11" "Mrs Betsy Quilp"
"13" "Mrs Jiniwin"
"14" "Mrs George"
"14" "Mrs Henrietta Simmons"
"21" "Frederick Trent"
"24" "The Bachelor"
"26" "Sophia Wackles"
"28" "Jane Wackles"
"28" "Melissa Wackles"
"28" "Miss Cheggs"
"28" "Mr Cheggs"
"28" "Mrs Wackles"
"35" "Mrs Nubbles"
"38" "Sampson Brass"
"48" "Jacob Nubbles"
"50" "Abel Garland"
"50" "Mr Chuckster"
"50" "Mr Garland"
"50" "Mr Tomkinley"
"50" "Mr Witherden"
"50" "Whisker"
"56" "The Clergyman"
"56" "Thomas Codlin"
"60" "Mr Harris"
"61" "Mr Grinder"
"63" "Tom Scott"
"64" "Jerry"
"66" "Maunders"
"66" "Mr Vuffin"
"66" "Sweet William"
"72" "Mrs Garland"
"77" "Barbara"
"88" "Dame West"
"88" "Harry"
"92" "George"
"93" "Mrs Jarley"
"97" "Mr Slum"
"100" "Miss Monflathers"
"101" "Isaac List"
"101" "James Groves"
"109" "Miss Edwards"
"114" "Sally Brass"
"125" "Foxey"
"145" "Joe Jowl"
"181" "Mr Marton"
"182" "John Owen"
"182" "Richard Evans"
"187" "Becky Morgan"
"187" "David"
"198" "Sophronia Sphynx"
