"Character","Node","Type","Appearances"
"Mrs Mudberry",203,"Last Appearance",1
"Mrs Nupkins",144,"First Appearance",4
"Mrs Nupkins",147,"Last Appearance",4
"Mrs Porkenham",145,"Last Appearance",1
"Mrs Porkenham",145,"First Appearance",1
"Mrs Pott",300,"Last Appearance",12
"Mrs Pott",67,"First Appearance",12
"Mrs Raddle",183,"First Appearance",8
"Mrs Raddle",271,"Last Appearance",8
"Mrs Rogers",269,"First Appearance",3
"Mrs Rogers",271,"Last Appearance",3
"Mrs Sanders",272,"Last Appearance",10
"Mrs Sanders",149,"First Appearance",10
"Mrs Smithe",7,"Last Appearance",1
"Mrs Smithe",7,"First Appearance",1
"Mrs Tomlinson",8,"Last Appearance",1
"Mrs Tomlinson",8,"First Appearance",1
"Mrs Wardle",330,"Last Appearance",21
"Mrs Wardle",27,"First Appearance",21
"Mrs Weller",323,"Last Appearance",11
"Mrs Weller",49,"First Appearance",11
"Mrs Wugsby",212,"Last Appearance",2
"Mrs Wugsby",211,"First Appearance",2
"Muzzle",229,"Last Appearance",8
"Muzzle",138,"First Appearance",8
"Nathaniel Pipkin",97,"Last Appearance",4
"Nathaniel Pipkin",94,"First Appearance",4
"Nathaniel Winkle",1,"First Appearance",103
"Nathaniel Winkle",331,"Last Appearance",103
"Neddy",260,"Last Appearance",3
"Neddy",246,"First Appearance",3
"Old Lobbs",97,"Last Appearance",4
"Old Lobbs",94,"First Appearance",4
"Peter Magnus",138,"Last Appearance",7
"Peter Magnus",126,"First Appearance",7
"Prince Bladud",212,"First Appearance",3
"Prince Bladud",214,"Last Appearance",3
"Pruffle",233,"Last Appearance",1
"Pruffle",233,"First Appearance",1
"Quanko Samba",36,"Last Appearance",1
"Quanko Samba",36,"First Appearance",1
"Rachael Wardle",100,"Last Appearance",11
"Rachael Wardle",20,"First Appearance",11
"Richard Upwitch",197,"Last Appearance",1
"Richard Upwitch",197,"First Appearance",1
"Sam",3,"Last Appearance",1
"Sam",3,"First Appearance",1
"Sam Weller",331,"Last Appearance",150
"Sam Weller",48,"First Appearance",150
"Samuel Pickwick",331,"Last Appearance",245
"Samuel Pickwick",1,"First Appearance",245
"Serjeant Buzfuz",204,"Last Appearance",9
"Serjeant Buzfuz",196,"First Appearance",9
"Serjeant Snubbin",180,"First Appearance",11
"Serjeant Snubbin",204,"Last Appearance",11
"Sir Geoffrey Manning",104,"Last Appearance",3
"Sir Geoffrey Manning",101,"First Appearance",3
"Sir Thomas Blazo",309,"Last Appearance",1
"Sir Thomas Blazo",309,"First Appearance",1
"Sololomon Lucas",82,"Last Appearance",3
"Sololomon Lucas",80,"First Appearance",3
"Solomon Pell",251,"First Appearance",10
"Solomon Pell",323,"Last Appearance",10
"Thomas Burton",193,"Last Appearance",1
"Thomas Burton",193,"First Appearance",1
"Thomas Clubber",8,"Last Appearance",2
"Thomas Clubber",7,"First Appearance",2
"Thomas Groffin",197,"Last Appearance",1
"Thomas Groffin",197,"First Appearance",1
"Tom Bardell",271,"Last Appearance",8
"Tom Bardell",62,"First Appearance",8
"Tom Cripps",291,"Last Appearance",7
"Tom Cripps",223,"First Appearance",7
"Tom Martin",247,"Last Appearance",2
"Tom Martin",246,"First Appearance",2
"Tom Roker",268,"Last Appearance",9
"Tom Roker",239,"First Appearance",9
"Tom Smart",283,"Last Appearance",8
"Tom Smart",74,"First Appearance",8
"Tom Wildspark",192,"First Appearance",1
"Tom Wildspark",192,"Last Appearance",1
"Tommy",3,"First Appearance",1
"Tommy",3,"Last Appearance",1
"Tony Weller",331,"Last Appearance",140
"Tony Weller",49,"First Appearance",140
"Tracy Tupman",331,"Last Appearance",85
"Tracy Tupman",1,"First Appearance",85
"Wilkins",88,"First Appearance",2
"Wilkins",106,"Last Appearance",2
"Wilkins Flasher",321,"First Appearance",3
"Wilkins Flasher",323,"Last Appearance",3
