"Character","Node","Type","Appearances"
"Alfred Jingle",5,"First Appearance",34
"Alfred Jingle",331,"Last Appearance",34
"Angelo Cyrus Bantam",208,"First Appearance",6
"Angelo Cyrus Bantam",221,"Last Appearance",6
"Anthony Humm",194,"Last Appearance",3
"Anthony Humm",192,"First Appearance",3
"Arabella Allen",331,"Last Appearance",32
"Arabella Allen",162,"First Appearance",32
"Augustus Snodgrass",1,"First Appearance",82
"Augustus Snodgrass",331,"Last Appearance",82
"Benjamin Allen",172,"First Appearance",24
"Benjamin Allen",331,"Last Appearance",24
"Betsy",269,"Last Appearance",2
"Betsy",186,"First Appearance",2
"Bill",241,"Last Appearance",2
"Bill",240,"First Appearance",2
"Bob Sawyer",331,"Last Appearance",37
"Bob Sawyer",172,"First Appearance",37
"Boffer",322,"Last Appearance",1
"Boffer",322,"First Appearance",1
"Brooks",104,"Last Appearance",1
"Brooks",104,"First Appearance",1
"Brother Mordlin",193,"Last Appearance",1
"Brother Mordlin",193,"First Appearance",1
"Brother Tadger",194,"Last Appearance",1
"Brother Tadger",194,"First Appearance",1
"Bullman",109,"Last Appearance",1
"Bullman",109,"First Appearance",1
"Chancery Prisoner",247,"First Appearance",3
"Chancery Prisoner",267,"Last Appearance",3
"Charley",114,"Last Appearance",1
"Charley",114,"First Appearance",1
"Clergyman",170,"Last Appearance",11
"Clergyman",27,"First Appearance",11
"Colonel Bulder",18,"Last Appearance",2
"Colonel Bulder",8,"First Appearance",2
"Count Smorltork",83,"First Appearance",2
"Count Smorltork",84,"Last Appearance",2
"Crookey",235,"Last Appearance",1
"Crookey",235,"First Appearance",1
"Daniel Grummer",145,"Last Appearance",7
"Daniel Grummer",139,"First Appearance",7
"Doctor Payne",17,"Last Appearance",3
"Doctor Payne",11,"First Appearance",3
"Doctor Slammer",17,"Last Appearance",7
"Doctor Slammer",8,"First Appearance",7
"Dodson",331,"Last Appearance",27
"Dodson",101,"First Appearance",27
"Dowager Snuphanuph",212,"Last Appearance",3
"Dowager Snuphanuph",210,"First Appearance",3
"Dubbley",143,"Last Appearance",4
"Dubbley",140,"First Appearance",4
"Emily Wardle",329,"Last Appearance",22
"Emily Wardle",21,"First Appearance",22
"Emma",26,"First Appearance",5
"Emma",164,"Last Appearance",5
"Fogg",331,"Last Appearance",28
"Fogg",101,"First Appearance",28
"Frank Simmery",322,"Last Appearance",1
"Frank Simmery",322,"First Appearance",1
"Gabriel Grub",171,"Last Appearance",6
"Gabriel Grub",165,"First Appearance",6
"George Heyling",122,"First Appearance",2
"George Heyling",123,"Last Appearance",2
"Goodwin",99,"Last Appearance",1
"Goodwin",99,"First Appearance",1
"Harris",219,"Last Appearance",1
"Harris",219,"First Appearance",1
"Henry Beller",193,"Last Appearance",1
"Henry Beller",193,"First Appearance",1
"Hon Slumkey",299,"Last Appearance",7
"Hon Slumkey",65,"First Appearance",7
"Hon Snipe",7,"Last Appearance",1
"Hon Snipe",7,"First Appearance",1
"Horatio Fizkin",98,"Last Appearance",5
"Horatio Fizkin",65,"First Appearance",5
"Isabella Wardle",314,"Last Appearance",12
"Isabella Wardle",21,"First Appearance",12
"Jack Bamber",124,"Last Appearance",8
"Jack Bamber",114,"First Appearance",8
"Jack Hopkins",185,"First Appearance",3
"Jack Hopkins",188,"Last Appearance",3
"Jack Martin",286,"First Appearance",1
"Jack Martin",286,"Last Appearance",1
"Jackson",272,"Last Appearance",7
"Jackson",109,"First Appearance",7
"Jane1",26,"Last Appearance",1
"Jane1",26,"First Appearance",1
"Jem Hutley",13,"First Appearance",3
"Jem Hutley",15,"Last Appearance",3
"Job Trotter",88,"First Appearance",24
"Job Trotter",331,"Last Appearance",24
"Joe",328,"Last Appearance",25
"Joe",20,"First Appearance",25
"Joe Smiggers",1,"Last Appearance",1
"Joe Smiggers",1,"First Appearance",1
"John Edmunds",32,"Last Appearance",4
"John Edmunds",29,"First Appearance",4
"John Smauker",221,"Last Appearance",4
"John Smauker",217,"First Appearance",4
"Jonas Mudge",192,"Last Appearance",1
"Jonas Mudge",192,"First Appearance",1
"Kate",96,"Last Appearance",2
"Kate",95,"First Appearance",2
"Lady Clubber",7,"Last Appearance",1
"Lady Clubber",7,"First Appearance",1
"Lieutenant Tappleton",17,"Last Appearance",3
"Lieutenant Tappleton",12,"First Appearance",3
"Lord Mutanhed",210,"First Appearance",3
"Lord Mutanhed",212,"Last Appearance",3
"Lud Hudibaras",214,"Last Appearance",2
"Lud Hudibaras",213,"First Appearance",2
"Maria Lobbs",97,"Last Appearance",4
"Maria Lobbs",94,"First Appearance",4
"Marquess of Filletoville",289,"Last Appearance",2
"Marquess of Filletoville",288,"First Appearance",2
"Martha Bardell",62,"First Appearance",27
"Martha Bardell",331,"Last Appearance",27
"Mary",331,"Last Appearance",24
"Mary",26,"First Appearance",24
"Miss Bolo",211,"Last Appearance",1
"Miss Bolo",211,"First Appearance",1
"Miss Bulder",7,"Last Appearance",1
"Miss Bulder",7,"First Appearance",1
"Miss Gwynn",92,"Last Appearance",1
"Miss Gwynn",92,"First Appearance",1
"Miss Nupkins",147,"Last Appearance",4
"Miss Nupkins",144,"First Appearance",4
"Miss Smithers",114,"Last Appearance",2
"Miss Smithers",91,"First Appearance",2
"Miss Tomkins",92,"Last Appearance",2
"Miss Tomkins",91,"First Appearance",2
"Miss Witherfield",139,"Last Appearance",3
"Miss Witherfield",137,"First Appearance",3
"Misses Clubber",7,"First Appearance",1
"Misses Clubber",7,"Last Appearance",1
"Misses Matinter",211,"Last Appearance",1
"Misses Matinter",211,"First Appearance",1
"Misses Smithie",7,"Last Appearance",1
"Misses Smithie",7,"First Appearance",1
"Mr Ayresleigh",235,"Last Appearance",1
"Mr Ayresleigh",235,"First Appearance",1
"Mr Blotton",60,"First Appearance",2
"Mr Blotton",61,"Last Appearance",2
"Mr Crawley",211,"Last Appearance",1
"Mr Crawley",211,"First Appearance",1
"Mr Crushton",212,"Last Appearance",3
"Mr Crushton",210,"First Appearance",3
"Mr Dowler",228,"Last Appearance",14
"Mr Dowler",207,"First Appearance",14
"Mr Dumkins",37,"Last Appearance",2
"Mr Dumkins",36,"First Appearance",2
"Mr Grundy",114,"Last Appearance",1
"Mr Grundy",114,"First Appearance",1
"Mr Gunter",187,"Last Appearance",1
"Mr Gunter",187,"First Appearance",1
"Mr Hunter",81,"Last Appearance",2
"Mr Hunter",80,"First Appearance",2
"Mr Jinkins",78,"Last Appearance",1
"Mr Jinkins",78,"First Appearance",1
"Mr Jinks",138,"First Appearance",6
"Mr Jinks",145,"Last Appearance",6
"Mr Lowten",113,"First Appearance",14
"Mr Lowten",313,"Last Appearance",14
"Mr Luffey",37,"Last Appearance",2
"Mr Luffey",36,"First Appearance",2
"Mr Mallard",196,"Last Appearance",3
"Mr Mallard",181,"First Appearance",3
"Mr Miller",27,"First Appearance",3
"Mr Miller",29,"Last Appearance",3
"Mr Mivins",242,"First Appearance",4
"Mr Mivins",258,"Last Appearance",4
"Mr Namby",236,"Last Appearance",3
"Mr Namby",234,"First Appearance",3
"Mr Noddy",187,"Last Appearance",1
"Mr Noddy",187,"First Appearance",1
"Mr Nupkins",229,"Last Appearance",11
"Mr Nupkins",138,"First Appearance",11
"Mr Perker",330,"Last Appearance",46
"Mr Perker",51,"First Appearance",46
"Mr Phunky",202,"Last Appearance",5
"Mr Phunky",182,"First Appearance",5
"Mr Podder",37,"Last Appearance",2
"Mr Podder",36,"First Appearance",2
"Mr Porkenham",145,"Last Appearance",1
"Mr Porkenham",145,"First Appearance",1
"Mr Pott",301,"Last Appearance",15
"Mr Pott",66,"First Appearance",15
"Mr Price",235,"First Appearance",2
"Mr Price",236,"Last Appearance",2
"Mr Raddle",272,"Last Appearance",6
"Mr Raddle",184,"First Appearance",6
"Mr Simpson",247,"Last Appearance",2
"Mr Simpson",246,"First Appearance",2
"Mr Skimpin",202,"Last Appearance",5
"Mr Skimpin",196,"First Appearance",5
"Mr Slasher",185,"First Appearance",1
"Mr Slasher",185,"Last Appearance",1
"Mr Smangle",268,"Last Appearance",6
"Mr Smangle",243,"First Appearance",6
"Mr Smithies",7,"Last Appearance",1
"Mr Smithies",7,"First Appearance",1
"Mr Smouch",235,"Last Appearance",2
"Mr Smouch",234,"First Appearance",2
"Mr Snicks",273,"Last Appearance",1
"Mr Snicks",273,"First Appearance",1
"Mr Staple",37,"Last Appearance",1
"Mr Staple",37,"First Appearance",1
"Mr Stareleigh",204,"Last Appearance",4
"Mr Stareleigh",197,"First Appearance",4
"Mr Stiggins",307,"Last Appearance",11
"Mr Stiggins",153,"First Appearance",11
"Mr Struggles",37,"Last Appearance",2
"Mr Struggles",36,"First Appearance",2
"Mr Trundle",20,"First Appearance",19
"Mr Trundle",331,"Last Appearance",19
"Mr Tuckle",221,"Last Appearance",3
"Mr Tuckle",218,"First Appearance",3
"Mr Wardle",331,"Last Appearance",40
"Mr Wardle",20,"First Appearance",40
"Mr Watty",179,"Last Appearance",1
"Mr Watty",179,"First Appearance",1
"Mr Whiffers",220,"First Appearance",1
"Mr Whiffers",220,"Last Appearance",1
"Mr Wicks",111,"Last Appearance",3
"Mr Wicks",109,"First Appearance",3
"Mrs Budger",8,"Last Appearance",1
"Mrs Budger",8,"First Appearance",1
"Mrs Bulder",7,"Last Appearance",1
"Mrs Bulder",7,"First Appearance",1
"Mrs Bunkin",203,"Last Appearance",1
"Mrs Bunkin",203,"First Appearance",1
"Mrs Cluppins",272,"Last Appearance",12
"Mrs Cluppins",149,"First Appearance",12
"Mrs Craddock",217,"Last Appearance",3
"Mrs Craddock",212,"First Appearance",3
"Mrs Dowler",225,"Last Appearance",7
"Mrs Dowler",207,"First Appearance",7
"Mrs Hunter",85,"Last Appearance",6
"Mrs Hunter",80,"First Appearance",6
"Mrs Mudberry",203,"First Appearance",1
