"t" "specificity" "diversity" "ShannonWiener" "Pielou" "Richness" "" "" ""
1 0 0 0 0 1 0 NA 0
2 0 1 0.636514168294813 0.918295834054489 2 1 0.5 0
3 0 2 1.74786809746676 0.975503759006108 6 1 0.166666666666667 0
4 0 3 2.14395220064387 0.975754696519491 9 1 0.166666666666667 0.5
5 0 4 2.38955663324502 0.961628330564805 12 2 0.15 0.444444417953491
6 0 5 2.41334972408608 0.971203374698995 12 2 0.166666666666667 0.319999992847443
7 0 6 2.46920199573106 0.962670856852615 13 3 0.142857142857143 0.277777791023254
8 0 7 2.47784983211984 0.966042399594237 13 3 0.160714285714286 0.253086447715759
9 0 8 2.4813372062134 0.967402026474751 13 4 0.138888888888889 0.305000007152557
10 0 9 2.51460409358867 0.952841783833197 14 4 0.133333333333333 0.302083343267441
11 0 10 2.62365228146936 0.946282533873215 16 5 0.118181818181818 0.31656801700592
12 0 11 2.649737960389 0.955690953777113 16 6 0.113636363636364 0.346666663885117
13 0 12 2.73451353457406 0.946076755387498 18 6 0.121794871794872 0.297783941030502
14 0 13 2.83732024159217 0.931942627991866 21 6 0.10989010989011 0.298750013113022
15 0 14 2.93922055596545 0.937402640079328 23 6 0.104761904761905 0.292355388402939
16 0 15 2.9989919605139 0.943656753663471 24 6 0.1 0.348090291023254
17 1 14 3.01559937518336 0.948882409223762 24 6 0.0955882352941176 0.348372787237167
18 0 16 3.0300865637924 0.953440918733796 24 6 0.0915032679738562 0.382653057575226
19 0 17 3.05764735781809 0.949911560488136 25 6 0.0818713450292398 0.382653057575226
20 0 18 3.0960867985886 0.950274727116815 26 6 0.0763157894736842 0.413793087005615
21 1 18 3.11281289866428 0.95540843014878 26 6 0.0714285714285714 0.439999997615814
22 0 19 3.14560822927164 0.954418667294412 27 6 0.0670995670995671 0.462018728256226
23 1 19 3.15737557308287 0.957989033271139 27 6 0.0632411067193676 0.478515625
24 2 19 3.15976099657943 0.958712801950702 27 6 0.0597826086956522 0.475206613540649
25 3 19 3.15610199431385 0.957602612819886 27 6 0.0566666666666667 0.496107250452042
26 0 20 3.20296783106391 0.951198823263703 29 6 0.0523076923076923 0.496107250452042
27 0 21 3.26386913635006 0.950460482813419 31 6 0.0512820512820513 0.502700626850128
28 0 22 3.3385917778378 0.946752821934223 34 6 0.0502645502645503 0.471606612205505
29 0 23 3.33679309008751 0.946242752774324 34 6 0.0492610837438424 0.503124952316284
30 0 24 3.34114152456184 0.947475875265339 34 6 0.0482758620689655 0.535714268684387
