"","V1","V2"
"1","Anne Elliot","Charles Musgrove"
"2","Anne Elliot","Elizabeth Elliot"
"3","Anne Elliot","Lady Elliot"
"4","Anne Elliot","Lady Russell"
"5","Anne Elliot","Mary Elliot"
"6","Anne Elliot","Mr William Elliot"
"7","Anne Elliot","Sir Walter Elliot"
"8","Anne Elliot","Walter Musgrove"
"9","Charles Musgrove","Elizabeth Elliot"
"10","Charles Musgrove","Lady Elliot"
"11","Charles Musgrove","Lady Russell"
"12","Charles Musgrove","Mary Elliot"
"13","Charles Musgrove","Mr William Elliot"
"14","Charles Musgrove","Sir Walter Elliot"
"15","Charles Musgrove","Walter Musgrove"
"16","Elizabeth Elliot","Lady Elliot"
"17","Elizabeth Elliot","Lady Russell"
"18","Elizabeth Elliot","Mary Elliot"
"19","Elizabeth Elliot","Mr William Elliot"
"20","Elizabeth Elliot","Sir Walter Elliot"
"21","Elizabeth Elliot","Walter Musgrove"
"22","Lady Elliot","Lady Russell"
"23","Lady Elliot","Mary Elliot"
"24","Lady Elliot","Mr William Elliot"
"25","Lady Elliot","Sir Walter Elliot"
"26","Lady Elliot","Walter Musgrove"
"27","Lady Russell","Mary Elliot"
"28","Lady Russell","Mr William Elliot"
"29","Lady Russell","Sir Walter Elliot"
"30","Lady Russell","Walter Musgrove"
"31","Mary Elliot","Mr William Elliot"
"32","Mary Elliot","Sir Walter Elliot"
"33","Mary Elliot","Walter Musgrove"
"34","Mr William Elliot","Sir Walter Elliot"
"35","Mr William Elliot","Walter Musgrove"
"36","Sir Walter Elliot","Walter Musgrove"
"37","Anne Elliot","Mr John Shepherd"
"38","Elizabeth Elliot","Mr John Shepherd"
"39","Lady Elliot","Mr John Shepherd"
"40","Lady Russell","Mr John Shepherd"
"41","Mr John Shepherd","Sir Walter Elliot"
"42","Anne Elliot","Mrs Penelope Clay"
"43","Elizabeth Elliot","Mrs Penelope Clay"
"44","Lady Russell","Mrs Penelope Clay"
"45","Mary Elliot","Mr John Shepherd"
"46","Mary Elliot","Mrs Penelope Clay"
"47","Mr John Shepherd","Mrs Penelope Clay"
"48","Mrs Penelope Clay","Sir Walter Elliot"
"49","Admiral Baldwin","Admiral Croft"
"50","Admiral Baldwin","Anne Elliot"
"51","Admiral Baldwin","Lord St Ives"
"52","Admiral Baldwin","Mr John Shepherd"
"53","Admiral Baldwin","Mrs Penelope Clay"
"54","Admiral Baldwin","Sir Basil Morley"
"55","Admiral Baldwin","Sir Walter Elliot"
"56","Admiral Croft","Anne Elliot"
"57","Admiral Croft","Lord St Ives"
"58","Admiral Croft","Mr John Shepherd"
"59","Admiral Croft","Mrs Penelope Clay"
"60","Admiral Croft","Sir Basil Morley"
"61","Admiral Croft","Sir Walter Elliot"
"62","Anne Elliot","Lord St Ives"
"63","Anne Elliot","Sir Basil Morley"
"64","Lord St Ives","Mr John Shepherd"
"65","Lord St Ives","Mrs Penelope Clay"
"66","Lord St Ives","Sir Basil Morley"
"67","Lord St Ives","Sir Walter Elliot"
"68","Mr John Shepherd","Sir Basil Morley"
"69","Mrs Penelope Clay","Sir Basil Morley"
"70","Sir Basil Morley","Sir Walter Elliot"
"71","Admiral Croft","Captain Frederick Wentworth"
"72","Admiral Croft","Edward Wentworth"
"73","Admiral Croft","Elizabeth Elliot"
"74","Admiral Croft","Governor Trent"
"75","Admiral Croft","Mrs Croft"
"76","Anne Elliot","Captain Frederick Wentworth"
"77","Anne Elliot","Edward Wentworth"
"78","Anne Elliot","Governor Trent"
"79","Anne Elliot","Mrs Croft"
"80","Captain Frederick Wentworth","Edward Wentworth"
"81","Captain Frederick Wentworth","Elizabeth Elliot"
"82","Captain Frederick Wentworth","Governor Trent"
"83","Captain Frederick Wentworth","Mr John Shepherd"
"84","Captain Frederick Wentworth","Mrs Croft"
"85","Captain Frederick Wentworth","Mrs Penelope Clay"
"86","Captain Frederick Wentworth","Sir Walter Elliot"
"87","Edward Wentworth","Elizabeth Elliot"
"88","Edward Wentworth","Governor Trent"
"89","Edward Wentworth","Mr John Shepherd"
"90","Edward Wentworth","Mrs Croft"
"91","Edward Wentworth","Mrs Penelope Clay"
"92","Edward Wentworth","Sir Walter Elliot"
"93","Elizabeth Elliot","Governor Trent"
"94","Elizabeth Elliot","Mrs Croft"
"95","Governor Trent","Mr John Shepherd"
"96","Governor Trent","Mrs Croft"
"97","Governor Trent","Mrs Penelope Clay"
"98","Governor Trent","Sir Walter Elliot"
"99","Mr John Shepherd","Mrs Croft"
"100","Mrs Croft","Mrs Penelope Clay"
"101","Mrs Croft","Sir Walter Elliot"
"102","Captain Frederick Wentworth","Lady Russell"
"103","Edward Wentworth","Lady Russell"
"104","Admiral Croft","Lady Russell"
"105","Admiral Croft","Mary Elliot"
"106","Captain Frederick Wentworth","Mary Elliot"
"107","Lady Russell","Mrs Croft"
"108","Mary Elliot","Mrs Croft"
"109","Anne Elliot","Elder Mr Charles Musgrove"
"110","Anne Elliot","Henrietta Musgrove"
"111","Anne Elliot","Little Charles Musgrove"
"112","Anne Elliot","Louisa Musgrove"
"113","Anne Elliot","Mackenzie"
"114","Charles Musgrove","Elder Mr Charles Musgrove"
"115","Charles Musgrove","Henrietta Musgrove"
"116","Charles Musgrove","Little Charles Musgrove"
"117","Charles Musgrove","Louisa Musgrove"
"118","Charles Musgrove","Mackenzie"
"119","Elder Mr Charles Musgrove","Elizabeth Elliot"
"120","Elder Mr Charles Musgrove","Henrietta Musgrove"
"121","Elder Mr Charles Musgrove","Lady Russell"
"122","Elder Mr Charles Musgrove","Little Charles Musgrove"
"123","Elder Mr Charles Musgrove","Louisa Musgrove"
"124","Elder Mr Charles Musgrove","Mackenzie"
"125","Elder Mr Charles Musgrove","Mary Elliot"
"126","Elder Mr Charles Musgrove","Walter Musgrove"
"127","Elizabeth Elliot","Henrietta Musgrove"
"128","Elizabeth Elliot","Little Charles Musgrove"
"129","Elizabeth Elliot","Louisa Musgrove"
"130","Elizabeth Elliot","Mackenzie"
"131","Henrietta Musgrove","Lady Russell"
"132","Henrietta Musgrove","Little Charles Musgrove"
"133","Henrietta Musgrove","Louisa Musgrove"
"134","Henrietta Musgrove","Mackenzie"
"135","Henrietta Musgrove","Mary Elliot"
"136","Henrietta Musgrove","Walter Musgrove"
"137","Lady Russell","Little Charles Musgrove"
"138","Lady Russell","Louisa Musgrove"
"139","Lady Russell","Mackenzie"
"140","Little Charles Musgrove","Louisa Musgrove"
"141","Little Charles Musgrove","Mackenzie"
"142","Little Charles Musgrove","Mary Elliot"
"143","Little Charles Musgrove","Walter Musgrove"
"144","Louisa Musgrove","Mackenzie"
"145","Louisa Musgrove","Mary Elliot"
"146","Louisa Musgrove","Walter Musgrove"
"147","Mackenzie","Mary Elliot"
"148","Mackenzie","Walter Musgrove"
"149","Elder Mr Charles Musgrove","Sir Walter Elliot"
"150","Anne Elliot","Jemima"
"151","Charles Musgrove","Jemima"
"152","Elder Mr Charles Musgrove","Jemima"
"153","Henrietta Musgrove","Jemima"
"154","Jemima","Louisa Musgrove"
"155","Jemima","Mary Elliot"
"156","Admiral Croft","Charles Musgrove"
"157","Admiral Croft","Elder Mr Charles Musgrove"
"158","Admiral Croft","Henrietta Musgrove"
"159","Admiral Croft","Louisa Musgrove"
"160","Captain Frederick Wentworth","Charles Musgrove"
"161","Captain Frederick Wentworth","Elder Mr Charles Musgrove"
"162","Captain Frederick Wentworth","Henrietta Musgrove"
"163","Captain Frederick Wentworth","Louisa Musgrove"
"164","Charles Musgrove","Edward Wentworth"
"165","Charles Musgrove","Mrs Croft"
"166","Edward Wentworth","Elder Mr Charles Musgrove"
"167","Edward Wentworth","Henrietta Musgrove"
"168","Edward Wentworth","Louisa Musgrove"
"169","Edward Wentworth","Mary Elliot"
"170","Elder Mr Charles Musgrove","Mrs Croft"
"171","Henrietta Musgrove","Mrs Croft"
"172","Louisa Musgrove","Mrs Croft"
"173","Admiral Croft","Mr Robinson"
"174","Anne Elliot","Mr Robinson"
"175","Captain Frederick Wentworth","Mr Robinson"
"176","Charles Musgrove","Mr Robinson"
"177","Elder Mr Charles Musgrove","Mr Robinson"
"178","Mary Elliot","Mr Robinson"
"179","Mr Robinson","Mrs Croft"
"180","Captain Frederick Wentworth","Jemima"
"181","Jemima","Mr Robinson"
"182","Admiral Croft","Captain Harville"
"183","Admiral Croft","Lady Mary Grierson"
"184","Anne Elliot","Captain Harville"
"185","Anne Elliot","Lady Mary Grierson"
"186","Captain Frederick Wentworth","Captain Harville"
"187","Captain Frederick Wentworth","Lady Mary Grierson"
"188","Captain Harville","Charles Musgrove"
"189","Captain Harville","Henrietta Musgrove"
"190","Captain Harville","Lady Mary Grierson"
"191","Captain Harville","Louisa Musgrove"
"192","Charles Musgrove","Lady Mary Grierson"
"193","Henrietta Musgrove","Lady Mary Grierson"
"194","Lady Mary Grierson","Louisa Musgrove"
"195","Captain Harville","Elder Mr Charles Musgrove"
"196","Captain Harville","Mrs Croft"
"197","Anne Elliot","The Miss Hayters"
"198","Captain Frederick Wentworth","The Miss Hayters"
"199","Henrietta Musgrove","The Miss Hayters"
"200","Louisa Musgrove","The Miss Hayters"
"201","Admiral Croft","Charles Hayter"
"202","Admiral Croft","Mr Hayter"
"203","Admiral Croft","Mrs Hayter"
"204","Anne Elliot","Charles Hayter"
"205","Anne Elliot","Mr Hayter"
"206","Anne Elliot","Mrs Hayter"
"207","Captain Frederick Wentworth","Charles Hayter"
"208","Captain Frederick Wentworth","Mr Hayter"
"209","Captain Frederick Wentworth","Mrs Hayter"
"210","Charles Hayter","Charles Musgrove"
"211","Charles Hayter","Edward Wentworth"
"212","Charles Hayter","Elder Mr Charles Musgrove"
"213","Charles Hayter","Henrietta Musgrove"
"214","Charles Hayter","Louisa Musgrove"
"215","Charles Hayter","Mary Elliot"
"216","Charles Hayter","Mr Hayter"
"217","Charles Hayter","Mrs Croft"
"218","Charles Hayter","Mrs Hayter"
"219","Charles Musgrove","Mr Hayter"
"220","Charles Musgrove","Mrs Hayter"
"221","Edward Wentworth","Mr Hayter"
"222","Edward Wentworth","Mrs Hayter"
"223","Elder Mr Charles Musgrove","Mr Hayter"
"224","Elder Mr Charles Musgrove","Mrs Hayter"
"225","Henrietta Musgrove","Mr Hayter"
"226","Henrietta Musgrove","Mrs Hayter"
"227","Louisa Musgrove","Mr Hayter"
"228","Louisa Musgrove","Mrs Hayter"
"229","Mary Elliot","Mr Hayter"
"230","Mary Elliot","Mrs Hayter"
"231","Mr Hayter","Mrs Croft"
"232","Mr Hayter","Mrs Hayter"
"233","Mrs Croft","Mrs Hayter"
"234","Anne Elliot","Doctor Shirley"
"235","Captain Frederick Wentworth","Doctor Shirley"
"236","Charles Hayter","Doctor Shirley"
"237","Charles Musgrove","Doctor Shirley"
"238","Doctor Shirley","Elder Mr Charles Musgrove"
"239","Doctor Shirley","Henrietta Musgrove"
"240","Doctor Shirley","Louisa Musgrove"
"241","Doctor Shirley","Mary Elliot"
"242","Captain Frederick Wentworth","Walter Musgrove"
"243","Charles Hayter","Walter Musgrove"
"244","Doctor Shirley","Walter Musgrove"
"245","Charles Hayter","Lady Russell"
"246","Captain Harville","Lady Russell"
"247","Captain Harville","Mary Elliot"
"248","Anne Elliot","Captain Benwick"
"249","Anne Elliot","Fanny Harville"
"250","Captain Benwick","Captain Frederick Wentworth"
"251","Captain Benwick","Captain Harville"
"252","Captain Benwick","Fanny Harville"
"253","Captain Benwick","Louisa Musgrove"
"254","Captain Frederick Wentworth","Fanny Harville"
"255","Captain Harville","Fanny Harville"
"256","Fanny Harville","Louisa Musgrove"
"257","Anne Elliot","Mrs Shirley"
"258","Captain Frederick Wentworth","Mrs Shirley"
"259","Doctor Shirley","Lady Russell"
"260","Doctor Shirley","Mrs Shirley"
"261","Henrietta Musgrove","Mrs Shirley"
"262","Lady Russell","Mrs Shirley"
"263","Louisa Musgrove","Mrs Shirley"
"264","Captain Benwick","Charles Musgrove"
"265","Captain Benwick","Elizabeth Elliot"
"266","Captain Benwick","Henrietta Musgrove"
"267","Captain Benwick","Mary Elliot"
"268","Captain Benwick","Mr William Elliot"
"269","Captain Benwick","Sir Walter Elliot"
"270","Captain Frederick Wentworth","Mr William Elliot"
"271","Henrietta Musgrove","Mr William Elliot"
"272","Henrietta Musgrove","Sir Walter Elliot"
"273","Louisa Musgrove","Mr William Elliot"
"274","Louisa Musgrove","Sir Walter Elliot"
"275","Captain Benwick","Doctor Shirley"
"276","Captain Benwick","Elder Mr Charles Musgrove"
"277","Captain Harville","Doctor Shirley"
"278","Captain Harville","Mr William Elliot"
"279","Doctor Shirley","Mr William Elliot"
"280","Elder Mr Charles Musgrove","Mr William Elliot"
"281","Anne Elliot","Harry Musgrove"
"282","Anne Elliot","Sarah"
"283","Captain Benwick","Charles Hayter"
"284","Captain Benwick","Harry Musgrove"
"285","Captain Benwick","Lady Russell"
"286","Captain Benwick","Sarah"
"287","Captain Frederick Wentworth","Harry Musgrove"
"288","Captain Frederick Wentworth","Sarah"
"289","Captain Harville","Charles Hayter"
"290","Captain Harville","Harry Musgrove"
"291","Captain Harville","Sarah"
"292","Charles Hayter","Harry Musgrove"
"293","Charles Hayter","Sarah"
"294","Charles Musgrove","Harry Musgrove"
"295","Charles Musgrove","Sarah"
"296","Elder Mr Charles Musgrove","Harry Musgrove"
"297","Elder Mr Charles Musgrove","Sarah"
"298","Harry Musgrove","Henrietta Musgrove"
"299","Harry Musgrove","Lady Russell"
"300","Harry Musgrove","Louisa Musgrove"
"301","Harry Musgrove","Mary Elliot"
"302","Harry Musgrove","Sarah"
"303","Henrietta Musgrove","Sarah"
"304","Lady Russell","Sarah"
