"source" "target" "tag"
2 3 "John Baptist Cavalletto"
2 3 "Rigaud"
3 4 "John Baptist Cavalletto"
3 4 "Rigaud"
4 5 "John Baptist Cavalletto"
4 5 "Madame Barronneau"
4 5 "Rigaud"
5 6 "John Baptist Cavalletto"
5 6 "Rigaud"
7 8 "Harriet Beadle"
7 8 "Minnie Meagles"
7 8 "Mr Meagles"
7 8 "Mrs Meagles"
8 9 "Harriet Beadle"
8 9 "Minnie Meagles"
8 9 "Mr Meagles"
8 9 "Mrs Meagles"
9 10 "Arthur Clennam"
9 10 "Minnie Meagles"
9 10 "Mr Meagles"
10 11 "Arthur Clennam"
10 11 "Minnie Meagles"
10 11 "Mr Meagles"
11 13 "Arthur Clennam"
13 14 "Arthur Clennam"
14 15 "Arthur Clennam"
15 16 "Affery Flintwinch"
15 16 "Arthur Clennam"
15 16 "Mrs Clennam"
16 17 "Affery Flintwinch"
16 17 "Arthur Clennam"
16 17 "Jeremiah Flintwinch"
17 18 "Affery Flintwinch"
17 18 "Arthur Clennam"
17 18 "Jeremiah Flintwinch"
16 18 "Mrs Clennam"
18 19 "Affery Flintwinch"
18 19 "Jeremiah Flintwinch"
18 19 "Mrs Clennam"
19 20 "Affery Flintwinch"
19 20 "Jeremiah Flintwinch"
18 21 "Arthur Clennam"
20 21 "Jeremiah Flintwinch"
19 21 "Mrs Clennam"
20 23 "Affery Flintwinch"
21 23 "Arthur Clennam"
21 23 "Jeremiah Flintwinch"
21 23 "Mrs Clennam"
23 24 "Affery Flintwinch"
23 24 "Arthur Clennam"
23 24 "Mrs Clennam"
24 25 "Affery Flintwinch"
24 25 "Amy Dorrit"
24 25 "Arthur Clennam"
23 25 "Jeremiah Flintwinch"
27 28 "Mrs Bangham"
26 29 "Mr William Dorrit"
28 29 "Mrs Bangham"
29 30 "Mr William Dorrit"
28 31 "Doctor Haggage"
30 31 "Mr William Dorrit"
31 32 "Mr William Dorrit"
25 33 "Amy Dorrit"
32 33 "Mr William Dorrit"
29 33 "Mrs Bangham"
33 34 "Amy Dorrit"
31 34 "Bob"
33 34 "Mrs Bangham"
34 35 "Amy Dorrit"
25 35 "Arthur Clennam"
34 35 "Edward Dorrit"
33 35 "Mr William Dorrit"
35 36 "Amy Dorrit"
35 36 "Arthur Clennam"
35 36 "Mr William Dorrit"
36 37 "Amy Dorrit"
36 37 "Arthur Clennam"
35 37 "Edward Dorrit"
33 37 "Fanny Dorrit"
36 37 "Mr Frederick Dorrit"
