"Nicholas_Nickleby"
"7"
"0"
"13"
"1.31"
"0.114151497357604"
"0.282475918531418"
"Nicholas_Nickleby"
"7"
"0"
"13"
"1.2970297029703"
"0.119553728714034"
"0.270908355712891"
"Nicholas_Nickleby"
"7"
"0"
"13"
"1.2970297029703"
"0.119553728714034"
"0.270908355712891"
