"V1","V2"
"John Jasper","Miss Dean"
"John Jasper","Mr Tope"
"John Jasper","Mrs Dean"
"John Jasper","Septimus Crisparkle"
"John Jasper","The Dean"
"Miss Dean","Mr Tope"
"Miss Dean","Mrs Dean"
"Miss Dean","Septimus Crisparkle"
"Miss Dean","The Dean"
"Mr Tope","Mrs Dean"
"Mr Tope","Septimus Crisparkle"
"Mr Tope","The Dean"
"Mrs Dean","Septimus Crisparkle"
"Mrs Dean","The Dean"
"Septimus Crisparkle","The Dean"
"Edwin Drood","John Jasper"
"Edwin Drood","Mrs Tope"
"Edwin Drood","Septimus Crisparkle"
"Edwin Drood","The Dean"
"John Jasper","Mrs Tope"
"Mrs Tope","Septimus Crisparkle"
"Mrs Tope","The Dean"
"Miss Twinkleton","Mr Porters"
"Edwin Drood","Miss Twinkleton"
"Edwin Drood","Mr Porters"
"Edwin Drood","Mrs Tisher"
"Edwin Drood","Rosa Bud"
"Miss Twinkleton","Mrs Tisher"
"Miss Twinkleton","Rosa Bud"
"Mr Porters","Mrs Tisher"
"Mr Porters","Rosa Bud"
"Mrs Tisher","Rosa Bud"
