"Character","Node","Appearances"
"Bazzard",46,7
"Bazzard",91,7
"Bazzard",92,7
"Bazzard",49,7
"Bazzard",47,7
"Bazzard",48,7
"Bazzard",98,7
"Deputy",55,8
"Deputy",18,8
"Deputy",84,8
"Deputy",85,8
"Deputy",56,8
"Deputy",107,8
"Deputy",108,8
"Deputy",19,8
"Dick Datchery",106,8
"Dick Datchery",107,8
"Dick Datchery",108,8
"Dick Datchery",83,8
"Dick Datchery",85,8
"Dick Datchery",109,8
"Dick Datchery",84,8
"Dick Datchery",82,8
"Durdles",85,15
"Durdles",20,15
"Durdles",51,15
"Durdles",56,15
"Durdles",55,15
"Durdles",17,15
"Durdles",54,15
"Durdles",16,15
"Durdles",107,15
"Durdles",18,15
"Durdles",66,15
"Durdles",84,15
"Durdles",19,15
"Durdles",53,15
"Durdles",52,15
"Edwin Drood",13,38
"Edwin Drood",74,38
"Edwin Drood",73,38
"Edwin Drood",107,38
"Edwin Drood",27,38
"Edwin Drood",7,38
"Edwin Drood",33,38
"Edwin Drood",46,38
"Edwin Drood",31,38
"Edwin Drood",58,38
"Edwin Drood",59,38
"Edwin Drood",12,38
"Edwin Drood",29,38
"Edwin Drood",5,38
"Edwin Drood",44,38
"Edwin Drood",64,38
"Edwin Drood",6,38
"Edwin Drood",30,38
"Edwin Drood",38,38
"Edwin Drood",65,38
"Edwin Drood",63,38
"Edwin Drood",49,38
"Edwin Drood",36,38
"Edwin Drood",47,38
"Edwin Drood",10,38
"Edwin Drood",70,38
"Edwin Drood",79,38
"Edwin Drood",103,38
"Edwin Drood",11,38
"Edwin Drood",69,38
"Edwin Drood",48,38
"Edwin Drood",35,38
"Edwin Drood",60,38
"Edwin Drood",42,38
"Edwin Drood",41,38
"Edwin Drood",43,38
"Edwin Drood",57,38
"Edwin Drood",26,38
"Helena Landless",93,27
"Helena Landless",40,27
"Helena Landless",26,27
"Helena Landless",23,27
"Helena Landless",63,27
"Helena Landless",22,27
"Helena Landless",33,27
"Helena Landless",96,27
"Helena Landless",88,27
"Helena Landless",57,27
"Helena Landless",60,27
"Helena Landless",42,27
"Helena Landless",43,27
"Helena Landless",34,27
