"Northanger_Abbey"
"4"
"0"
"4"
"1.18181818181818"
"0.348178137651822"
"0.0641662180423737"
"Northanger_Abbey"
"4"
"0"
"4"
"1.18181818181818"
"0.348178137651822"
"0.0641662180423737"
